mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0033307
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000042293
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0032168
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0015036
rattus_norvegicus ENSRNOG00000005918
meriones_unguiculatus ENSMUGG00000022732
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001001466
cricetulus_griseus_crigri-picr ENSCGRG00015020583
cricetulus_griseus_crigri_1.0 ENSCGRG00000018795
peromyscus_maniculatus_bairdii ENSPEMG00000027308
castor_canadensis ENSCCNG00000008617
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000018705
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100004434
fukomys_damarensis ENSFDAG00000007412
chinchilla_lanigera ENSCLAG00000014517
ictidomys_tridecemlineatus ENSSTOG00000034331
urocitellus_parryii ENSUPAG00010021172
spermophilus_dauricus ENSSDAG00000001401
marmota_marmota_marmota ENSMMMG00000023278
oryctolagus_cuniculus ENSOCUG00000003339
pan_troglodytes ENSPTRG00000004304
pan_paniscus ENSPPAG00000027006
homo_sapiens ENSG00000180425
gorilla_gorilla ENSGGOG00000009932
pongo_abelii ENSPPYG00000003893
nomascus_leucogenys ENSNLEG00000029308
macaca_fascicularis ENSMFAG00000042917
macaca_nemestrina ENSMNEG00000037393
macaca_mulatta ENSMMUG00000012271
chlorocebus_sabaeus ENSCSAG00000000596
cercocebus_atys ENSCATG00000040083
mandrillus_leucophaeus ENSMLEG00000042004
papio_anubis ENSPANG00000008843
theropithecus_gelada ENSTGEG00000020533
piliocolobus_tephrosceles ENSPTEG00000024391
colobus_angolensis_palliatus ENSCANG00000042233
rhinopithecus_roxellana ENSRROG00000007675
rhinopithecus_bieti ENSRBIG00000019664
cebus_capucinus_imitator ENSCCAG00000033433
aotus_nancymaae ENSANAG00000034041
carlito_syrichta ENSTSYG00000013749
microcebus_murinus ENSMICG00000010085
prolemur_simus ENSPSMG00000022783
propithecus_coquereli ENSPCOG00000015231
otolemur_garnettii ENSOGAG00000016855
ursus_americanus ENSUAMG00000019094
ursus_maritimus ENSUMAG00000003775
ailuropoda_melanoleuca ENSAMEG00000019702
neovison_vison ENSNVIG00000006624
mustela_putorius_furo ENSMPUG00000019735
canis_lupus_familiaris ENSCAFG00000013519
canis_lupus_dingo ENSCAFG00020002560
vulpes_vulpes ENSVVUG00000025227
panthera_tigris_altaica ENSPTIG00000012663
felis_catus ENSFCAG00000034077
myotis_lucifugus ENSMLUG00000009042
equus_asinus_asinus ENSEASG00005006678
equus_caballus ENSECAG00000005737
capra_hircus ENSCHIG00000012470
ovis_aries ENSOARG00000017023
bos_mutus ENSBMUG00000008294
bos_taurus ENSBTAG00000008220
bison_bison_bison ENSBBBG00000001966
sus_scrofa ENSSSCG00000036867
echinops_telfairi ENSETEG00000015866
loxodonta_africana ENSLAFG00000012441
tupaia_belangeri ENSTBEG00000008361
dasypus_novemcinctus ENSDNOG00000018420
choloepus_hoffmanni ENSCHOG00000012727
