choloepus_hoffmanni ENSCHOG00000010856
dasypus_novemcinctus ENSDNOG00000002935
loxodonta_africana ENSLAFG00000011524
procavia_capensis ENSPCAG00000016909
echinops_telfairi ENSETEG00000003778
pan_paniscus ENSPPAG00000033444
pan_troglodytes ENSPTRG00000016096
homo_sapiens ENSG00000145241
gorilla_gorilla ENSGGOG00000009794
pongo_abelii ENSPPYG00000014736
nomascus_leucogenys ENSNLEG00000009058
pan_paniscus ENSPPAG00000014801
pan_troglodytes ENSPTRG00000046518
gorilla_gorilla ENSGGOG00000024502
nomascus_leucogenys ENSNLEG00000032235
colobus_angolensis_palliatus ENSCANG00000030564
piliocolobus_tephrosceles ENSPTEG00000023210
rhinopithecus_roxellana ENSRROG00000034307
rhinopithecus_bieti ENSRBIG00000040374
cercocebus_atys ENSCATG00000034276
mandrillus_leucophaeus ENSMLEG00000032531
papio_anubis ENSPANG00000013420
theropithecus_gelada ENSTGEG00000018633
macaca_fascicularis ENSMFAG00000017348
macaca_mulatta ENSMMUG00000009390
macaca_nemestrina ENSMNEG00000038222
chlorocebus_sabaeus ENSCSAG00000005202
cebus_capucinus_imitator ENSCCAG00000033340
saimiri_boliviensis_boliviensis ENSSBOG00000029798
callithrix_jacchus ENSCJAG00000019497
aotus_nancymaae ENSANAG00000020173
carlito_syrichta ENSTSYG00000014543
microcebus_murinus ENSMICG00000014183
prolemur_simus ENSPSMG00000015730
otolemur_garnettii ENSOGAG00000008499
mus_spicilegus ENSMSIG00000031401
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000029253
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0028329
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0027336
mus_spicilegus ENSMSIG00000020501
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0017115
rattus_norvegicus ENSRNOG00000021776
meriones_unguiculatus ENSMUGG00000023725
peromyscus_maniculatus_bairdii ENSPEMG00000014768
microtus_ochrogaster ENSMOCG00000000468
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001015797
cricetulus_griseus_crigri-picr ENSCGRG00015018637
cricetulus_griseus_crigri_1.0 ENSCGRG00000008834
mesocricetus_auratus ENSMAUG00000008861
nannospalax_galili ENSNGAG00000012497
dipodomys_ordii ENSDORG00000006165
chinchilla_lanigera ENSCLAG00000005469
cavia_porcellus ENSCPOG00000001871
fukomys_damarensis ENSFDAG00000006560
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100013928
urocitellus_parryii ENSUPAG00010008080
spermophilus_dauricus ENSSDAG00000001260
ictidomys_tridecemlineatus ENSSTOG00000011750
marmota_marmota_marmota ENSMMMG00000023034
oryctolagus_cuniculus ENSOCUG00000008151
ochotona_princeps ENSOPRG00000009652
tupaia_belangeri ENSTBEG00000016098
bos_taurus ENSBTAG00000001323
bos_mutus ENSBMUG00000011951
bison_bison_bison ENSBBBG00000010698
ovis_aries ENSOARG00000006829
capra_hircus ENSCHIG00000015858
tursiops_truncatus ENSTTRG00000007741
sus_scrofa ENSSSCG00000008921
vicugna_pacos ENSVPAG00000008805
ursus_americanus ENSUAMG00000011082
ursus_maritimus ENSUMAG00000013808
ailuropoda_melanoleuca ENSAMEG00000003458
neovison_vison ENSNVIG00000017548
mustela_putorius_furo ENSMPUG00000001554
canis_lupus_familiaris ENSCAFG00000002751
canis_lupus_dingo ENSCAFG00020027175
vulpes_vulpes ENSVVUG00000005676
panthera_pardus ENSPPRG00000005524
panthera_tigris_altaica ENSPTIG00000015197
felis_catus ENSFCAG00000027045
pteropus_vampyrus ENSPVAG00000010925
myotis_lucifugus ENSMLUG00000030222
equus_caballus ENSECAG00000018267
equus_asinus_asinus ENSEASG00005018183
erinaceus_europaeus ENSEEUG00000008186
sorex_araneus ENSSARG00000009183
phascolarctos_cinereus ENSPCIG00000012623
sarcophilus_harrisii ENSSHAG00000009376
monodelphis_domestica ENSMODG00000020735
ornithorhynchus_anatinus ENSOANG00000029652
ornithorhynchus_anatinus ENSOANG00000030361
junco_hyemalis ENSJHYG00000006528
serinus_canaria ENSSCAG00000012449
zonotrichia_albicollis ENSZALG00000004646
cyanistes_caeruleus ENSCCEG00000011914
manacus_vitellinus ENSMVIG00005015067
anser_brachyrhynchus ENSABRG00000015437
anas_platyrhynchos_platyrhynchos ENSAPLG00000008578
meleagris_gallopavo ENSMGAG00000010297
coturnix_japonica ENSCJPG00005018824
gallus_gallus ENSGALG00000011683
numida_meleagris ENSNMEG00000019049
apteryx_owenii ENSAOWG00000008334
dromaius_novaehollandiae ENSDNVG00000015248
taeniopygia_guttata ENSTGUG00000004549
lonchura_striata_domestica ENSLSDG00000005019
parus_major ENSPMJG00000010320
melopsittacus_undulatus ENSMUNG00000001806
calidris_pugnax ENSCPUG00000016433
apteryx_rowi ENSARWG00000010663
apteryx_haastii ENSAHAG00000004322
nothoprocta_perdicaria ENSNPEG00000003270
chelonoidis_abingdonii ENSCABG00000017603
gopherus_agassizii ENSGAGG00000016838
pelodiscus_sinensis ENSPSIG00000002875
anolis_carolinensis ENSACAG00000013023
pogona_vitticeps ENSPVIG00000020576
salvator_merianae ENSSMRG00000016856
sphenodon_punctatus ENSSPUG00000007494
crocodylus_porosus ENSCPRG00005006358
latimeria_chalumnae ENSLACG00000014831
danio_rerio ENSDARG00000087238
saccharomyces_cerevisiae_strain_s288c YKL089W
