oryzias_latipes_asm223471v1 ENSORLG00020001916
oryzias_latipes_asm223469v1 ENSORLG00015020507
oryzias_latipes_asm223467v1 ENSORLG00000002401
oryzias_melastigma ENSOMEG00000021917
kryptolebias_marmoratus ENSKMAG00000009080
acanthochromis_polyacanthus ENSAPOG00000017769
astatotilapia_calliptera ENSACLG00000018520
maylandia_zebra ENSMZEG00005027882
neolamprologus_brichardi ENSNBRG00000024285
oreochromis_niloticus ENSONIG00000013651
amphilophus_citrinellus ENSACIG00000008687
scophthalmus_maximus ENSSMAG00000017177
cynoglossus_semilaevis ENSCSEG00000005468
gasterosteus_aculeatus ENSGACG00000000377
mastacembelus_armatus ENSMAMG00000009242
poecilia_latipinna ENSPLAG00000004365
poecilia_formosa ENSPFOG00000001635
poecilia_mexicana ENSPMEG00000017576
poecilia_reticulata ENSPREG00000014679
xiphophorus_maculatus ENSXMAG00000022568
esox_lucius ENSELUG00000006334
pygocentrus_nattereri ENSPNAG00000000071
astyanax_mexicanus ENSAMXG00000016573
ictalurus_punctatus ENSIPUG00000003853
danio_rerio ENSDARG00000027381
scleropages_formosus ENSSFOG00015014057
lepisosteus_oculatus ENSLOCG00000011882
