parus_major ENSPMJG00000000011
ficedula_albicollis ENSFALG00000016239
lonchura_striata_domestica ENSLSDG00000000011
taeniopygia_guttata ENSTGUG00000018741
melopsittacus_undulatus ENSMUNG00000000011
gallus_gallus ENSGALG00000043768
coturnix_japonica ENSCJPG00005000011
meleagris_gallopavo ENSMGAG00000017496
numida_meleagris ENSNMEG00000000011
crocodylus_porosus ENSCPRG00005000011
chrysemys_picta_bellii ENSCPBG00000000011
pelodiscus_sinensis ENSPSIG00000019300
anolis_carolinensis ENSACAG00000028219
xenopus_tropicalis ENSXETG00000034365
pygocentrus_nattereri ENSPNAG00000000011
ictalurus_punctatus ENSIPUG00000000011
danio_rerio ENSDARG00000063899
hippocampus_comes ENSHCOG00000000011
cynoglossus_semilaevis ENSCSEG00000000011
neolamprologus_brichardi ENSNBRG00000000011
maylandia_zebra ENSMZEG00005000011
amphiprion_ocellaris ENSAOCG00000000011
seriola_lalandi_dorsalis ENSSLDG00000000011
seriola_dumerili ENSSDUG00000000011
gasterosteus_aculeatus ENSGACG00000020929
cyprinodon_variegatus ENSCVAG00000000011
fundulus_heteroclitus ENSFHEG00000000011
tetraodon_nigroviridis ENSTNIG00000004377
takifugu_rubripes ENSTRUG00000018674
xiphophorus_maculatus ENSXMAG00000020790
poecilia_reticulata ENSPREG00000000011
kryptolebias_marmoratus ENSKMAG00000000011
oryzias_latipes_asm223467v1 ENSORLG00000021757
monopterus_albus ENSMALG00000000011
esox_lucius ENSELUG00000000011
scleropages_formosus ENSSFOG00015000011
lepisosteus_oculatus ENSLOCG00000020975
latimeria_chalumnae ENSLACG00000022065
petromyzon_marinus ENSPMAG00000013089
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000064345
rattus_norvegicus ENSRNOG00000031033
meriones_unguiculatus ENSMUGG00000000011
cricetulus_griseus_crigri_1.0 ENSCGRG00000000010
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001000010
mesocricetus_auratus ENSMAUG00000000010
microtus_ochrogaster ENSMOCG00000000010
jaculus_jaculus ENSJJAG00000000010
ictidomys_tridecemlineatus ENSSTOG00000034958
chinchilla_lanigera ENSCLAG00000000010
cavia_porcellus ENSCPOG00000017407
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100000010
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000000010
fukomys_damarensis ENSFDAG00000000010
oryctolagus_cuniculus ENSOCUG00000029090
ochotona_princeps ENSOPRG00000024298
macaca_fascicularis ENSMFAG00000046416
macaca_mulatta ENSMMUG00000028695
mandrillus_leucophaeus ENSMLEG00000000010
chlorocebus_sabaeus ENSCSAG00000000010
rhinopithecus_roxellana ENSRROG00000000010
rhinopithecus_bieti ENSRBIG00000000010
pan_paniscus ENSPPAG00000000010
pan_troglodytes ENSPTRG00000042626
homo_sapiens ENSG00000198763
gorilla_gorilla ENSGGOG00000026243
pongo_abelii ENSPPYG00000020949
saimiri_boliviensis_boliviensis ENSSBOG00000000010
carlito_syrichta ENSTSYG00000025366
propithecus_coquereli ENSPCOG00000000010
microcebus_murinus ENSMICG00000038730
tupaia_belangeri ENSTBEG00000021319
ovis_aries ENSOARG00000000010
capra_hircus ENSCHIG00000000010
bos_mutus ENSBMUG00000000011
bison_bison_bison ENSBBBG00000000011
bos_taurus ENSBTAG00000043571
tursiops_truncatus ENSTTRG00000025384
vicugna_pacos ENSVPAG00000018137
sus_scrofa ENSSSCG00000018069
ailuropoda_melanoleuca ENSAMEG00000023430
ursus_maritimus ENSUMAG00000000010
neovison_vison ENSNVIG00000024447
canis_lupus_familiaris ENSCAFG00000022717
panthera_pardus ENSPPRG00000000010
felis_catus ENSFCAG00000032052
equus_caballus ENSECAG00000027681
dasypus_novemcinctus ENSDNOG00000034540
loxodonta_africana ENSLAFG00000033278
procavia_capensis ENSPCAG00000020685
echinops_telfairi ENSETEG00000026963
erinaceus_europaeus ENSEEUG00000023926
monodelphis_domestica ENSMODG00000021566
sarcophilus_harrisii ENSSHAG00000020429
phascolarctos_cinereus ENSPCIG00000037461
ornithorhynchus_anatinus ENSOANG00000019384
drosophila_melanogaster FBgn0013680
