scophthalmus_maximus ENSSMAG00000008751
cynoglossus_semilaevis ENSCSEG00000002980
hippocampus_comes ENSHCOG00000019340
kryptolebias_marmoratus ENSKMAG00000003435
periophthalmus_magnuspinnatus ENSPMGG00000012751
takifugu_rubripes ENSTRUG00000016253
tetraodon_nigroviridis ENSTNIG00000009601
gasterosteus_aculeatus ENSGACG00000017125
monopterus_albus ENSMALG00000014747
mastacembelus_armatus ENSMAMG00000015506
amphilophus_citrinellus ENSACIG00000021283
stegastes_partitus ENSSPAG00000000046
seriola_dumerili ENSSDUG00000015532
seriola_lalandi_dorsalis ENSSLDG00000003944
mola_mola ENSMMOG00000006599
poecilia_formosa ENSPFOG00000019349
poecilia_mexicana ENSPMEG00000000185
poecilia_latipinna ENSPLAG00000017955
poecilia_reticulata ENSPREG00000003396
xiphophorus_couchianus ENSXCOG00000003869
gambusia_affinis ENSGAFG00000013528
fundulus_heteroclitus ENSFHEG00000000812
xiphophorus_maculatus ENSXMAG00000001487
cyprinodon_variegatus ENSCVAG00000004317
oryzias_latipes_asm223469v1 ENSORLG00015002898
oryzias_latipes_asm223467v1 ENSORLG00000000982
oryzias_latipes_asm223471v1 ENSORLG00020001603
oryzias_melastigma ENSOMEG00000004323
amphiprion_percula ENSAPEG00000000118
amphiprion_ocellaris ENSAOCG00000003766
acanthochromis_polyacanthus ENSAPOG00000018941
astatotilapia_calliptera ENSACLG00000011019
maylandia_zebra ENSMZEG00005014143
pundamilia_nyererei ENSPNYG00000001867
haplochromis_burtoni ENSHBUG00000007203
neolamprologus_brichardi ENSNBRG00000018631
oreochromis_niloticus ENSONIG00000005908
anabas_testudineus ENSATEG00000021304
labrus_bergylta ENSLBEG00000019459
esox_lucius ENSELUG00000020924
pygocentrus_nattereri ENSPNAG00000000642
astyanax_mexicanus ENSAMXG00000003826
ictalurus_punctatus ENSIPUG00000022579
danio_rerio ENSDARG00000003132
scleropages_formosus ENSSFOG00015011012
paramormyrops_kingsleyae ENSPKIG00000013406
gadus_morhua ENSGMOG00000011141
lepisosteus_oculatus ENSLOCG00000001341
xenopus_tropicalis ENSXETG00000007558
gopherus_agassizii ENSGAGG00000010941
chelonoidis_abingdonii ENSCABG00000021833
chrysemys_picta_bellii ENSCPBG00000012530
pelodiscus_sinensis ENSPSIG00000008991
lonchura_striata_domestica ENSLSDG00000015698
taeniopygia_guttata ENSTGUG00000010056
serinus_canaria ENSSCAG00000003723
junco_hyemalis ENSJHYG00000011481
zonotrichia_albicollis ENSZALG00000013608
parus_major ENSPMJG00000009947
cyanistes_caeruleus ENSCCEG00000000027
ficedula_albicollis ENSFALG00000012543
lepidothrix_coronata ENSLCOG00000013066
manacus_vitellinus ENSMVIG00005007656
melopsittacus_undulatus ENSMUNG00000004690
calidris_pugnax ENSCPUG00000019332
calidris_pygmaea ENSCPGG00000006796
meleagris_gallopavo ENSMGAG00000010290
coturnix_japonica ENSCJPG00005015417
gallus_gallus ENSGALG00000031286
numida_meleagris ENSNMEG00000009245
anser_brachyrhynchus ENSABRG00000017800
anas_platyrhynchos_platyrhynchos ENSAPLG00000011642
apteryx_owenii ENSAOWG00000007916
apteryx_rowi ENSARWG00000005801
apteryx_haastii ENSAHAG00000018289
dromaius_novaehollandiae ENSDNVG00000008487
nothoprocta_perdicaria ENSNPEG00000011574
crocodylus_porosus ENSCPRG00005010986
pogona_vitticeps ENSPVIG00000008155
anolis_carolinensis ENSACAG00000013004
notechis_scutatus ENSNSUG00000009235
salvator_merianae ENSSMRG00000004332
sphenodon_punctatus ENSSPUG00000018960
notamacropus_eugenii ENSMEUG00000006651
phascolarctos_cinereus ENSPCIG00000001058
sarcophilus_harrisii ENSSHAG00000011523
monodelphis_domestica ENSMODG00000009997
pteropus_vampyrus ENSPVAG00000001608
myotis_lucifugus ENSMLUG00000015728
bos_taurus ENSBTAG00000018257
bos_mutus ENSBMUG00000008830
bison_bison_bison ENSBBBG00000011938
capra_hircus ENSCHIG00000025799
ovis_aries ENSOARG00000018684
tursiops_truncatus ENSTTRG00000001077
sus_scrofa ENSSSCG00000013299
vicugna_pacos ENSVPAG00000003547
ursus_maritimus ENSUMAG00000018044
ursus_americanus ENSUAMG00000007988
ailuropoda_melanoleuca ENSAMEG00000008004
mustela_putorius_furo ENSMPUG00000011681
neovison_vison ENSNVIG00000011384
canis_lupus_dingo ENSCAFG00020005596
canis_lupus_familiaris ENSCAFG00000006910
vulpes_vulpes ENSVVUG00000007155
panthera_pardus ENSPPRG00000001755
panthera_tigris_altaica ENSPTIG00000012600
felis_catus ENSFCAG00000002557
sorex_araneus ENSSARG00000007612
erinaceus_europaeus ENSEEUG00000007308
propithecus_coquereli ENSPCOG00000000871
microcebus_murinus ENSMICG00000003696
prolemur_simus ENSPSMG00000025789
otolemur_garnettii ENSOGAG00000015637
gorilla_gorilla ENSGGOG00000022940
homo_sapiens ENSG00000149089
pan_paniscus ENSPPAG00000034280
pan_paniscus ENSPPAG00000032267
pan_troglodytes ENSPTRG00000003499
pongo_abelii ENSPPYG00000003361
nomascus_leucogenys ENSNLEG00000028265
colobus_angolensis_palliatus ENSCANG00000035906
piliocolobus_tephrosceles ENSPTEG00000026729
rhinopithecus_bieti ENSRBIG00000027526
rhinopithecus_roxellana ENSRROG00000044872
papio_anubis ENSPANG00000020888
chlorocebus_sabaeus ENSCSAG00000005426
mandrillus_leucophaeus ENSMLEG00000038938
macaca_mulatta ENSMMUG00000006447
macaca_fascicularis ENSMFAG00000031416
macaca_nemestrina ENSMNEG00000037577
theropithecus_gelada ENSTGEG00000003595
cercocebus_atys ENSCATG00000032616
cebus_capucinus_imitator ENSCCAG00000034199
callithrix_jacchus ENSCJAG00000040364
saimiri_boliviensis_boliviensis ENSSBOG00000027533
aotus_nancymaae ENSANAG00000038438
oryctolagus_cuniculus ENSOCUG00000021141
ochotona_princeps ENSOPRG00000003085
cavia_porcellus ENSCPOG00000003097
cavia_aperea ENSCAPG00000002670
chinchilla_lanigera ENSCLAG00000014703
octodon_degus ENSODEG00000016570
octodon_degus ENSODEG00000003909
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100017789
