taeniopygia_guttata ENSTGUG00000010044
lonchura_striata_domestica ENSLSDG00000016521
manacus_vitellinus ENSMVIG00005017881
parus_major ENSPMJG00000015194
cyanistes_caeruleus ENSCCEG00000020888
zonotrichia_albicollis ENSZALG00000009534
serinus_canaria ENSSCAG00000000005
melopsittacus_undulatus ENSMUNG00000013059
anas_platyrhynchos_platyrhynchos ENSAPLG00000016292
anser_brachyrhynchus ENSABRG00000011241
apteryx_rowi ENSARWG00000008241
apteryx_haastii ENSAHAG00000014213
apteryx_owenii ENSAOWG00000007166
ficedula_albicollis ENSFALG00000003860
calidris_pygmaea ENSCPGG00000017561
nothoprocta_perdicaria ENSNPEG00000001142
chrysemys_picta_bellii ENSCPBG00000007315
pogona_vitticeps ENSPVIG00000010388
