astyanax_mexicanus ENSAMXG00000042187
pygocentrus_nattereri ENSPNAG00000025614
ictalurus_punctatus ENSIPUG00000005108
danio_rerio ENSDARG00000016302
monopterus_albus ENSMALG00000000144
mastacembelus_armatus ENSMAMG00000006229
anabas_testudineus ENSATEG00000017867
scophthalmus_maximus ENSSMAG00000005055
cynoglossus_semilaevis ENSCSEG00000017239
seriola_lalandi_dorsalis ENSSLDG00000020868
seriola_dumerili ENSSDUG00000013320
takifugu_rubripes ENSTRUG00000000150
tetraodon_nigroviridis ENSTNIG00000011076
mola_mola ENSMMOG00000007881
gasterosteus_aculeatus ENSGACG00000015504
labrus_bergylta ENSLBEG00000014862
amphiprion_percula ENSAPEG00000016344
amphiprion_ocellaris ENSAOCG00000018519
acanthochromis_polyacanthus ENSAPOG00000023773
stegastes_partitus ENSSPAG00000000003
maylandia_zebra ENSMZEG00005003489
pundamilia_nyererei ENSPNYG00000003694
astatotilapia_calliptera ENSACLG00000007181
haplochromis_burtoni ENSHBUG00000014694
neolamprologus_brichardi ENSNBRG00000000670
oreochromis_niloticus ENSONIG00000010452
amphilophus_citrinellus ENSACIG00000019949
poecilia_formosa ENSPFOG00000004469
poecilia_latipinna ENSPLAG00000018155
poecilia_mexicana ENSPMEG00000011443
poecilia_reticulata ENSPREG00000009940
xiphophorus_maculatus ENSXMAG00000001703
xiphophorus_couchianus ENSXCOG00000015275
gambusia_affinis ENSGAFG00000015443
fundulus_heteroclitus ENSFHEG00000006428
periophthalmus_magnuspinnatus ENSPMGG00000017327
esox_lucius ENSELUG00000012916
esox_lucius ENSELUG00000020917
gadus_morhua ENSGMOG00000007541
periophthalmus_magnuspinnatus ENSPMGG00000017689
cynoglossus_semilaevis ENSCSEG00000016159
hippocampus_comes ENSHCOG00000008918
takifugu_rubripes ENSTRUG00000005131
tetraodon_nigroviridis ENSTNIG00000010189
pundamilia_nyererei ENSPNYG00000016731
haplochromis_burtoni ENSHBUG00000008939
maylandia_zebra ENSMZEG00005016386
astatotilapia_calliptera ENSACLG00000022630
neolamprologus_brichardi ENSNBRG00000022069
