castor_canadensis ENSCCNG00000030894
dipodomys_ordii ENSDORG00000012814
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000048775
mus_spicilegus ENSMSIG00000018849
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0015298
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0014493
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0027727
rattus_norvegicus ENSRNOG00000028194
meriones_unguiculatus ENSMUGG00000008305
cricetulus_griseus_crigri_1.0 ENSCGRG00000016141
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001006266
cricetulus_griseus_crigri-picr ENSCGRG00015020658
mesocricetus_auratus ENSMAUG00000014096
peromyscus_maniculatus_bairdii ENSPEMG00000023235
microtus_ochrogaster ENSMOCG00000000222
nannospalax_galili ENSNGAG00000011347
jaculus_jaculus ENSJJAG00000021980
spermophilus_dauricus ENSSDAG00000017044
ictidomys_tridecemlineatus ENSSTOG00000032639
marmota_marmota_marmota ENSMMMG00000002577
urocitellus_parryii ENSUPAG00010023883
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100003066
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000002083
fukomys_damarensis ENSFDAG00000013862
cavia_porcellus ENSCPOG00000002279
cavia_aperea ENSCAPG00000007271
chinchilla_lanigera ENSCLAG00000007728
oryctolagus_cuniculus ENSOCUG00000004530
ochotona_princeps ENSOPRG00000006357
macaca_mulatta ENSMMUG00000047095
macaca_nemestrina ENSMNEG00000039304
macaca_fascicularis ENSMFAG00000044819
papio_anubis ENSPANG00000017624
mandrillus_leucophaeus ENSMLEG00000038452
cercocebus_atys ENSCATG00000040933
theropithecus_gelada ENSTGEG00000004253
chlorocebus_sabaeus ENSCSAG00000018200
rhinopithecus_roxellana ENSRROG00000001115
rhinopithecus_bieti ENSRBIG00000035351
colobus_angolensis_palliatus ENSCANG00000030520
piliocolobus_tephrosceles ENSPTEG00000026654
gorilla_gorilla ENSGGOG00000015299
gorilla_gorilla ENSGGOG00000039204
homo_sapiens ENSG00000197641
pan_troglodytes ENSPTRG00000045927
pan_troglodytes ENSPTRG00000024181
pan_paniscus ENSPPAG00000042830
pongo_abelii ENSPPYG00000009217
nomascus_leucogenys ENSNLEG00000008779
cebus_capucinus_imitator ENSCCAG00000029974
saimiri_boliviensis_boliviensis ENSSBOG00000032850
callithrix_jacchus ENSCJAG00000006802
aotus_nancymaae ENSANAG00000025845
carlito_syrichta ENSTSYG00000009649
prolemur_simus ENSPSMG00000021747
microcebus_murinus ENSMICG00000001607
otolemur_garnettii ENSOGAG00000013561
vicugna_pacos ENSVPAG00000004653
sus_scrofa ENSSSCG00000034519
bos_mutus ENSBMUG00000002990
bos_taurus ENSBTAG00000035182
bison_bison_bison ENSBBBG00000021922
ovis_aries ENSOARG00000006513
capra_hircus ENSCHIG00000016340
erinaceus_europaeus ENSEEUG00000001439
sorex_araneus ENSSARG00000003697
ursus_maritimus ENSUMAG00000002814
ursus_maritimus ENSUMAG00000002816
ursus_americanus ENSUAMG00000012227
ailuropoda_melanoleuca ENSAMEG00000006458
mustela_putorius_furo ENSMPUG00000016528
neovison_vison ENSNVIG00000013138
canis_lupus_familiaris ENSCAFG00000023050
canis_lupus_dingo ENSCAFG00020016755
vulpes_vulpes ENSVVUG00000017788
panthera_pardus ENSPPRG00000004905
panthera_tigris_altaica ENSPTIG00000006724
felis_catus ENSFCAG00000041318
equus_asinus_asinus ENSEASG00005002201
equus_caballus ENSECAG00000004591
equus_caballus ENSECAG00000029845
myotis_lucifugus ENSMLUG00000007206
pteropus_vampyrus ENSPVAG00000006606
loxodonta_africana ENSLAFG00000000545
procavia_capensis ENSPCAG00000014989
choloepus_hoffmanni ENSCHOG00000008595
