cynoglossus_semilaevis ENSCSEG00000012319
periophthalmus_magnuspinnatus ENSPMGG00000002336
oryzias_latipes_asm223467v1 ENSORLG00000013949
oryzias_latipes_asm223469v1 ENSORLG00015021914
oryzias_melastigma ENSOMEG00000008539
cyprinodon_variegatus ENSCVAG00000007945
fundulus_heteroclitus ENSFHEG00000016442
xiphophorus_maculatus ENSXMAG00000026083
xiphophorus_couchianus ENSXCOG00000017139
gambusia_affinis ENSGAFG00000016181
poecilia_latipinna ENSPLAG00000021092
poecilia_reticulata ENSPREG00000000248
poecilia_mexicana ENSPMEG00000017311
takifugu_rubripes ENSTRUG00000019944
seriola_dumerili ENSSDUG00000011304
scophthalmus_maximus ENSSMAG00000018424
acanthochromis_polyacanthus ENSAPOG00000003489
acanthochromis_polyacanthus ENSAPOG00000014820
amphiprion_ocellaris ENSAOCG00000018251
amphiprion_percula ENSAPEG00000003948
astatotilapia_calliptera ENSACLG00000002088
haplochromis_burtoni ENSHBUG00000015430
maylandia_zebra ENSMZEG00005002065
pundamilia_nyererei ENSPNYG00000018502
neolamprologus_brichardi ENSNBRG00000004071
amphilophus_citrinellus ENSACIG00000006486
mastacembelus_armatus ENSMAMG00000016033
monopterus_albus ENSMALG00000014223
anabas_testudineus ENSATEG00000007292
hippocampus_comes ENSHCOG00000019692
