castor_canadensis ENSCCNG00000001256
dipodomys_ordii ENSDORG00000028990
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0021169
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000091604
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0020274
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0020277
meriones_unguiculatus ENSMUGG00000026540
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001010607
cricetulus_griseus_crigri-picr ENSCGRG00015008114
chinchilla_lanigera ENSCLAG00000001015
octodon_degus ENSODEG00000010634
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000003935
