mastacembelus_armatus ENSMAMG00000019334
monopterus_albus ENSMALG00000006394
anabas_testudineus ENSATEG00000001417
seriola_lalandi_dorsalis ENSSLDG00000022502
seriola_dumerili ENSSDUG00000007233
labrus_bergylta ENSLBEG00000011536
gasterosteus_aculeatus ENSGACG00000016249
oryzias_latipes_asm223469v1 ENSORLG00015005859
oryzias_latipes_asm223467v1 ENSORLG00000027787
oryzias_melastigma ENSOMEG00000009099
kryptolebias_marmoratus ENSKMAG00000006072
amphiprion_ocellaris ENSAOCG00000024611
amphiprion_percula ENSAPEG00000001126
acanthochromis_polyacanthus ENSAPOG00000022373
stegastes_partitus ENSSPAG00000005002
astatotilapia_calliptera ENSACLG00000013762
haplochromis_burtoni ENSHBUG00000015311
pundamilia_nyererei ENSPNYG00000000774
maylandia_zebra ENSMZEG00005009260
neolamprologus_brichardi ENSNBRG00000006823
takifugu_rubripes ENSTRUG00000025434
periophthalmus_magnuspinnatus ENSPMGG00000008863
pygocentrus_nattereri ENSPNAG00000018272
ictalurus_punctatus ENSIPUG00000010759
danio_rerio ENSDARG00000096791
paramormyrops_kingsleyae ENSPKIG00000005597
