ursus_maritimus ENSUMAG00000024914
ursus_americanus ENSUAMG00000003380
neovison_vison ENSNVIG00000008908
vulpes_vulpes ENSVVUG00000029645
canis_lupus_dingo ENSCAFG00020012524
panthera_pardus ENSPPRG00000010069
panthera_tigris_altaica ENSPTIG00000010813
felis_catus ENSFCAG00000026740
myotis_lucifugus ENSMLUG00000026092
bos_taurus ENSBTAG00000053327
bos_mutus ENSBMUG00000026682
bison_bison_bison ENSBBBG00000004648
bos_taurus ENSBTAG00000049431
bos_mutus ENSBMUG00000024069
bison_bison_bison ENSBBBG00000003759
bison_bison_bison ENSBBBG00000025177
bos_taurus ENSBTAG00000049891
capra_hircus ENSCHIG00000019514
bos_mutus ENSBMUG00000007213
bison_bison_bison ENSBBBG00000023393
sus_scrofa ENSSSCG00000034764
equus_asinus_asinus ENSEASG00005022370
equus_caballus ENSECAG00000009198
cebus_capucinus_imitator ENSCCAG00000033196
callithrix_jacchus ENSCJAG00000040944
saimiri_boliviensis_boliviensis ENSSBOG00000030415
rhinopithecus_roxellana ENSRROG00000036025
rhinopithecus_bieti ENSRBIG00000037671
piliocolobus_tephrosceles ENSPTEG00000033948
macaca_mulatta ENSMMUG00000039971
macaca_fascicularis ENSMFAG00000035365
theropithecus_gelada ENSTGEG00000014841
cercocebus_atys ENSCATG00000029843
papio_anubis ENSPANG00000030237
mandrillus_leucophaeus ENSMLEG00000035982
nomascus_leucogenys ENSNLEG00000028789
nomascus_leucogenys ENSNLEG00000032083
propithecus_coquereli ENSPCOG00000002043
microcebus_murinus ENSMICG00000042443
prolemur_simus ENSPSMG00000004144
chinchilla_lanigera ENSCLAG00000015427
fukomys_damarensis ENSFDAG00000011056
ictidomys_tridecemlineatus ENSSTOG00000033983
urocitellus_parryii ENSUPAG00010014826
spermophilus_dauricus ENSSDAG00000009237
marmota_marmota_marmota ENSMMMG00000023484
castor_canadensis ENSCCNG00000003323
jaculus_jaculus ENSJJAG00000004000
cricetulus_griseus_crigri_1.0 ENSCGRG00000007353
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001023945
cricetulus_griseus_crigri-picr ENSCGRG00015027397
mesocricetus_auratus ENSMAUG00000012041
microtus_ochrogaster ENSMOCG00000011610
peromyscus_maniculatus_bairdii ENSPEMG00000004466
mus_spicilegus ENSMSIG00000031615
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000071165
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0031992
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0030879
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0021344
rattus_norvegicus ENSRNOG00000038130
meriones_unguiculatus ENSMUGG00000002845
nannospalax_galili ENSNGAG00000023934
dipodomys_ordii ENSDORG00000027103
dasypus_novemcinctus ENSDNOG00000047369
sarcophilus_harrisii ENSSHAG00000004063
