bos_taurus ENSBTAG00000012462
bos_mutus ENSBMUG00000014887
bison_bison_bison ENSBBBG00000017013
ovis_aries ENSOARG00000007065
capra_hircus ENSCHIG00000024130
sus_scrofa ENSSSCG00000034838
erinaceus_europaeus ENSEEUG00000005362
saimiri_boliviensis_boliviensis ENSSBOG00000032837
callithrix_jacchus ENSCJAG00000017236
cebus_capucinus_imitator ENSCCAG00000015684
aotus_nancymaae ENSANAG00000021613
homo_sapiens ENSG00000197769
gorilla_gorilla ENSGGOG00000000253
pan_paniscus ENSPPAG00000026353
pan_troglodytes ENSPTRG00000023346
pongo_abelii ENSPPYG00000010665
nomascus_leucogenys ENSNLEG00000003820
macaca_fascicularis ENSMFAG00000044706
macaca_mulatta ENSMMUG00000015883
macaca_nemestrina ENSMNEG00000031413
macaca_fascicularis ENSMFAG00000039495
theropithecus_gelada ENSTGEG00000016580
papio_anubis ENSPANG00000036037
cercocebus_atys ENSCATG00000031341
mandrillus_leucophaeus ENSMLEG00000030507
chlorocebus_sabaeus ENSCSAG00000009372
piliocolobus_tephrosceles ENSPTEG00000038172
colobus_angolensis_palliatus ENSCANG00000029240
rhinopithecus_bieti ENSRBIG00000027745
rhinopithecus_roxellana ENSRROG00000002133
carlito_syrichta ENSTSYG00000028011
microcebus_murinus ENSMICG00000041705
prolemur_simus ENSPSMG00000023056
propithecus_coquereli ENSPCOG00000017365
ochotona_princeps ENSOPRG00000001223
oryctolagus_cuniculus ENSOCUG00000029742
tupaia_belangeri ENSTBEG00000006572
marmota_marmota_marmota ENSMMMG00000023670
urocitellus_parryii ENSUPAG00010018744
oryctolagus_cuniculus ENSOCUG00000027414
chlorocebus_sabaeus ENSCSAG00000009385
equus_asinus_asinus ENSEASG00005003149
equus_caballus ENSECAG00000037253
equus_caballus ENSECAG00000031961
ictidomys_tridecemlineatus ENSSTOG00000010423
marmota_marmota_marmota ENSMMMG00000023673
spermophilus_dauricus ENSSDAG00000020370
urocitellus_parryii ENSUPAG00010018734
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000004039
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100014953
