taeniopygia_guttata ENSTGUG00000014712
lonchura_striata_domestica ENSLSDG00000015048
serinus_canaria ENSSCAG00000008756
parus_major ENSPMJG00000008116
cyanistes_caeruleus ENSCCEG00000013873
ficedula_albicollis ENSFALG00000009170
manacus_vitellinus ENSMVIG00005018687
lepidothrix_coronata ENSLCOG00000006354
anas_platyrhynchos_platyrhynchos ENSAPLG00000029593
apteryx_rowi ENSARWG00000001777
apteryx_owenii ENSAOWG00000014705
melopsittacus_undulatus ENSMUNG00000010274
zonotrichia_albicollis ENSZALG00000005248
nothoprocta_perdicaria ENSNPEG00000002064
crocodylus_porosus ENSCPRG00005000632
gopherus_agassizii ENSGAGG00000016152
anolis_carolinensis ENSACAG00000012489
notechis_scutatus ENSNSUG00000014944
homo_sapiens ENSG00000248383
prolemur_simus ENSPSMG00000020744
spermophilus_dauricus ENSSDAG00000024158
cavia_porcellus ENSCPOG00000009738
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000103255
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0023065
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0022155
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0018890
microtus_ochrogaster ENSMOCG00000006144
nannospalax_galili ENSNGAG00000021466
castor_canadensis ENSCCNG00000009802
ursus_americanus ENSUAMG00000026392
myotis_lucifugus ENSMLUG00000030446
equus_asinus_asinus ENSEASG00005018100
capra_hircus ENSCHIG00000023589
dasypus_novemcinctus ENSDNOG00000039712
