prolemur_simus ENSPSMG00000008301
microcebus_murinus ENSMICG00000046855
otolemur_garnettii ENSOGAG00000008477
otolemur_garnettii ENSOGAG00000015098
otolemur_garnettii ENSOGAG00000026938
pan_paniscus ENSPPAG00000033000
pan_troglodytes ENSPTRG00000011530
homo_sapiens ENSG00000160505
gorilla_gorilla ENSGGOG00000016786
pongo_abelii ENSPPYG00000010436
nomascus_leucogenys ENSNLEG00000010674
cercocebus_atys ENSCATG00000024950
mandrillus_leucophaeus ENSMLEG00000038409
theropithecus_gelada ENSTGEG00000013619
papio_anubis ENSPANG00000014877
macaca_fascicularis ENSMFAG00000042923
macaca_mulatta ENSMMUG00000028711
macaca_nemestrina ENSMNEG00000044197
chlorocebus_sabaeus ENSCSAG00000001706
colobus_angolensis_palliatus ENSCANG00000032914
piliocolobus_tephrosceles ENSPTEG00000000298
rhinopithecus_bieti ENSRBIG00000039633
rhinopithecus_roxellana ENSRROG00000040488
cebus_capucinus_imitator ENSCCAG00000029314
saimiri_boliviensis_boliviensis ENSSBOG00000019802
callithrix_jacchus ENSCJAG00000008154
aotus_nancymaae ENSANAG00000024690
tupaia_belangeri ENSTBEG00000006065
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000032999
mus_spicilegus ENSMSIG00000021800
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0018652
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0019716
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0032874
mus_spicilegus ENSMSIG00000021301
rattus_norvegicus ENSRNOG00000059733
rattus_norvegicus ENSRNOG00000009241
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000034087
mus_spicilegus ENSMSIG00000027850
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0030246
rattus_norvegicus ENSRNOG00000027705
rattus_norvegicus ENSRNOG00000015527
mus_spicilegus ENSMSIG00000017825
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0030483
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000040601
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0029387
rattus_norvegicus ENSRNOG00000042030
mus_spicilegus ENSMSIG00000000056
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0030213
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000034690
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000045693
rattus_norvegicus ENSRNOG00000021996
meriones_unguiculatus ENSMUGG00000002694
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001009784
cricetulus_griseus_crigri-picr ENSCGRG00015004899
cricetulus_griseus_crigri_1.0 ENSCGRG00000002680
cricetulus_griseus_crigri-picr ENSCGRG00015004843
cricetulus_griseus_crigri_1.0 ENSCGRG00000001811
mesocricetus_auratus ENSMAUG00000000646
mesocricetus_auratus ENSMAUG00000007012
microtus_ochrogaster ENSMOCG00000000640
peromyscus_maniculatus_bairdii ENSPEMG00000018084
nannospalax_galili ENSNGAG00000000842
jaculus_jaculus ENSJJAG00000000687
castor_canadensis ENSCCNG00000017741
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000010283
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100008991
fukomys_damarensis ENSFDAG00000008651
chinchilla_lanigera ENSCLAG00000000178
spermophilus_dauricus ENSSDAG00000007156
spermophilus_dauricus ENSSDAG00000024464
spermophilus_dauricus ENSSDAG00000018108
marmota_marmota_marmota ENSMMMG00000000997
oryctolagus_cuniculus ENSOCUG00000016525
ochotona_princeps ENSOPRG00000012950
equus_caballus ENSECAG00000020602
equus_asinus_asinus ENSEASG00005020556
panthera_tigris_altaica ENSPTIG00000019793
panthera_pardus ENSPPRG00000009587
felis_catus ENSFCAG00000046106
myotis_lucifugus ENSMLUG00000015471
vicugna_pacos ENSVPAG00000001155
procavia_capensis ENSPCAG00000009002
echinops_telfairi ENSETEG00000020224
choloepus_hoffmanni ENSCHOG00000003784
