notechis_scutatus ENSNSUG00000009242
pogona_vitticeps ENSPVIG00000009835
salvator_merianae ENSSMRG00000003254
sphenodon_punctatus ENSSPUG00000006042
melopsittacus_undulatus ENSMUNG00000016008
lepidothrix_coronata ENSLCOG00000006359
calidris_pygmaea ENSCPGG00000001305
calidris_pugnax ENSCPUG00000004714
anser_brachyrhynchus ENSABRG00000002253
anas_platyrhynchos_platyrhynchos ENSAPLG00000006217
meleagris_gallopavo ENSMGAG00000003842
coturnix_japonica ENSCJPG00005009893
gallus_gallus ENSGALG00000002060
numida_meleagris ENSNMEG00000015087
parus_major ENSPMJG00000018985
cyanistes_caeruleus ENSCCEG00000005393
junco_hyemalis ENSJHYG00000012850
lonchura_striata_domestica ENSLSDG00000011961
taeniopygia_guttata ENSTGUG00000004702
ficedula_albicollis ENSFALG00000009696
dromaius_novaehollandiae ENSDNVG00000007509
nothoprocta_perdicaria ENSNPEG00000011381
apteryx_owenii ENSAOWG00000017494
apteryx_haastii ENSAHAG00000006818
apteryx_rowi ENSARWG00000005127
zonotrichia_albicollis ENSZALG00000009724
zonotrichia_albicollis ENSZALG00000009725
serinus_canaria ENSSCAG00000006263
crocodylus_porosus ENSCPRG00005005599
chrysemys_picta_bellii ENSCPBG00000027820
chelonoidis_abingdonii ENSCABG00000002398
pelodiscus_sinensis ENSPSIG00000014222
phascolarctos_cinereus ENSPCIG00000003783
notamacropus_eugenii ENSMEUG00000006009
sarcophilus_harrisii ENSSHAG00000003105
monodelphis_domestica ENSMODG00000019123
dasypus_novemcinctus ENSDNOG00000006956
choloepus_hoffmanni ENSCHOG00000002729
loxodonta_africana ENSLAFG00000018332
procavia_capensis ENSPCAG00000009582
castor_canadensis ENSCCNG00000028744
dipodomys_ordii ENSDORG00000014619
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0017720
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000020680
mus_spicilegus ENSMSIG00000012461
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0016876
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0018007
rattus_norvegicus ENSRNOG00000054871
rattus_norvegicus ENSRNOG00000058393
meriones_unguiculatus ENSMUGG00000017235
cricetulus_griseus_crigri_1.0 ENSCGRG00000005110
cricetulus_griseus_crigri-picr ENSCGRG00015011733
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001012011
mesocricetus_auratus ENSMAUG00000018386
peromyscus_maniculatus_bairdii ENSPEMG00000018715
microtus_ochrogaster ENSMOCG00000015121
nannospalax_galili ENSNGAG00000017633
jaculus_jaculus ENSJJAG00000010606
urocitellus_parryii ENSUPAG00010017298
ictidomys_tridecemlineatus ENSSTOG00000002081
marmota_marmota_marmota ENSMMMG00000019003
spermophilus_dauricus ENSSDAG00000021879
octodon_degus ENSODEG00000004747
octodon_degus ENSODEG00000001772
cavia_aperea ENSCAPG00000002530
cavia_porcellus ENSCPOG00000010259
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000019409
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100007850
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100002825
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100008695
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000002551
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000005292
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100013953
fukomys_damarensis ENSFDAG00000008577
chinchilla_lanigera ENSCLAG00000008940
oryctolagus_cuniculus ENSOCUG00000002838
prolemur_simus ENSPSMG00000019965
propithecus_coquereli ENSPCOG00000007032
microcebus_murinus ENSMICG00000017057
otolemur_garnettii ENSOGAG00000011719
carlito_syrichta ENSTSYG00000003930
piliocolobus_tephrosceles ENSPTEG00000017254
piliocolobus_tephrosceles ENSPTEG00000027909
rhinopithecus_bieti ENSRBIG00000043192
rhinopithecus_roxellana ENSRROG00000029426
cercocebus_atys ENSCATG00000044848
mandrillus_leucophaeus ENSMLEG00000028534
theropithecus_gelada ENSTGEG00000016695
papio_anubis ENSPANG00000022930
chlorocebus_sabaeus ENSCSAG00000006241
macaca_fascicularis ENSMFAG00000041941
macaca_mulatta ENSMMUG00000047780
macaca_nemestrina ENSMNEG00000044227
pan_troglodytes ENSPTRG00000009026
gorilla_gorilla ENSGGOG00000005693
homo_sapiens ENSG00000270647
pongo_abelii ENSPPYG00000008194
nomascus_leucogenys ENSNLEG00000014063
callithrix_jacchus ENSCJAG00000014961
cebus_capucinus_imitator ENSCCAG00000036025
aotus_nancymaae ENSANAG00000020904
callithrix_jacchus ENSCJAG00000044338
saimiri_boliviensis_boliviensis ENSSBOG00000019731
cavia_aperea ENSCAPG00000005918
cavia_porcellus ENSCPOG00000040326
octodon_degus ENSODEG00000004338
nannospalax_galili ENSNGAG00000008884
colobus_angolensis_palliatus ENSCANG00000038846
colobus_angolensis_palliatus ENSCANG00000042639
pan_paniscus ENSPPAG00000043510
saimiri_boliviensis_boliviensis ENSSBOG00000032185
octodon_degus ENSODEG00000012915
nannospalax_galili ENSNGAG00000019473
dasypus_novemcinctus ENSDNOG00000034935
macaca_mulatta ENSMMUG00000047590
tupaia_belangeri ENSTBEG00000009064
echinops_telfairi ENSETEG00000001337
pteropus_vampyrus ENSPVAG00000003952
myotis_lucifugus ENSMLUG00000002870
equus_caballus ENSECAG00000000718
equus_asinus_asinus ENSEASG00005011235
ursus_maritimus ENSUMAG00000016876
ursus_americanus ENSUAMG00000004942
ailuropoda_melanoleuca ENSAMEG00000014860
canis_lupus_familiaris ENSCAFG00000018176
canis_lupus_dingo ENSCAFG00020004027
vulpes_vulpes ENSVVUG00000020375
neovison_vison ENSNVIG00000020344
mustela_putorius_furo ENSMPUG00000014948
panthera_pardus ENSPPRG00000003286
panthera_tigris_altaica ENSPTIG00000016445
felis_catus ENSFCAG00000018167
sorex_araneus ENSSARG00000012092
ovis_aries ENSOARG00000005512
capra_hircus ENSCHIG00000027235
ovis_aries ENSOARG00000000081
capra_hircus ENSCHIG00000019985
bison_bison_bison ENSBBBG00000000998
bos_mutus ENSBMUG00000012646
tursiops_truncatus ENSTTRG00000014145
vicugna_pacos ENSVPAG00000001667
sus_scrofa ENSSSCG00000017707
mesocricetus_auratus ENSMAUG00000018137
ornithorhynchus_anatinus ENSOANG00000014273
xenopus_tropicalis ENSXETG00000013477
latimeria_chalumnae ENSLACG00000018479
