notamacropus_eugenii ENSMEUG00000003585
phascolarctos_cinereus ENSPCIG00000018112
monodelphis_domestica ENSMODG00000006829
ursus_maritimus ENSUMAG00000016510
ursus_americanus ENSUAMG00000027188
ailuropoda_melanoleuca ENSAMEG00000007756
mustela_putorius_furo ENSMPUG00000011522
neovison_vison ENSNVIG00000015132
canis_lupus_dingo ENSCAFG00020014858
canis_lupus_familiaris ENSCAFG00000013121
vulpes_vulpes ENSVVUG00000008895
panthera_tigris_altaica ENSPTIG00000017036
panthera_pardus ENSPPRG00000003895
felis_catus ENSFCAG00000024554
equus_asinus_asinus ENSEASG00005006600
equus_caballus ENSECAG00000015188
ovis_aries ENSOARG00000018978
capra_hircus ENSCHIG00000021530
bos_taurus ENSBTAG00000009091
bos_mutus ENSBMUG00000026922
bison_bison_bison ENSBBBG00000005821
tursiops_truncatus ENSTTRG00000007635
sus_scrofa ENSSSCG00000015549
vicugna_pacos ENSVPAG00000010660
myotis_lucifugus ENSMLUG00000010098
pteropus_vampyrus ENSPVAG00000010445
cavia_porcellus ENSCPOG00000025198
cavia_aperea ENSCAPG00000002653
octodon_degus ENSODEG00000002238
chinchilla_lanigera ENSCLAG00000011944
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100009841
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000004930
fukomys_damarensis ENSFDAG00000016599
urocitellus_parryii ENSUPAG00010005544
ictidomys_tridecemlineatus ENSSTOG00000007352
marmota_marmota_marmota ENSMMMG00000015327
spermophilus_dauricus ENSSDAG00000015241
cricetulus_griseus_crigri_1.0 ENSCGRG00000009259
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001008939
cricetulus_griseus_crigri-picr ENSCGRG00015016956
mesocricetus_auratus ENSMAUG00000020643
microtus_ochrogaster ENSMOCG00000009828
peromyscus_maniculatus_bairdii ENSPEMG00000012855
mus_spicilegus ENSMSIG00000012955
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0015520
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000066800
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0014713
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0027949
rattus_norvegicus ENSRNOG00000027017
meriones_unguiculatus ENSMUGG00000003206
nannospalax_galili ENSNGAG00000017663
castor_canadensis ENSCCNG00000010964
dipodomys_ordii ENSDORG00000005886
jaculus_jaculus ENSJJAG00000013606
oryctolagus_cuniculus ENSOCUG00000015922
tupaia_belangeri ENSTBEG00000004013
gorilla_gorilla ENSGGOG00000023414
homo_sapiens ENSG00000135828
pan_paniscus ENSPPAG00000029542
pan_troglodytes ENSPTRG00000001755
pongo_abelii ENSPPYG00000000435
nomascus_leucogenys ENSNLEG00000018010
colobus_angolensis_palliatus ENSCANG00000041251
piliocolobus_tephrosceles ENSPTEG00000003448
rhinopithecus_bieti ENSRBIG00000044741
rhinopithecus_roxellana ENSRROG00000035978
papio_anubis ENSPANG00000016769
theropithecus_gelada ENSTGEG00000026348
cercocebus_atys ENSCATG00000038808
mandrillus_leucophaeus ENSMLEG00000037368
macaca_fascicularis ENSMFAG00000044965
macaca_mulatta ENSMMUG00000005634
macaca_nemestrina ENSMNEG00000032732
chlorocebus_sabaeus ENSCSAG00000012514
cebus_capucinus_imitator ENSCCAG00000032500
saimiri_boliviensis_boliviensis ENSSBOG00000034574
callithrix_jacchus ENSCJAG00000004725
aotus_nancymaae ENSANAG00000036044
carlito_syrichta ENSTSYG00000000281
prolemur_simus ENSPSMG00000002613
propithecus_coquereli ENSPCOG00000013879
microcebus_murinus ENSMICG00000026907
otolemur_garnettii ENSOGAG00000002612
loxodonta_africana ENSLAFG00000022307
procavia_capensis ENSPCAG00000015612
echinops_telfairi ENSETEG00000008370
dasypus_novemcinctus ENSDNOG00000017705
erinaceus_europaeus ENSEEUG00000011471
sorex_araneus ENSSARG00000003101
ornithorhynchus_anatinus ENSOANG00000000982
pogona_vitticeps ENSPVIG00000018716
anolis_carolinensis ENSACAG00000004961
notechis_scutatus ENSNSUG00000014268
salvator_merianae ENSSMRG00000011359
sphenodon_punctatus ENSSPUG00000004096
chelonoidis_abingdonii ENSCABG00000014186
gopherus_agassizii ENSGAGG00000010236
chrysemys_picta_bellii ENSCPBG00000015771
pelodiscus_sinensis ENSPSIG00000007735
calidris_pugnax ENSCPUG00000019967
calidris_pygmaea ENSCPGG00000008233
melopsittacus_undulatus ENSMUNG00000012988
lepidothrix_coronata ENSLCOG00000001042
manacus_vitellinus ENSMVIG00005014600
cyanistes_caeruleus ENSCCEG00000021782
parus_major ENSPMJG00000010621
ficedula_albicollis ENSFALG00000008002
junco_hyemalis ENSJHYG00000010795
zonotrichia_albicollis ENSZALG00000006099
serinus_canaria ENSSCAG00000002079
anser_brachyrhynchus ENSABRG00000022703
anas_platyrhynchos_platyrhynchos ENSAPLG00000009854
gallus_gallus ENSGALG00000042986
meleagris_gallopavo ENSMGAG00000003316
coturnix_japonica ENSCJPG00005021426
numida_meleagris ENSNMEG00000001843
apteryx_haastii ENSAHAG00000004187
apteryx_owenii ENSAOWG00000012096
apteryx_rowi ENSARWG00000004322
dromaius_novaehollandiae ENSDNVG00000015859
nothoprocta_perdicaria ENSNPEG00000014709
gopherus_agassizii ENSGAGG00000002767
chelonoidis_abingdonii ENSCABG00000014184
chrysemys_picta_bellii ENSCPBG00000015776
pelodiscus_sinensis ENSPSIG00000008045
latimeria_chalumnae ENSLACG00000000804
