astyanax_mexicanus ENSAMXG00000021193
pygocentrus_nattereri ENSPNAG00000029802
ictalurus_punctatus ENSIPUG00000012877
danio_rerio ENSDARG00000023766
gasterosteus_aculeatus ENSGACG00000020091
labrus_bergylta ENSLBEG00000022476
takifugu_rubripes ENSTRUG00000012451
tetraodon_nigroviridis ENSTNIG00000012646
hippocampus_comes ENSHCOG00000003751
poecilia_formosa ENSPFOG00000016021
poecilia_mexicana ENSPMEG00000009517
poecilia_latipinna ENSPLAG00000006611
poecilia_reticulata ENSPREG00000006816
xiphophorus_maculatus ENSXMAG00000015215
xiphophorus_couchianus ENSXCOG00000015237
gambusia_affinis ENSGAFG00000018693
fundulus_heteroclitus ENSFHEG00000006629
cyprinodon_variegatus ENSCVAG00000009064
kryptolebias_marmoratus ENSKMAG00000014222
oryzias_latipes_asm223471v1 ENSORLG00020007528
oryzias_latipes_asm223467v1 ENSORLG00000016835
oryzias_latipes_asm223469v1 ENSORLG00015006773
oryzias_melastigma ENSOMEG00000023748
acanthochromis_polyacanthus ENSAPOG00000015791
amphiprion_percula ENSAPEG00000018053
stegastes_partitus ENSSPAG00000019478
astatotilapia_calliptera ENSACLG00000014621
astatotilapia_calliptera ENSACLG00000027327
pundamilia_nyererei ENSPNYG00000015422
maylandia_zebra ENSMZEG00005000335
haplochromis_burtoni ENSHBUG00000005488
neolamprologus_brichardi ENSNBRG00000012458
oreochromis_niloticus ENSONIG00000017902
amphilophus_citrinellus ENSACIG00000003804
seriola_dumerili ENSSDUG00000015659
seriola_lalandi_dorsalis ENSSLDG00000008135
scophthalmus_maximus ENSSMAG00000006110
mastacembelus_armatus ENSMAMG00000017645
monopterus_albus ENSMALG00000013749
anabas_testudineus ENSATEG00000022252
periophthalmus_magnuspinnatus ENSPMGG00000000388
gadus_morhua ENSGMOG00000000904
esox_lucius ENSELUG00000010254
paramormyrops_kingsleyae ENSPKIG00000009510
scleropages_formosus ENSSFOG00015023205
lepisosteus_oculatus ENSLOCG00000017070
phascolarctos_cinereus ENSPCIG00000029681
notamacropus_eugenii ENSMEUG00000007330
sarcophilus_harrisii ENSSHAG00000007769
choloepus_hoffmanni ENSCHOG00000008205
dasypus_novemcinctus ENSDNOG00000037261
procavia_capensis ENSPCAG00000013605
echinops_telfairi ENSETEG00000014317
loxodonta_africana ENSLAFG00000001872
pteropus_vampyrus ENSPVAG00000008219
myotis_lucifugus ENSMLUG00000001236
ursus_americanus ENSUAMG00000021952
ursus_maritimus ENSUMAG00000020400
ailuropoda_melanoleuca ENSAMEG00000018142
neovison_vison ENSNVIG00000008684
mustela_putorius_furo ENSMPUG00000017526
canis_lupus_dingo ENSCAFG00020018768
canis_lupus_familiaris ENSCAFG00000000359
vulpes_vulpes ENSVVUG00000012097
panthera_pardus ENSPPRG00000003802
panthera_tigris_altaica ENSPTIG00000007783
felis_catus ENSFCAG00000000437
ovis_aries ENSOARG00000003247
capra_hircus ENSCHIG00000013188
bos_taurus ENSBTAG00000017465
bos_mutus ENSBMUG00000024719
bison_bison_bison ENSBBBG00000002394
tursiops_truncatus ENSTTRG00000001602
sus_scrofa ENSSSCG00000023715
vicugna_pacos ENSVPAG00000004247
equus_caballus ENSECAG00000023318
equus_asinus_asinus ENSEASG00005007897
erinaceus_europaeus ENSEEUG00000005962
prolemur_simus ENSPSMG00000000831
propithecus_coquereli ENSPCOG00000016347
microcebus_murinus ENSMICG00000012050
pan_paniscus ENSPPAG00000033583
pan_troglodytes ENSPTRG00000005176
gorilla_gorilla ENSGGOG00000015351
homo_sapiens ENSG00000135677
pongo_abelii ENSPPYG00000004731
nomascus_leucogenys ENSNLEG00000017016
colobus_angolensis_palliatus ENSCANG00000031687
piliocolobus_tephrosceles ENSPTEG00000024654
rhinopithecus_bieti ENSRBIG00000027952
rhinopithecus_roxellana ENSRROG00000029398
macaca_fascicularis ENSMFAG00000000073
macaca_mulatta ENSMMUG00000006481
macaca_nemestrina ENSMNEG00000032754
cercocebus_atys ENSCATG00000034761
papio_anubis ENSPANG00000014367
