calidris_pugnax ENSCPUG00000001678
lepidothrix_coronata ENSLCOG00000002949
anas_platyrhynchos_platyrhynchos ENSAPLG00000023141
apteryx_owenii ENSAOWG00000019313
apteryx_haastii ENSAHAG00000012113
apteryx_rowi ENSARWG00000009845
gopherus_agassizii ENSGAGG00000007157
chelonoidis_abingdonii ENSCABG00000008040
chrysemys_picta_bellii ENSCPBG00000014363
pogona_vitticeps ENSPVIG00000020507
salvator_merianae ENSSMRG00000000273
sphenodon_punctatus ENSSPUG00000010983
peromyscus_maniculatus_bairdii ENSPEMG00000019188
mesocricetus_auratus ENSMAUG00000020514
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0030374
rattus_norvegicus ENSRNOG00000029745
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0029290
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0021150
meriones_unguiculatus ENSMUGG00000001495
cricetulus_griseus_crigri-picr ENSCGRG00015006870
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100008696
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000003316
panthera_tigris_altaica ENSPTIG00000000507
panthera_pardus ENSPPRG00000023648
vulpes_vulpes ENSVVUG00000004198
neovison_vison ENSNVIG00000008342
ursus_maritimus ENSUMAG00000023478
ursus_americanus ENSUAMG00000019548
sus_scrofa ENSSSCG00000036235
cavia_aperea ENSCAPG00000010051
cavia_porcellus ENSCPOG00000039314
dipodomys_ordii ENSDORG00000023785
rhinopithecus_roxellana ENSRROG00000028468
rhinopithecus_bieti ENSRBIG00000003076
colobus_angolensis_palliatus ENSCANG00000019974
piliocolobus_tephrosceles ENSPTEG00000036570
theropithecus_gelada ENSTGEG00000020338
seriola_dumerili ENSSDUG00000004832
seriola_lalandi_dorsalis ENSSLDG00000014211
amphilophus_citrinellus ENSACIG00000023824
