ursus_maritimus ENSUMAG00000004739
ursus_americanus ENSUAMG00000015401
equus_asinus_asinus ENSEASG00005000109
spermophilus_dauricus ENSSDAG00000009333
spermophilus_dauricus ENSSDAG00000009320
marmota_marmota_marmota ENSMMMG00000021583
cricetulus_griseus_crigri-picr ENSCGRG00015014463
cricetulus_griseus_crigri-picr ENSCGRG00015012534
macaca_nemestrina ENSMNEG00000030461
macaca_fascicularis ENSMFAG00000044823
papio_anubis ENSPANG00000034631
theropithecus_gelada ENSTGEG00000006191
theropithecus_gelada ENSTGEG00000019821
macaca_fascicularis ENSMFAG00000002901
cercocebus_atys ENSCATG00000034712
mandrillus_leucophaeus ENSMLEG00000035415
rhinopithecus_roxellana ENSRROG00000044738
rhinopithecus_bieti ENSRBIG00000031653
piliocolobus_tephrosceles ENSPTEG00000030056
macaca_mulatta ENSMMUG00000037889
macaca_fascicularis ENSMFAG00000032031
mandrillus_leucophaeus ENSMLEG00000005743
cercocebus_atys ENSCATG00000028931
colobus_angolensis_palliatus ENSCANG00000032705
macaca_nemestrina ENSMNEG00000038669
macaca_fascicularis ENSMFAG00000035967
papio_anubis ENSPANG00000030169
piliocolobus_tephrosceles ENSPTEG00000027747
pan_paniscus ENSPPAG00000035770
gorilla_gorilla ENSGGOG00000026027
nomascus_leucogenys ENSNLEG00000028337
macaca_mulatta ENSMMUG00000020006
piliocolobus_tephrosceles ENSPTEG00000029239
callithrix_jacchus ENSCJAG00000031884
callithrix_jacchus ENSCJAG00000045125
aotus_nancymaae ENSANAG00000033175
carlito_syrichta ENSTSYG00000035364
