xiphophorus_maculatus ENSXMAG00000011108
xiphophorus_couchianus ENSXCOG00000008725
poecilia_mexicana ENSPMEG00000017078
poecilia_formosa ENSPFOG00000024341
poecilia_latipinna ENSPLAG00000004117
gambusia_affinis ENSGAFG00000007173
fundulus_heteroclitus ENSFHEG00000001032
cyprinodon_variegatus ENSCVAG00000003911
kryptolebias_marmoratus ENSKMAG00000004063
oryzias_latipes_asm223471v1 ENSORLG00020009325
oryzias_latipes_asm223469v1 ENSORLG00015005692
oryzias_latipes_asm223467v1 ENSORLG00000021816
cynoglossus_semilaevis ENSCSEG00000005506
mola_mola ENSMMOG00000003359
takifugu_rubripes ENSTRUG00000020743
seriola_lalandi_dorsalis ENSSLDG00000022972
seriola_dumerili ENSSDUG00000022472
scophthalmus_maximus ENSSMAG00000016547
amphiprion_ocellaris ENSAOCG00000011150
amphiprion_percula ENSAPEG00000013382
acanthochromis_polyacanthus ENSAPOG00000000512
stegastes_partitus ENSSPAG00000013968
haplochromis_burtoni ENSHBUG00000017019
astatotilapia_calliptera ENSACLG00000014033
maylandia_zebra ENSMZEG00005019857
pundamilia_nyererei ENSPNYG00000008911
neolamprologus_brichardi ENSNBRG00000023926
amphilophus_citrinellus ENSACIG00000013486
labrus_bergylta ENSLBEG00000010251
mastacembelus_armatus ENSMAMG00000016078
monopterus_albus ENSMALG00000008869
anabas_testudineus ENSATEG00000016403
periophthalmus_magnuspinnatus ENSPMGG00000009943
esox_lucius ENSELUG00000006245
astyanax_mexicanus ENSAMXG00000040672
pygocentrus_nattereri ENSPNAG00000028995
ictalurus_punctatus ENSIPUG00000013697
monodelphis_domestica ENSMODG00000028250
ornithorhynchus_anatinus ENSOANG00000030564
dromaius_novaehollandiae ENSDNVG00000010765
