oryzias_latipes_asm223467v1 ENSORLG00000005209
oryzias_latipes_asm223471v1 ENSORLG00020017755
oryzias_latipes_asm223469v1 ENSORLG00015013237
oryzias_melastigma ENSOMEG00000018860
kryptolebias_marmoratus ENSKMAG00000012142
monopterus_albus ENSMALG00000009773
cynoglossus_semilaevis ENSCSEG00000010631
seriola_lalandi_dorsalis ENSSLDG00000001835
seriola_dumerili ENSSDUG00000018818
anabas_testudineus ENSATEG00000025012
amphiprion_percula ENSAPEG00000008376
amphiprion_ocellaris ENSAOCG00000005201
acanthochromis_polyacanthus ENSAPOG00000019892
stegastes_partitus ENSSPAG00000022797
takifugu_rubripes ENSTRUG00000014379
tetraodon_nigroviridis ENSTNIG00000007065
gasterosteus_aculeatus ENSGACG00000006645
labrus_bergylta ENSLBEG00000015027
scophthalmus_maximus ENSSMAG00000012769
mola_mola ENSMMOG00000010374
mastacembelus_armatus ENSMAMG00000010272
haplochromis_burtoni ENSHBUG00000018639
pundamilia_nyererei ENSPNYG00000014125
maylandia_zebra ENSMZEG00005006895
astatotilapia_calliptera ENSACLG00000018569
oreochromis_niloticus ENSONIG00000005115
amphilophus_citrinellus ENSACIG00000016780
poecilia_formosa ENSPFOG00000007586
poecilia_mexicana ENSPMEG00000007775
poecilia_latipinna ENSPLAG00000017659
poecilia_reticulata ENSPREG00000007815
xiphophorus_maculatus ENSXMAG00000017836
gambusia_affinis ENSGAFG00000013341
cyprinodon_variegatus ENSCVAG00000009832
fundulus_heteroclitus ENSFHEG00000016118
periophthalmus_magnuspinnatus ENSPMGG00000006497
hippocampus_comes ENSHCOG00000001027
gadus_morhua ENSGMOG00000001290
esox_lucius ENSELUG00000010642
pygocentrus_nattereri ENSPNAG00000011128
astyanax_mexicanus ENSAMXG00000016665
ictalurus_punctatus ENSIPUG00000023701
danio_rerio ENSDARG00000070471
paramormyrops_kingsleyae ENSPKIG00000002455
scleropages_formosus ENSSFOG00015010784
lepisosteus_oculatus ENSLOCG00000005711
anolis_carolinensis ENSACAG00000001100
pogona_vitticeps ENSPVIG00000006909
notechis_scutatus ENSNSUG00000003015
salvator_merianae ENSSMRG00000002725
sphenodon_punctatus ENSSPUG00000005895
chelonoidis_abingdonii ENSCABG00000004756
gopherus_agassizii ENSGAGG00000021169
chrysemys_picta_bellii ENSCPBG00000000654
calidris_pugnax ENSCPUG00000003366
taeniopygia_guttata ENSTGUG00000017031
dromaius_novaehollandiae ENSDNVG00000005650
ficedula_albicollis ENSFALG00000015328
serinus_canaria ENSSCAG00000004411
parus_major ENSPMJG00000014957
lepidothrix_coronata ENSLCOG00000008795
calidris_pygmaea ENSCPGG00000010634
calidris_pugnax ENSCPUG00000003367
nothoprocta_perdicaria ENSNPEG00000003029
apteryx_rowi ENSARWG00000018227
gallus_gallus ENSGALG00000038939
crocodylus_porosus ENSCPRG00005006888
cavia_porcellus ENSCPOG00000001009
chinchilla_lanigera ENSCLAG00000009175
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000001284
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100011274
fukomys_damarensis ENSFDAG00000011932
jaculus_jaculus ENSJJAG00000007198
jaculus_jaculus ENSJJAG00000014366
nannospalax_galili ENSNGAG00000017769
pan_troglodytes ENSPTRG00000052526
pan_paniscus ENSPPAG00000027372
saimiri_boliviensis_boliviensis ENSSBOG00000034049
cebus_capucinus_imitator ENSCCAG00000016651
erinaceus_europaeus ENSEEUG00000001726
echinops_telfairi ENSETEG00000002458
panthera_tigris_altaica ENSPTIG00000007859
erinaceus_europaeus ENSEEUG00000001128
ictidomys_tridecemlineatus ENSSTOG00000003678
spermophilus_dauricus ENSSDAG00000008528
urocitellus_parryii ENSUPAG00010020659
marmota_marmota_marmota ENSMMMG00000003329
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000023051
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0021249
