ciona_savignyi ENSCSAVG00000008298
ciona_intestinalis ENSCING00000004605
choloepus_hoffmanni ENSCHOG00000010496
dasypus_novemcinctus ENSDNOG00000034255
loxodonta_africana ENSLAFG00000004902
echinops_telfairi ENSETEG00000015860
tursiops_truncatus ENSTTRG00000005942
sus_scrofa ENSSSCG00000029161
pteropus_vampyrus ENSPVAG00000003660
ailuropoda_melanoleuca ENSAMEG00000018432
ursus_americanus ENSUAMG00000018247
canis_lupus_dingo ENSCAFG00020005017
canis_lupus_familiaris ENSCAFG00000003257
vulpes_vulpes ENSVVUG00000008646
ailuropoda_melanoleuca ENSAMEG00000009053
mustela_putorius_furo ENSMPUG00000012970
panthera_pardus ENSPPRG00000015485
panthera_tigris_altaica ENSPTIG00000019002
felis_catus ENSFCAG00000025763
equus_asinus_asinus ENSEASG00005022195
erinaceus_europaeus ENSEEUG00000008106
gorilla_gorilla ENSGGOG00000034855
homo_sapiens ENSG00000182551
pan_paniscus ENSPPAG00000033298
pan_troglodytes ENSPTRG00000011624
pongo_abelii ENSPPYG00000012683
nomascus_leucogenys ENSNLEG00000007518
papio_anubis ENSPANG00000021603
mandrillus_leucophaeus ENSMLEG00000036384
cercocebus_atys ENSCATG00000014947
theropithecus_gelada ENSTGEG00000013496
chlorocebus_sabaeus ENSCSAG00000006938
macaca_mulatta ENSMMUG00000019471
macaca_fascicularis ENSMFAG00000040320
macaca_nemestrina ENSMNEG00000042429
colobus_angolensis_palliatus ENSCANG00000016205
piliocolobus_tephrosceles ENSPTEG00000026176
rhinopithecus_roxellana ENSRROG00000031602
rhinopithecus_bieti ENSRBIG00000033373
saimiri_boliviensis_boliviensis ENSSBOG00000029318
cebus_capucinus_imitator ENSCCAG00000034826
callithrix_jacchus ENSCJAG00000007906
aotus_nancymaae ENSANAG00000023261
carlito_syrichta ENSTSYG00000004138
propithecus_coquereli ENSPCOG00000014610
prolemur_simus ENSPSMG00000006406
otolemur_garnettii ENSOGAG00000007668
canis_lupus_familiaris ENSCAFG00000031218
ursus_maritimus ENSUMAG00000005843
bos_taurus ENSBTAG00000005403
bison_bison_bison ENSBBBG00000019758
capra_hircus ENSCHIG00000016728
ovis_aries ENSOARG00000005369
sorex_araneus ENSSARG00000010792
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001008870
cricetulus_griseus_crigri_1.0 ENSCGRG00000005533
cricetulus_griseus_crigri-picr ENSCGRG00015011836
mesocricetus_auratus ENSMAUG00000017657
