anser_brachyrhynchus ENSABRG00000001596
anas_platyrhynchos_platyrhynchos ENSAPLG00000005222
meleagris_gallopavo ENSMGAG00000001130
gallus_gallus ENSGALG00000001306
coturnix_japonica ENSCJPG00005006552
numida_meleagris ENSNMEG00000012171
junco_hyemalis ENSJHYG00000015214
zonotrichia_albicollis ENSZALG00000004316
serinus_canaria ENSSCAG00000017310
taeniopygia_guttata ENSTGUG00000000523
lonchura_striata_domestica ENSLSDG00000000616
ficedula_albicollis ENSFALG00000004860
cyanistes_caeruleus ENSCCEG00000007703
parus_major ENSPMJG00000009330
manacus_vitellinus ENSMVIG00005016153
lepidothrix_coronata ENSLCOG00000005500
melopsittacus_undulatus ENSMUNG00000004961
calidris_pygmaea ENSCPGG00000005497
calidris_pugnax ENSCPUG00000012551
apteryx_haastii ENSAHAG00000006360
apteryx_owenii ENSAOWG00000016203
apteryx_rowi ENSARWG00000016892
dromaius_novaehollandiae ENSDNVG00000012298
crocodylus_porosus ENSCPRG00005001390
chelonoidis_abingdonii ENSCABG00000005338
gopherus_agassizii ENSGAGG00000012548
chrysemys_picta_bellii ENSCPBG00000026873
pelodiscus_sinensis ENSPSIG00000009238
pogona_vitticeps ENSPVIG00000025052
anolis_carolinensis ENSACAG00000017671
notechis_scutatus ENSNSUG00000008192
salvator_merianae ENSSMRG00000020567
sphenodon_punctatus ENSSPUG00000001270
nothoprocta_perdicaria ENSNPEG00000010184
equus_caballus ENSECAG00000005422
equus_asinus_asinus ENSEASG00005022949
erinaceus_europaeus ENSEEUG00000013371
ursus_americanus ENSUAMG00000026542
ursus_maritimus ENSUMAG00000003083
ailuropoda_melanoleuca ENSAMEG00000002449
neovison_vison ENSNVIG00000020425
mustela_putorius_furo ENSMPUG00000008698
canis_lupus_familiaris ENSCAFG00000010199
vulpes_vulpes ENSVVUG00000019898
panthera_pardus ENSPPRG00000007858
panthera_tigris_altaica ENSPTIG00000006630
felis_catus ENSFCAG00000004110
pteropus_vampyrus ENSPVAG00000012762
myotis_lucifugus ENSMLUG00000011107
bos_mutus ENSBMUG00000025645
bos_taurus ENSBTAG00000017610
bison_bison_bison ENSBBBG00000002611
capra_hircus ENSCHIG00000020816
ovis_aries ENSOARG00000014310
tursiops_truncatus ENSTTRG00000009126
sus_scrofa ENSSSCG00000015242
pan_paniscus ENSPPAG00000030699
pan_troglodytes ENSPTRG00000004476
homo_sapiens ENSG00000170322
gorilla_gorilla ENSGGOG00000015346
pongo_abelii ENSPPYG00000004060
nomascus_leucogenys ENSNLEG00000007487
macaca_fascicularis ENSMFAG00000033711
macaca_nemestrina ENSMNEG00000033315
macaca_mulatta ENSMMUG00000017547
cercocebus_atys ENSCATG00000042203
papio_anubis ENSPANG00000005706
theropithecus_gelada ENSTGEG00000000745
mandrillus_leucophaeus ENSMLEG00000037089
chlorocebus_sabaeus ENSCSAG00000002206
piliocolobus_tephrosceles ENSPTEG00000001004
