lepidothrix_coronata ENSLCOG00000015048
manacus_vitellinus ENSMVIG00005005848
taeniopygia_guttata ENSTGUG00000009512
lonchura_striata_domestica ENSLSDG00000001056
serinus_canaria ENSSCAG00000004138
zonotrichia_albicollis ENSZALG00000014324
junco_hyemalis ENSJHYG00000009671
ficedula_albicollis ENSFALG00000007591
parus_major ENSPMJG00000017800
cyanistes_caeruleus ENSCCEG00000021600
gallus_gallus ENSGALG00000007244
melopsittacus_undulatus ENSMUNG00000013464
calidris_pygmaea ENSCPGG00000018390
calidris_pugnax ENSCPUG00000010030
anas_platyrhynchos_platyrhynchos ENSAPLG00000013628
anser_brachyrhynchus ENSABRG00000016419
meleagris_gallopavo ENSMGAG00000008852
coturnix_japonica ENSCJPG00005013453
numida_meleagris ENSNMEG00000022584
apteryx_owenii ENSAOWG00000011032
apteryx_rowi ENSARWG00000003851
apteryx_haastii ENSAHAG00000002348
dromaius_novaehollandiae ENSDNVG00000009247
nothoprocta_perdicaria ENSNPEG00000006463
crocodylus_porosus ENSCPRG00005005108
gopherus_agassizii ENSGAGG00000016184
chelonoidis_abingdonii ENSCABG00000015026
chrysemys_picta_bellii ENSCPBG00000011356
pelodiscus_sinensis ENSPSIG00000012027
sphenodon_punctatus ENSSPUG00000015797
pogona_vitticeps ENSPVIG00000010515
anolis_carolinensis ENSACAG00000002657
notechis_scutatus ENSNSUG00000014073
salvator_merianae ENSSMRG00000005351
phascolarctos_cinereus ENSPCIG00000023827
notamacropus_eugenii ENSMEUG00000000864
sarcophilus_harrisii ENSSHAG00000007491
pan_troglodytes ENSPTRG00000005529
pan_paniscus ENSPPAG00000027391
homo_sapiens ENSG00000089163
gorilla_gorilla ENSGGOG00000024753
pongo_abelii ENSPPYG00000005025
nomascus_leucogenys ENSNLEG00000015616
piliocolobus_tephrosceles ENSPTEG00000000833
colobus_angolensis_palliatus ENSCANG00000000031
rhinopithecus_bieti ENSRBIG00000028810
rhinopithecus_roxellana ENSRROG00000029265
macaca_nemestrina ENSMNEG00000044429
macaca_mulatta ENSMMUG00000046684
macaca_fascicularis ENSMFAG00000038370
mandrillus_leucophaeus ENSMLEG00000043924
cercocebus_atys ENSCATG00000034163
chlorocebus_sabaeus ENSCSAG00000002268
papio_anubis ENSPANG00000010985
theropithecus_gelada ENSTGEG00000022996
cebus_capucinus_imitator ENSCCAG00000030374
saimiri_boliviensis_boliviensis ENSSBOG00000008123
callithrix_jacchus ENSCJAG00000039472
aotus_nancymaae ENSANAG00000027098
carlito_syrichta ENSTSYG00000003258
propithecus_coquereli ENSPCOG00000006207
prolemur_simus ENSPSMG00000001536
microcebus_murinus ENSMICG00000012576
otolemur_garnettii ENSOGAG00000009492
castor_canadensis ENSCCNG00000019147
dipodomys_ordii ENSDORG00000027939
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001024733
cricetulus_griseus_crigri_1.0 ENSCGRG00000006504
cricetulus_griseus_crigri-picr ENSCGRG00015004336
mesocricetus_auratus ENSMAUG00000010509
microtus_ochrogaster ENSMOCG00000016396
peromyscus_maniculatus_bairdii ENSPEMG00000008498
mus_spicilegus ENSMSIG00000011053
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0028626
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000029524
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0027628
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0024208
rattus_norvegicus ENSRNOG00000001151
meriones_unguiculatus ENSMUGG00000000199
nannospalax_galili ENSNGAG00000019284
jaculus_jaculus ENSJJAG00000018872
octodon_degus ENSODEG00000005972
chinchilla_lanigera ENSCLAG00000010770
cavia_porcellus ENSCPOG00000012355
cavia_aperea ENSCAPG00000009112
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000014746
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100014553
fukomys_damarensis ENSFDAG00000002784
ictidomys_tridecemlineatus ENSSTOG00000009795
urocitellus_parryii ENSUPAG00010017061
marmota_marmota_marmota ENSMMMG00000021122
oryctolagus_cuniculus ENSOCUG00000011320
ochotona_princeps ENSOPRG00000016871
tupaia_belangeri ENSTBEG00000006165
neovison_vison ENSNVIG00000009562
erinaceus_europaeus ENSEEUG00000010219
dasypus_novemcinctus ENSDNOG00000038654
equus_caballus ENSECAG00000013537
equus_asinus_asinus ENSEASG00005004744
sorex_araneus ENSSARG00000005453
ovis_aries ENSOARG00000011987
capra_hircus ENSCHIG00000000860
bos_mutus ENSBMUG00000021078
bos_taurus ENSBTAG00000021168
bison_bison_bison ENSBBBG00000012800
tursiops_truncatus ENSTTRG00000005660
sus_scrofa ENSSSCG00000009901
ursus_americanus ENSUAMG00000019304
ursus_maritimus ENSUMAG00000006207
ailuropoda_melanoleuca ENSAMEG00000005190
mustela_putorius_furo ENSMPUG00000003159
canis_lupus_familiaris ENSCAFG00000010258
canis_lupus_dingo ENSCAFG00020020573
vulpes_vulpes ENSVVUG00000020991
panthera_tigris_altaica ENSPTIG00000008563
panthera_pardus ENSPPRG00000022642
felis_catus ENSFCAG00000025934
pteropus_vampyrus ENSPVAG00000002222
loxodonta_africana ENSLAFG00000002250
procavia_capensis ENSPCAG00000002253
echinops_telfairi ENSETEG00000012203
choloepus_hoffmanni ENSCHOG00000005848
ornithorhynchus_anatinus ENSOANG00000004138
xenopus_tropicalis ENSXETG00000004254
latimeria_chalumnae ENSLACG00000018352
hippocampus_comes ENSHCOG00000017463
periophthalmus_magnuspinnatus ENSPMGG00000010185
mola_mola ENSMMOG00000021683
takifugu_rubripes ENSTRUG00000015214
gasterosteus_aculeatus ENSGACG00000001497
labrus_bergylta ENSLBEG00000020290
amphiprion_ocellaris ENSAOCG00000003587
amphiprion_ocellaris ENSAOCG00000010446
amphiprion_percula ENSAPEG00000013484
acanthochromis_polyacanthus ENSAPOG00000018666
stegastes_partitus ENSSPAG00000017471
maylandia_zebra ENSMZEG00005013463
astatotilapia_calliptera ENSACLG00000017985
pundamilia_nyererei ENSPNYG00000019661
haplochromis_burtoni ENSHBUG00000010626
oreochromis_niloticus ENSONIG00000014389
neolamprologus_brichardi ENSNBRG00000022214
amphilophus_citrinellus ENSACIG00000016969
monopterus_albus ENSMALG00000021053
mastacembelus_armatus ENSMAMG00000023664
anabas_testudineus ENSATEG00000011134
seriola_dumerili ENSSDUG00000016662
seriola_lalandi_dorsalis ENSSLDG00000024613
scophthalmus_maximus ENSSMAG00000020864
poecilia_formosa ENSPFOG00000018154
poecilia_mexicana ENSPMEG00000012727
