lonchura_striata_domestica ENSLSDG00000004155
taeniopygia_guttata ENSTGUG00000006802
junco_hyemalis ENSJHYG00000003686
lepidothrix_coronata ENSLCOG00000014253
calidris_pygmaea ENSCPGG00000012546
calidris_pugnax ENSCPUG00000016084
gallus_gallus ENSGALG00000028167
coturnix_japonica ENSCJPG00005010854
numida_meleagris ENSNMEG00000012680
nothoprocta_perdicaria ENSNPEG00000013063
anser_brachyrhynchus ENSABRG00000022328
meleagris_gallopavo ENSMGAG00000016888
zonotrichia_albicollis ENSZALG00000012151
manacus_vitellinus ENSMVIG00005010324
serinus_canaria ENSSCAG00000016209
ficedula_albicollis ENSFALG00000001940
parus_major ENSPMJG00000000417
cyanistes_caeruleus ENSCCEG00000010507
melopsittacus_undulatus ENSMUNG00000009719
apteryx_haastii ENSAHAG00000012965
apteryx_rowi ENSARWG00000010445
apteryx_owenii ENSAOWG00000002959
dromaius_novaehollandiae ENSDNVG00000013591
pogona_vitticeps ENSPVIG00000025695
notechis_scutatus ENSNSUG00000002990
salvator_merianae ENSSMRG00000011491
crocodylus_porosus ENSCPRG00005010550
sphenodon_punctatus ENSSPUG00000001601
chelonoidis_abingdonii ENSCABG00000001664
gopherus_agassizii ENSGAGG00000018318
chrysemys_picta_bellii ENSCPBG00000009885
pelodiscus_sinensis ENSPSIG00000013631
notamacropus_eugenii ENSMEUG00000015704
phascolarctos_cinereus ENSPCIG00000025526
monodelphis_domestica ENSMODG00000019688
sarcophilus_harrisii ENSSHAG00000012257
tupaia_belangeri ENSTBEG00000016520
erinaceus_europaeus ENSEEUG00000002828
loxodonta_africana ENSLAFG00000012134
jaculus_jaculus ENSJJAG00000009581
ursus_maritimus ENSUMAG00000003445
procavia_capensis ENSPCAG00000011245
castor_canadensis ENSCCNG00000006175
dipodomys_ordii ENSDORG00000028540
microtus_ochrogaster ENSMOCG00000000613
peromyscus_maniculatus_bairdii ENSPEMG00000026814
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001014593
cricetulus_griseus_crigri-picr ENSCGRG00015000805
cricetulus_griseus_crigri_1.0 ENSCGRG00000012247
mesocricetus_auratus ENSMAUG00000021365
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0024405
mus_spicilegus ENSMSIG00000017475
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000026889
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0023488
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0024945
rattus_norvegicus ENSRNOG00000006763
meriones_unguiculatus ENSMUGG00000002917
nannospalax_galili ENSNGAG00000000041
jaculus_jaculus ENSJJAG00000010974
marmota_marmota_marmota ENSMMMG00000018680
urocitellus_parryii ENSUPAG00010008802
spermophilus_dauricus ENSSDAG00000014345
ictidomys_tridecemlineatus ENSSTOG00000022388
ictidomys_tridecemlineatus ENSSTOG00000032266
oryctolagus_cuniculus ENSOCUG00000008527
prolemur_simus ENSPSMG00000000389
microcebus_murinus ENSMICG00000046793
propithecus_coquereli ENSPCOG00000024474
otolemur_garnettii ENSOGAG00000015104
carlito_syrichta ENSTSYG00000030353
homo_sapiens ENSG00000119446
gorilla_gorilla ENSGGOG00000011052
pan_troglodytes ENSPTRG00000021323
pan_paniscus ENSPPAG00000023355
pongo_abelii ENSPPYG00000019569
nomascus_leucogenys ENSNLEG00000017174
colobus_angolensis_palliatus ENSCANG00000029590
piliocolobus_tephrosceles ENSPTEG00000038125
rhinopithecus_roxellana ENSRROG00000031364
rhinopithecus_bieti ENSRBIG00000040177
theropithecus_gelada ENSTGEG00000025533
cercocebus_atys ENSCATG00000035634
papio_anubis ENSPANG00000025845
macaca_nemestrina ENSMNEG00000035374
macaca_fascicularis ENSMFAG00000000443
macaca_mulatta ENSMMUG00000011455
chlorocebus_sabaeus ENSCSAG00000013373
mandrillus_leucophaeus ENSMLEG00000043105
cebus_capucinus_imitator ENSCCAG00000035467
saimiri_boliviensis_boliviensis ENSSBOG00000024806
callithrix_jacchus ENSCJAG00000046355
aotus_nancymaae ENSANAG00000035441
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000011073
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100005536
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100006247
fukomys_damarensis ENSFDAG00000012679
octodon_degus ENSODEG00000002055
chinchilla_lanigera ENSCLAG00000010773
cavia_aperea ENSCAPG00000005997
cavia_porcellus ENSCPOG00000038004
ochotona_princeps ENSOPRG00000010381
ailuropoda_melanoleuca ENSAMEG00000000772
ursus_americanus ENSUAMG00000014431
mustela_putorius_furo ENSMPUG00000007246
neovison_vison ENSNVIG00000010562
canis_lupus_dingo ENSCAFG00020015174
canis_lupus_familiaris ENSCAFG00000030041
vulpes_vulpes ENSVVUG00000009442
panthera_tigris_altaica ENSPTIG00000007126
panthera_pardus ENSPPRG00000011360
felis_catus ENSFCAG00000037774
equus_asinus_asinus ENSEASG00005021084
equus_caballus ENSECAG00000024639
vicugna_pacos ENSVPAG00000008618
sus_scrofa ENSSSCG00000030089
bos_taurus ENSBTAG00000016367
bos_mutus ENSBMUG00000004222
bison_bison_bison ENSBBBG00000012432
capra_hircus ENSCHIG00000026444
ovis_aries ENSOARG00000014228
myotis_lucifugus ENSMLUG00000013224
myotis_lucifugus ENSMLUG00000004794
pteropus_vampyrus ENSPVAG00000000863
tursiops_truncatus ENSTTRG00000007114
choloepus_hoffmanni ENSCHOG00000001341
dasypus_novemcinctus ENSDNOG00000031658
echinops_telfairi ENSETEG00000009832
ornithorhynchus_anatinus ENSOANG00000008200
xenopus_tropicalis ENSXETG00000016328
latimeria_chalumnae ENSLACG00000009920
scleropages_formosus ENSSFOG00015001100
paramormyrops_kingsleyae ENSPKIG00000005430
astyanax_mexicanus ENSAMXG00000035574
pygocentrus_nattereri ENSPNAG00000017660
ictalurus_punctatus ENSIPUG00000021512
danio_rerio ENSDARG00000044255
takifugu_rubripes ENSTRUG00000005812
tetraodon_nigroviridis ENSTNIG00000009141
fundulus_heteroclitus ENSFHEG00000012457
cyprinodon_variegatus ENSCVAG00000012436
xiphophorus_maculatus ENSXMAG00000003538
gambusia_affinis ENSGAFG00000007767
poecilia_formosa ENSPFOG00000019706
poecilia_mexicana ENSPMEG00000013977
poecilia_latipinna ENSPLAG00000005571
poecilia_reticulata ENSPREG00000009157
kryptolebias_marmoratus ENSKMAG00000010679
oryzias_latipes_asm223469v1 ENSORLG00015001711
oryzias_latipes_asm223467v1 ENSORLG00000009962
oryzias_latipes_asm223471v1 ENSORLG00020013452
oryzias_melastigma ENSOMEG00000001492
haplochromis_burtoni ENSHBUG00000015237
pundamilia_nyererei ENSPNYG00000012421
astatotilapia_calliptera ENSACLG00000019848
maylandia_zebra ENSMZEG00005017921
oreochromis_niloticus ENSONIG00000003723
neolamprologus_brichardi ENSNBRG00000021128
amphiprion_percula ENSAPEG00000007972
amphiprion_ocellaris ENSAOCG00000006762
stegastes_partitus ENSSPAG00000005394
gasterosteus_aculeatus ENSGACG00000017348
labrus_bergylta ENSLBEG00000023896
seriola_lalandi_dorsalis ENSSLDG00000016329
seriola_dumerili ENSSDUG00000016203
scophthalmus_maximus ENSSMAG00000020138
anabas_testudineus ENSATEG00000019164
hippocampus_comes ENSHCOG00000003148
mola_mola ENSMMOG00000021319
acanthochromis_polyacanthus ENSAPOG00000001987
mastacembelus_armatus ENSMAMG00000009239
monopterus_albus ENSMALG00000017766
amphilophus_citrinellus ENSACIG00000005001
periophthalmus_magnuspinnatus ENSPMGG00000023951
cynoglossus_semilaevis ENSCSEG00000017587
gadus_morhua ENSGMOG00000019735
esox_lucius ENSELUG00000005876
lepisosteus_oculatus ENSLOCG00000003002
petromyzon_marinus ENSPMAG00000000630
eptatretus_burgeri ENSEBUG00000009127
ciona_intestinalis ENSCING00000010157
ciona_savignyi ENSCSAVG00000000409
drosophila_melanogaster FBgn0030571
