bos_mutus ENSBMUG00000019353
bos_taurus ENSBTAG00000021544
bison_bison_bison ENSBBBG00000009613
capra_hircus ENSCHIG00000022065
ovis_aries ENSOARG00000020502
tursiops_truncatus ENSTTRG00000008056
sus_scrofa ENSSSCG00000030177
vicugna_pacos ENSVPAG00000002132
equus_caballus ENSECAG00000024179
equus_asinus_asinus ENSEASG00005001399
ursus_maritimus ENSUMAG00000024357
ursus_americanus ENSUAMG00000024165
ailuropoda_melanoleuca ENSAMEG00000001772
neovison_vison ENSNVIG00000016787
mustela_putorius_furo ENSMPUG00000013779
canis_lupus_familiaris ENSCAFG00000005336
canis_lupus_dingo ENSCAFG00020017662
vulpes_vulpes ENSVVUG00000008712
panthera_pardus ENSPPRG00000005080
panthera_tigris_altaica ENSPTIG00000006570
felis_catus ENSFCAG00000022345
myotis_lucifugus ENSMLUG00000003809
myotis_lucifugus ENSMLUG00000011409
pteropus_vampyrus ENSPVAG00000011448
erinaceus_europaeus ENSEEUG00000003662
sorex_araneus ENSSARG00000013397
castor_canadensis ENSCCNG00000012135
dipodomys_ordii ENSDORG00000007797
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0027353
mus_spicilegus ENSMSIG00000016430
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000028729
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0026381
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0028712
rattus_norvegicus ENSRNOG00000050287
rattus_norvegicus ENSRNOG00000045760
meriones_unguiculatus ENSMUGG00000021219
cricetulus_griseus_crigri-picr ENSCGRG00015001857
cricetulus_griseus_crigri_1.0 ENSCGRG00000007272
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001002074
mesocricetus_auratus ENSMAUG00000011372
peromyscus_maniculatus_bairdii ENSPEMG00000014135
microtus_ochrogaster ENSMOCG00000019273
nannospalax_galili ENSNGAG00000019110
jaculus_jaculus ENSJJAG00000012002
ictidomys_tridecemlineatus ENSSTOG00000004747
marmota_marmota_marmota ENSMMMG00000001428
spermophilus_dauricus ENSSDAG00000013088
urocitellus_parryii ENSUPAG00010021537
chinchilla_lanigera ENSCLAG00000002547
octodon_degus ENSODEG00000001868
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000002849
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100014766
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000010340
fukomys_damarensis ENSFDAG00000013559
cavia_aperea ENSCAPG00000011832
cavia_porcellus ENSCPOG00000005187
oryctolagus_cuniculus ENSOCUG00000005103
ochotona_princeps ENSOPRG00000016032
tupaia_belangeri ENSTBEG00000011855
saimiri_boliviensis_boliviensis ENSSBOG00000033483
cebus_capucinus_imitator ENSCCAG00000025326
callithrix_jacchus ENSCJAG00000003318
aotus_nancymaae ENSANAG00000038474
nomascus_leucogenys ENSNLEG00000013236
pongo_abelii ENSPPYG00000001456
pan_paniscus ENSPPAG00000038260
pan_troglodytes ENSPTRG00000000625
homo_sapiens ENSG00000117395
gorilla_gorilla ENSGGOG00000008724
rhinopithecus_roxellana ENSRROG00000012178
rhinopithecus_bieti ENSRBIG00000034587
colobus_angolensis_palliatus ENSCANG00000028459
piliocolobus_tephrosceles ENSPTEG00000031908
papio_anubis ENSPANG00000015351
theropithecus_gelada ENSTGEG00000025735
cercocebus_atys ENSCATG00000037761
mandrillus_leucophaeus ENSMLEG00000028431
macaca_fascicularis ENSMFAG00000037826
macaca_mulatta ENSMMUG00000002640
macaca_nemestrina ENSMNEG00000029376
chlorocebus_sabaeus ENSCSAG00000001177
carlito_syrichta ENSTSYG00000003666
prolemur_simus ENSPSMG00000006019
microcebus_murinus ENSMICG00000007000
propithecus_coquereli ENSPCOG00000023100
otolemur_garnettii ENSOGAG00000002687
otolemur_garnettii ENSOGAG00000028686
procavia_capensis ENSPCAG00000000977
echinops_telfairi ENSETEG00000002803
loxodonta_africana ENSLAFG00000018681
dasypus_novemcinctus ENSDNOG00000024715
phascolarctos_cinereus ENSPCIG00000013641
notamacropus_eugenii ENSMEUG00000010924
monodelphis_domestica ENSMODG00000011412
sarcophilus_harrisii ENSSHAG00000004300
ornithorhynchus_anatinus ENSOANG00000001141
apteryx_haastii ENSAHAG00000013102
apteryx_owenii ENSAOWG00000010252
apteryx_rowi ENSARWG00000001358
dromaius_novaehollandiae ENSDNVG00000001633
nothoprocta_perdicaria ENSNPEG00000013646
meleagris_gallopavo ENSMGAG00000009689
gallus_gallus ENSGALG00000009045
coturnix_japonica ENSCJPG00005009046
numida_meleagris ENSNMEG00000021261
anas_platyrhynchos_platyrhynchos ENSAPLG00000009109
anser_brachyrhynchus ENSABRG00000018164
junco_hyemalis ENSJHYG00000004359
zonotrichia_albicollis ENSZALG00000007559
parus_major ENSPMJG00000019481
ficedula_albicollis ENSFALG00000005658
taeniopygia_guttata ENSTGUG00000007072
lonchura_striata_domestica ENSLSDG00000011918
manacus_vitellinus ENSMVIG00005013157
serinus_canaria ENSSCAG00000014556
taeniopygia_guttata ENSTGUG00000016447
lepidothrix_coronata ENSLCOG00000001090
cyanistes_caeruleus ENSCCEG00000016155
melopsittacus_undulatus ENSMUNG00000009057
calidris_pugnax ENSCPUG00000003129
calidris_pygmaea ENSCPGG00000011041
pogona_vitticeps ENSPVIG00000022403
anolis_carolinensis ENSACAG00000013204
notechis_scutatus ENSNSUG00000015353
notechis_scutatus ENSNSUG00000015166
salvator_merianae ENSSMRG00000018427
chelonoidis_abingdonii ENSCABG00000012551
gopherus_agassizii ENSGAGG00000018237
chrysemys_picta_bellii ENSCPBG00000002595
pelodiscus_sinensis ENSPSIG00000003073
crocodylus_porosus ENSCPRG00005017264
sphenodon_punctatus ENSSPUG00000007065
xenopus_tropicalis ENSXETG00000009545
latimeria_chalumnae ENSLACG00000002362
paramormyrops_kingsleyae ENSPKIG00000011907
scleropages_formosus ENSSFOG00015000181
astyanax_mexicanus ENSAMXG00000018885
astyanax_mexicanus ENSAMXG00000042464
pygocentrus_nattereri ENSPNAG00000017674
ictalurus_punctatus ENSIPUG00000013642
danio_rerio ENSDARG00000054980
labrus_bergylta ENSLBEG00000014254
gasterosteus_aculeatus ENSGACG00000006802
xiphophorus_maculatus ENSXMAG00000011341
xiphophorus_couchianus ENSXCOG00000007104
gambusia_affinis ENSGAFG00000008885
poecilia_formosa ENSPFOG00000006385
poecilia_mexicana ENSPMEG00000000536
poecilia_latipinna ENSPLAG00000001407
poecilia_reticulata ENSPREG00000021076
fundulus_heteroclitus ENSFHEG00000001475
cyprinodon_variegatus ENSCVAG00000004152
kryptolebias_marmoratus ENSKMAG00000010961
oryzias_latipes_asm223467v1 ENSORLG00000010609
oryzias_latipes_asm223471v1 ENSORLG00020009809
oryzias_latipes_asm223469v1 ENSORLG00015005799
oryzias_melastigma ENSOMEG00000008553
seriola_dumerili ENSSDUG00000013791
seriola_lalandi_dorsalis ENSSLDG00000001599
cynoglossus_semilaevis ENSCSEG00000018795
monopterus_albus ENSMALG00000017391
mastacembelus_armatus ENSMAMG00000009561
anabas_testudineus ENSATEG00000020458
tetraodon_nigroviridis ENSTNIG00000018092
takifugu_rubripes ENSTRUG00000018483
mola_mola ENSMMOG00000001755
haplochromis_burtoni ENSHBUG00000023329
pundamilia_nyererei ENSPNYG00000017056
maylandia_zebra ENSMZEG00005018968
astatotilapia_calliptera ENSACLG00000000761
neolamprologus_brichardi ENSNBRG00000018937
oreochromis_niloticus ENSONIG00000008855
amphilophus_citrinellus ENSACIG00000011514
amphiprion_ocellaris ENSAOCG00000005324
amphiprion_percula ENSAPEG00000011835
acanthochromis_polyacanthus ENSAPOG00000011943
stegastes_partitus ENSSPAG00000005176
scophthalmus_maximus ENSSMAG00000020600
hippocampus_comes ENSHCOG00000004832
periophthalmus_magnuspinnatus ENSPMGG00000010627
gadus_morhua ENSGMOG00000004150
esox_lucius ENSELUG00000021634
lepisosteus_oculatus ENSLOCG00000006438
eptatretus_burgeri ENSEBUG00000011134
ciona_savignyi ENSCSAVG00000004452
ciona_intestinalis ENSCING00000013374
drosophila_melanogaster FBgn0039828
caenorhabditis_elegans_strain_n2 WBGene00015941
saccharomyces_cerevisiae_strain_s288c YKL172W
