myotis_lucifugus ENSMLUG00000012420
pteropus_vampyrus ENSPVAG00000010660
ursus_americanus ENSUAMG00000000523
ursus_maritimus ENSUMAG00000005472
ailuropoda_melanoleuca ENSAMEG00000013720
vulpes_vulpes ENSVVUG00000026548
canis_lupus_dingo ENSCAFG00020008133
mustela_putorius_furo ENSMPUG00000013777
neovison_vison ENSNVIG00000013873
panthera_tigris_altaica ENSPTIG00000005844
panthera_pardus ENSPPRG00000021295
felis_catus ENSFCAG00000006413
bos_mutus ENSBMUG00000023909
bos_taurus ENSBTAG00000010352
bison_bison_bison ENSBBBG00000001742
capra_hircus ENSCHIG00000025707
ovis_aries ENSOARG00000016647
tursiops_truncatus ENSTTRG00000000427
sus_scrofa ENSSSCG00000037484
equus_asinus_asinus ENSEASG00005001048
equus_caballus ENSECAG00000000522
ictidomys_tridecemlineatus ENSSTOG00000005992
marmota_marmota_marmota ENSMMMG00000024451
urocitellus_parryii ENSUPAG00010016871
spermophilus_dauricus ENSSDAG00000014961
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100014260
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000016993
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100013222
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000017051
fukomys_damarensis ENSFDAG00000009345
cavia_porcellus ENSCPOG00000036576
cavia_aperea ENSCAPG00000005813
chinchilla_lanigera ENSCLAG00000010814
castor_canadensis ENSCCNG00000008549
dipodomys_ordii ENSDORG00000000147
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0019860
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000023387
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0018982
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0029996
rattus_norvegicus ENSRNOG00000006422
meriones_unguiculatus ENSMUGG00000019367
cricetulus_griseus_crigri_1.0 ENSCGRG00000000470
