gopherus_agassizii ENSGAGG00000010952
chelonoidis_abingdonii ENSCABG00000001182
chrysemys_picta_bellii ENSCPBG00000023069
pelodiscus_sinensis ENSPSIG00000009059
crocodylus_porosus ENSCPRG00005018960
anolis_carolinensis ENSACAG00000015819
pogona_vitticeps ENSPVIG00000024600
notechis_scutatus ENSNSUG00000005401
salvator_merianae ENSSMRG00000015708
sphenodon_punctatus ENSSPUG00000011671
taeniopygia_guttata ENSTGUG00000010585
lonchura_striata_domestica ENSLSDG00000006739
serinus_canaria ENSSCAG00000004213
junco_hyemalis ENSJHYG00000006275
zonotrichia_albicollis ENSZALG00000006541
ficedula_albicollis ENSFALG00000012864
cyanistes_caeruleus ENSCCEG00000006168
parus_major ENSPMJG00000007958
manacus_vitellinus ENSMVIG00005017983
lepidothrix_coronata ENSLCOG00000000427
calidris_pygmaea ENSCPGG00000018905
calidris_pugnax ENSCPUG00000015350
melopsittacus_undulatus ENSMUNG00000000860
coturnix_japonica ENSCJPG00005013646
meleagris_gallopavo ENSMGAG00000012576
gallus_gallus ENSGALG00000038556
numida_meleagris ENSNMEG00000011809
anser_brachyrhynchus ENSABRG00000002556
apteryx_rowi ENSARWG00000018030
apteryx_owenii ENSAOWG00000010350
dromaius_novaehollandiae ENSDNVG00000011414
nothoprocta_perdicaria ENSNPEG00000012418
apteryx_haastii ENSAHAG00000001620
bos_mutus ENSBMUG00000008981
bos_taurus ENSBTAG00000030258
bison_bison_bison ENSBBBG00000020284
capra_hircus ENSCHIG00000016846
ovis_aries ENSOARG00000013750
tursiops_truncatus ENSTTRG00000004775
sus_scrofa ENSSSCG00000026108
ursus_maritimus ENSUMAG00000015557
ursus_americanus ENSUAMG00000020467
ailuropoda_melanoleuca ENSAMEG00000010010
neovison_vison ENSNVIG00000002808
mustela_putorius_furo ENSMPUG00000012763
canis_lupus_dingo ENSCAFG00020003834
canis_lupus_familiaris ENSCAFG00000001501
vulpes_vulpes ENSVVUG00000023724
panthera_pardus ENSPPRG00000024224
panthera_tigris_altaica ENSPTIG00000017931
felis_catus ENSFCAG00000006696
myotis_lucifugus ENSMLUG00000011303
pteropus_vampyrus ENSPVAG00000010092
equus_asinus_asinus ENSEASG00005018838
equus_caballus ENSECAG00000030220
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000049521
mus_spicilegus ENSMSIG00000021555
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0020891
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0019993
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0019995
rattus_norvegicus ENSRNOG00000008517
meriones_unguiculatus ENSMUGG00000019704
cricetulus_griseus_crigri-picr ENSCGRG00015001818
cricetulus_griseus_crigri_1.0 ENSCGRG00000012047
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001023690
microtus_ochrogaster ENSMOCG00000019173
peromyscus_maniculatus_bairdii ENSPEMG00000000350
nannospalax_galili ENSNGAG00000019422
jaculus_jaculus ENSJJAG00000006899
castor_canadensis ENSCCNG00000020444
dipodomys_ordii ENSDORG00000025497
cavia_porcellus ENSCPOG00000040019
cavia_aperea ENSCAPG00000008854
chinchilla_lanigera ENSCLAG00000016887
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100010408
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000018204
fukomys_damarensis ENSFDAG00000010467
octodon_degus ENSODEG00000010868
urocitellus_parryii ENSUPAG00010004514
marmota_marmota_marmota ENSMMMG00000014997
oryctolagus_cuniculus ENSOCUG00000021996
ochotona_princeps ENSOPRG00000013239
pan_paniscus ENSPPAG00000033535
pan_troglodytes ENSPTRG00000014337
homo_sapiens ENSG00000128283
gorilla_gorilla ENSGGOG00000003759
pongo_abelii ENSPPYG00000011795
nomascus_leucogenys ENSNLEG00000028966
mandrillus_leucophaeus ENSMLEG00000040132
papio_anubis ENSPANG00000025198
macaca_fascicularis ENSMFAG00000031899
macaca_nemestrina ENSMNEG00000041315
macaca_mulatta ENSMMUG00000002868
theropithecus_gelada ENSTGEG00000013326
cercocebus_atys ENSCATG00000043788
chlorocebus_sabaeus ENSCSAG00000007367
piliocolobus_tephrosceles ENSPTEG00000021347
colobus_angolensis_palliatus ENSCANG00000036113
rhinopithecus_roxellana ENSRROG00000045238
rhinopithecus_bieti ENSRBIG00000042228
saimiri_boliviensis_boliviensis ENSSBOG00000015025
cebus_capucinus_imitator ENSCCAG00000019286
callithrix_jacchus ENSCJAG00000000527
aotus_nancymaae ENSANAG00000024367
carlito_syrichta ENSTSYG00000029335
prolemur_simus ENSPSMG00000015207
propithecus_coquereli ENSPCOG00000018313
microcebus_murinus ENSMICG00000031148
otolemur_garnettii ENSOGAG00000002347
otolemur_garnettii ENSOGAG00000025718
dasypus_novemcinctus ENSDNOG00000045922
loxodonta_africana ENSLAFG00000029327
procavia_capensis ENSPCAG00000008632
echinops_telfairi ENSETEG00000019793
monodelphis_domestica ENSMODG00000000546
sarcophilus_harrisii ENSSHAG00000016394
phascolarctos_cinereus ENSPCIG00000000578
ornithorhynchus_anatinus ENSOANG00000009772
xenopus_tropicalis ENSXETG00000033182
latimeria_chalumnae ENSLACG00000005938
scleropages_formosus ENSSFOG00015012068
paramormyrops_kingsleyae ENSPKIG00000008176
monopterus_albus ENSMALG00000001080
hippocampus_comes ENSHCOG00000006572
cyprinodon_variegatus ENSCVAG00000010152
mola_mola ENSMMOG00000002794
cynoglossus_semilaevis ENSCSEG00000006970
gasterosteus_aculeatus ENSGACG00000007443
takifugu_rubripes ENSTRUG00000010699
seriola_dumerili ENSSDUG00000015934
seriola_lalandi_dorsalis ENSSLDG00000024981
scophthalmus_maximus ENSSMAG00000005621
anabas_testudineus ENSATEG00000008560
mastacembelus_armatus ENSMAMG00000007683
xiphophorus_couchianus ENSXCOG00000016007
xiphophorus_maculatus ENSXMAG00000023037
gambusia_affinis ENSGAFG00000017606
poecilia_latipinna ENSPLAG00000001012
poecilia_mexicana ENSPMEG00000019373
poecilia_reticulata ENSPREG00000017251
poecilia_formosa ENSPFOG00000000067
fundulus_heteroclitus ENSFHEG00000005236
kryptolebias_marmoratus ENSKMAG00000014531
oryzias_latipes_asm223467v1 ENSORLG00000027921
oryzias_latipes_asm223471v1 ENSORLG00020007362
oryzias_melastigma ENSOMEG00000006157
astatotilapia_calliptera ENSACLG00000015628
maylandia_zebra ENSMZEG00005005919
pundamilia_nyererei ENSPNYG00000003621
neolamprologus_brichardi ENSNBRG00000002871
haplochromis_burtoni ENSHBUG00000022448
amphilophus_citrinellus ENSACIG00000001975
amphiprion_percula ENSAPEG00000012721
amphiprion_ocellaris ENSAOCG00000003285
acanthochromis_polyacanthus ENSAPOG00000002657
stegastes_partitus ENSSPAG00000019975
tetraodon_nigroviridis ENSTNIG00000004047
labrus_bergylta ENSLBEG00000010353
periophthalmus_magnuspinnatus ENSPMGG00000003592
gadus_morhua ENSGMOG00000019830
esox_lucius ENSELUG00000008139
astyanax_mexicanus ENSAMXG00000013446
pygocentrus_nattereri ENSPNAG00000026519
danio_rerio ENSDARG00000077792
paramormyrops_kingsleyae ENSPKIG00000002717
scleropages_formosus ENSSFOG00015013240
scophthalmus_maximus ENSSMAG00000007439
cynoglossus_semilaevis ENSCSEG00000019772
hippocampus_comes ENSHCOG00000010449
fundulus_heteroclitus ENSFHEG00000022325
cyprinodon_variegatus ENSCVAG00000023204
kryptolebias_marmoratus ENSKMAG00000021965
oryzias_latipes_asm223471v1 ENSORLG00020007015
oryzias_latipes_asm223469v1 ENSORLG00015005834
oryzias_latipes_asm223467v1 ENSORLG00000023451
oryzias_melastigma ENSOMEG00000008321
