pteropus_vampyrus ENSPVAG00000013225
myotis_lucifugus ENSMLUG00000007075
equus_asinus_asinus ENSEASG00005015089
equus_asinus_asinus ENSEASG00005015092
equus_caballus ENSECAG00000012844
bison_bison_bison ENSBBBG00000020935
panthera_tigris_altaica ENSPTIG00000000327
panthera_pardus ENSPPRG00000016760
felis_catus ENSFCAG00000002053
neovison_vison ENSNVIG00000015067
gorilla_gorilla ENSGGOG00000028318
homo_sapiens ENSG00000243414
pan_troglodytes ENSPTRG00000049062
pan_paniscus ENSPPAG00000003139
nomascus_leucogenys ENSNLEG00000011774
macaca_nemestrina ENSMNEG00000023039
macaca_fascicularis ENSMFAG00000019091
mandrillus_leucophaeus ENSMLEG00000027424
cercocebus_atys ENSCATG00000023132
theropithecus_gelada ENSTGEG00000011457
papio_anubis ENSPANG00000019435
chlorocebus_sabaeus ENSCSAG00000000512
piliocolobus_tephrosceles ENSPTEG00000037165
colobus_angolensis_palliatus ENSCANG00000037980
rhinopithecus_bieti ENSRBIG00000001979
rhinopithecus_roxellana ENSRROG00000014655
cebus_capucinus_imitator ENSCCAG00000003996
callithrix_jacchus ENSCJAG00000045923
aotus_nancymaae ENSANAG00000014623
prolemur_simus ENSPSMG00000025387
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100021279
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000021243
ictidomys_tridecemlineatus ENSSTOG00000021613
choloepus_hoffmanni ENSCHOG00000013076
procavia_capensis ENSPCAG00000016339
anolis_carolinensis ENSACAG00000028497
latimeria_chalumnae ENSLACG00000017601
astyanax_mexicanus ENSAMXG00000025274
pygocentrus_nattereri ENSPNAG00000016462
ictalurus_punctatus ENSIPUG00000024988
danio_rerio ENSDARG00000102493
amphiprion_ocellaris ENSAOCG00000012316
amphiprion_percula ENSAPEG00000010604
acanthochromis_polyacanthus ENSAPOG00000024294
stegastes_partitus ENSSPAG00000023223
kryptolebias_marmoratus ENSKMAG00000005316
scophthalmus_maximus ENSSMAG00000001531
cynoglossus_semilaevis ENSCSEG00000014878
seriola_lalandi_dorsalis ENSSLDG00000023309
seriola_dumerili ENSSDUG00000016955
maylandia_zebra ENSMZEG00005018657
astatotilapia_calliptera ENSACLG00000001230
haplochromis_burtoni ENSHBUG00000022857
pundamilia_nyererei ENSPNYG00000008019
oreochromis_niloticus ENSONIG00000010091
neolamprologus_brichardi ENSNBRG00000018724
amphilophus_citrinellus ENSACIG00000021315
cyprinodon_variegatus ENSCVAG00000000166
fundulus_heteroclitus ENSFHEG00000018215
xiphophorus_maculatus ENSXMAG00000022282
xiphophorus_couchianus ENSXCOG00000008296
gambusia_affinis ENSGAFG00000009115
poecilia_formosa ENSPFOG00000005071
poecilia_formosa ENSPFOG00000005075
poecilia_mexicana ENSPMEG00000004418
poecilia_mexicana ENSPMEG00000004424
poecilia_latipinna ENSPLAG00000002322
poecilia_reticulata ENSPREG00000016009
mastacembelus_armatus ENSMAMG00000010796
monopterus_albus ENSMALG00000019258
anabas_testudineus ENSATEG00000014207
hippocampus_comes ENSHCOG00000000987
takifugu_rubripes ENSTRUG00000014679
tetraodon_nigroviridis ENSTNIG00000001099
mola_mola ENSMMOG00000011652
oryzias_latipes_asm223467v1 ENSORLG00000021837
oryzias_latipes_asm223471v1 ENSORLG00020015895
oryzias_latipes_asm223469v1 ENSORLG00015015953
oryzias_melastigma ENSOMEG00000022468
periophthalmus_magnuspinnatus ENSPMGG00000014664
esox_lucius ENSELUG00000006060
scleropages_formosus ENSSFOG00015018422
paramormyrops_kingsleyae ENSPKIG00000013407
lepisosteus_oculatus ENSLOCG00000000094
