gopherus_agassizii ENSGAGG00000009138
chelonoidis_abingdonii ENSCABG00000016162
pelodiscus_sinensis ENSPSIG00000011126
crocodylus_porosus ENSCPRG00005017534
sphenodon_punctatus ENSSPUG00000013773
anas_platyrhynchos_platyrhynchos ENSAPLG00000014809
anser_brachyrhynchus ENSABRG00000010914
gallus_gallus ENSGALG00000028762
meleagris_gallopavo ENSMGAG00000011924
coturnix_japonica ENSCJPG00005017289
numida_meleagris ENSNMEG00000020131
lepidothrix_coronata ENSLCOG00000016374
manacus_vitellinus ENSMVIG00005011083
taeniopygia_guttata ENSTGUG00000011531
taeniopygia_guttata ENSTGUG00000011526
lonchura_striata_domestica ENSLSDG00000010752
ficedula_albicollis ENSFALG00000005189
parus_major ENSPMJG00000015067
cyanistes_caeruleus ENSCCEG00000014617
taeniopygia_guttata ENSTGUG00000014391
serinus_canaria ENSSCAG00000012478
zonotrichia_albicollis ENSZALG00000006732
calidris_pugnax ENSCPUG00000007602
calidris_pygmaea ENSCPGG00000007568
apteryx_owenii ENSAOWG00000001474
apteryx_haastii ENSAHAG00000014371
apteryx_rowi ENSARWG00000002341
nothoprocta_perdicaria ENSNPEG00000008208
anolis_carolinensis ENSACAG00000005878
notechis_scutatus ENSNSUG00000017684
salvator_merianae ENSSMRG00000009495
ornithorhynchus_anatinus ENSOANG00000029365
ornithorhynchus_anatinus ENSOANG00000003024
ornithorhynchus_anatinus ENSOANG00000030641
pan_paniscus ENSPPAG00000027132
pan_troglodytes ENSPTRG00000006471
gorilla_gorilla ENSGGOG00000015342
homo_sapiens ENSG00000072121
pongo_abelii ENSPPYG00000005930
nomascus_leucogenys ENSNLEG00000000876
papio_anubis ENSPANG00000020777
theropithecus_gelada ENSTGEG00000018720
cercocebus_atys ENSCATG00000019935
mandrillus_leucophaeus ENSMLEG00000040247
macaca_fascicularis ENSMFAG00000036640
macaca_mulatta ENSMMUG00000015871
macaca_nemestrina ENSMNEG00000039314
chlorocebus_sabaeus ENSCSAG00000013208
piliocolobus_tephrosceles ENSPTEG00000034552
colobus_angolensis_palliatus ENSCANG00000038855
rhinopithecus_bieti ENSRBIG00000029489
rhinopithecus_roxellana ENSRROG00000010146
cebus_capucinus_imitator ENSCCAG00000037239
saimiri_boliviensis_boliviensis ENSSBOG00000035959
callithrix_jacchus ENSCJAG00000015147
aotus_nancymaae ENSANAG00000031196
carlito_syrichta ENSTSYG00000007142
propithecus_coquereli ENSPCOG00000027084
microcebus_murinus ENSMICG00000010864
prolemur_simus ENSPSMG00000011576
otolemur_garnettii ENSOGAG00000010881
tupaia_belangeri ENSTBEG00000016957
chinchilla_lanigera ENSCLAG00000004494
octodon_degus ENSODEG00000013072
cavia_porcellus ENSCPOG00000010736
cavia_aperea ENSCAPG00000017807
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100019090
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000017845
fukomys_damarensis ENSFDAG00000008129
urocitellus_parryii ENSUPAG00010012147
spermophilus_dauricus ENSSDAG00000000299
ictidomys_tridecemlineatus ENSSTOG00000015785
marmota_marmota_marmota ENSMMMG00000000229
castor_canadensis ENSCCNG00000012953
dipodomys_ordii ENSDORG00000010784
mus_spicilegus ENSMSIG00000015322
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0018736
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000066440
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0017891
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0029647
rattus_norvegicus ENSRNOG00000059875
meriones_unguiculatus ENSMUGG00000026381
meriones_unguiculatus ENSMUGG00000026313
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001007545
cricetulus_griseus_crigri-picr ENSCGRG00015028006
cricetulus_griseus_crigri_1.0 ENSCGRG00000008816
mesocricetus_auratus ENSMAUG00000007697
microtus_ochrogaster ENSMOCG00000015283
peromyscus_maniculatus_bairdii ENSPEMG00000018157
nannospalax_galili ENSNGAG00000018266
jaculus_jaculus ENSJJAG00000019092
oryctolagus_cuniculus ENSOCUG00000000593
ochotona_princeps ENSOPRG00000004691
pteropus_vampyrus ENSPVAG00000011678
myotis_lucifugus ENSMLUG00000004503
ursus_americanus ENSUAMG00000019890
ursus_maritimus ENSUMAG00000010212
ailuropoda_melanoleuca ENSAMEG00000014294
mustela_putorius_furo ENSMPUG00000007223
neovison_vison ENSNVIG00000009397
canis_lupus_dingo ENSCAFG00020005996
canis_lupus_familiaris ENSCAFG00000016464
vulpes_vulpes ENSVVUG00000001141
panthera_pardus ENSPPRG00000012380
panthera_tigris_altaica ENSPTIG00000019232
felis_catus ENSFCAG00000007653
capra_hircus ENSCHIG00000020708
ovis_aries ENSOARG00000021174
bison_bison_bison ENSBBBG00000008688
bos_mutus ENSBMUG00000012670
bos_taurus ENSBTAG00000014334
tursiops_truncatus ENSTTRG00000015457
sus_scrofa ENSSSCG00000002298
vicugna_pacos ENSVPAG00000010469
equus_asinus_asinus ENSEASG00005008749
equus_caballus ENSECAG00000017584
erinaceus_europaeus ENSEEUG00000008008
sorex_araneus ENSSARG00000001247
dasypus_novemcinctus ENSDNOG00000034723
choloepus_hoffmanni ENSCHOG00000009334
loxodonta_africana ENSLAFG00000032065
loxodonta_africana ENSLAFG00000014373
procavia_capensis ENSPCAG00000013585
echinops_telfairi ENSETEG00000010664
phascolarctos_cinereus ENSPCIG00000023415
notamacropus_eugenii ENSMEUG00000000233
sarcophilus_harrisii ENSSHAG00000012572
monodelphis_domestica ENSMODG00000010077
xenopus_tropicalis ENSXETG00000007653
latimeria_chalumnae ENSLACG00000017663
scophthalmus_maximus ENSSMAG00000009856
cynoglossus_semilaevis ENSCSEG00000008987
seriola_dumerili ENSSDUG00000018124
seriola_lalandi_dorsalis ENSSLDG00000010028
monopterus_albus ENSMALG00000020546
mastacembelus_armatus ENSMAMG00000000169
anabas_testudineus ENSATEG00000020828
gasterosteus_aculeatus ENSGACG00000012287
mola_mola ENSMMOG00000009085
tetraodon_nigroviridis ENSTNIG00000018668
takifugu_rubripes ENSTRUG00000025272
periophthalmus_magnuspinnatus ENSPMGG00000001762
amphiprion_percula ENSAPEG00000007812
amphiprion_ocellaris ENSAOCG00000013910
stegastes_partitus ENSSPAG00000010876
astatotilapia_calliptera ENSACLG00000027436
maylandia_zebra ENSMZEG00005011121
haplochromis_burtoni ENSHBUG00000013232
pundamilia_nyererei ENSPNYG00000022433
neolamprologus_brichardi ENSNBRG00000003219
oreochromis_niloticus ENSONIG00000019620
amphilophus_citrinellus ENSACIG00000019397
fundulus_heteroclitus ENSFHEG00000005133
cyprinodon_variegatus ENSCVAG00000022041
xiphophorus_maculatus ENSXMAG00000014723
xiphophorus_couchianus ENSXCOG00000004374
gambusia_affinis ENSGAFG00000018070
poecilia_mexicana ENSPMEG00000024466
poecilia_latipinna ENSPLAG00000018508
poecilia_formosa ENSPFOG00000017711
poecilia_reticulata ENSPREG00000009462
kryptolebias_marmoratus ENSKMAG00000016120
oryzias_latipes_asm223467v1 ENSORLG00000009842
oryzias_latipes_asm223471v1 ENSORLG00020002577
oryzias_melastigma ENSOMEG00000022325
hippocampus_comes ENSHCOG00000018296
gadus_morhua ENSGMOG00000013860
esox_lucius ENSELUG00000021714
pygocentrus_nattereri ENSPNAG00000013325
