fundulus_heteroclitus ENSFHEG00000014012
cyprinodon_variegatus ENSCVAG00000012493
poecilia_formosa ENSPFOG00000016184
poecilia_latipinna ENSPLAG00000017595
poecilia_mexicana ENSPMEG00000001779
poecilia_reticulata ENSPREG00000013552
xiphophorus_maculatus ENSXMAG00000006311
xiphophorus_couchianus ENSXCOG00000004390
gambusia_affinis ENSGAFG00000016391
tetraodon_nigroviridis ENSTNIG00000007152
takifugu_rubripes ENSTRUG00000025968
cynoglossus_semilaevis ENSCSEG00000000709
monopterus_albus ENSMALG00000014208
mastacembelus_armatus ENSMAMG00000007636
anabas_testudineus ENSATEG00000008593
seriola_lalandi_dorsalis ENSSLDG00000019642
seriola_dumerili ENSSDUG00000022551
mola_mola ENSMMOG00000014440
labrus_bergylta ENSLBEG00000000997
scophthalmus_maximus ENSSMAG00000003525
maylandia_zebra ENSMZEG00005010913
astatotilapia_calliptera ENSACLG00000026955
haplochromis_burtoni ENSHBUG00000011037
pundamilia_nyererei ENSPNYG00000021786
neolamprologus_brichardi ENSNBRG00000016513
amphilophus_citrinellus ENSACIG00000015268
amphiprion_ocellaris ENSAOCG00000024303
amphiprion_percula ENSAPEG00000023463
acanthochromis_polyacanthus ENSAPOG00000016041
stegastes_partitus ENSSPAG00000008377
kryptolebias_marmoratus ENSKMAG00000004276
gasterosteus_aculeatus ENSGACG00000003901
oryzias_melastigma ENSOMEG00000006976
oryzias_melastigma ENSOMEG00000001589
oryzias_latipes_asm223471v1 ENSORLG00020001353
oryzias_latipes_asm223467v1 ENSORLG00000025870
oryzias_latipes_asm223469v1 ENSORLG00015020223
hippocampus_comes ENSHCOG00000006209
gadus_morhua ENSGMOG00000007610
esox_lucius ENSELUG00000023886
periophthalmus_magnuspinnatus ENSPMGG00000015571
pygocentrus_nattereri ENSPNAG00000022723
pygocentrus_nattereri ENSPNAG00000004197
ictalurus_punctatus ENSIPUG00000002081
danio_rerio ENSDARG00000069099
paramormyrops_kingsleyae ENSPKIG00000011236
scleropages_formosus ENSSFOG00015022384
lepisosteus_oculatus ENSLOCG00000006070
chelonoidis_abingdonii ENSCABG00000018596
gopherus_agassizii ENSGAGG00000013421
chrysemys_picta_bellii ENSCPBG00000014757
pelodiscus_sinensis ENSPSIG00000017529
gallus_gallus ENSGALG00000033460
meleagris_gallopavo ENSMGAG00000003509
coturnix_japonica ENSCJPG00005021433
numida_meleagris ENSNMEG00000001048
anser_brachyrhynchus ENSABRG00000022722
anas_platyrhynchos_platyrhynchos ENSAPLG00000008558
junco_hyemalis ENSJHYG00000010707
zonotrichia_albicollis ENSZALG00000006115
cyanistes_caeruleus ENSCCEG00000008248
calidris_pugnax ENSCPUG00000019975
manacus_vitellinus ENSMVIG00005014618
calidris_pygmaea ENSCPGG00000008016
melopsittacus_undulatus ENSMUNG00000013000
serinus_canaria ENSSCAG00000002183
lonchura_striata_domestica ENSLSDG00000009615
parus_major ENSPMJG00000010593
ficedula_albicollis ENSFALG00000007966
lepidothrix_coronata ENSLCOG00000001027
apteryx_rowi ENSARWG00000004584
apteryx_haastii ENSAHAG00000004437
nothoprocta_perdicaria ENSNPEG00000014736
dromaius_novaehollandiae ENSDNVG00000015925
sphenodon_punctatus ENSSPUG00000017581
phascolarctos_cinereus ENSPCIG00000009465
notamacropus_eugenii ENSMEUG00000011045
sarcophilus_harrisii ENSSHAG00000016602
monodelphis_domestica ENSMODG00000001335
mus_spicilegus ENSMSIG00000018533
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0015629
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000052428
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0014823
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0028060
rattus_norvegicus ENSRNOG00000003928
meriones_unguiculatus ENSMUGG00000013001
cricetulus_griseus_crigri_1.0 ENSCGRG00000014124
cricetulus_griseus_crigri-picr ENSCGRG00015007837
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001024372
mesocricetus_auratus ENSMAUG00000014853
peromyscus_maniculatus_bairdii ENSPEMG00000008521
microtus_ochrogaster ENSMOCG00000000235
nannospalax_galili ENSNGAG00000011588
dipodomys_ordii ENSDORG00000024383
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100010877
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000004945
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100001524
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000004555
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000010695
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100000528
fukomys_damarensis ENSFDAG00000020048
cavia_porcellus ENSCPOG00000013728
chinchilla_lanigera ENSCLAG00000004923
microcebus_murinus ENSMICG00000004363
prolemur_simus ENSPSMG00000004579
otolemur_garnettii ENSOGAG00000011784
propithecus_coquereli ENSPCOG00000025294
cebus_capucinus_imitator ENSCCAG00000026618
callithrix_jacchus ENSCJAG00000004561
saimiri_boliviensis_boliviensis ENSSBOG00000033156
aotus_nancymaae ENSANAG00000021952
pan_troglodytes ENSPTRG00000001618
pan_paniscus ENSPPAG00000033973
homo_sapiens ENSG00000143183
gorilla_gorilla ENSGGOG00000041829
pongo_abelii ENSPPYG00000000565
nomascus_leucogenys ENSNLEG00000014731
macaca_fascicularis ENSMFAG00000002927
macaca_nemestrina ENSMNEG00000029465
mandrillus_leucophaeus ENSMLEG00000043477
theropithecus_gelada ENSTGEG00000009158
cercocebus_atys ENSCATG00000032184
chlorocebus_sabaeus ENSCSAG00000010765
piliocolobus_tephrosceles ENSPTEG00000022101
jaculus_jaculus ENSJJAG00000013455
sorex_araneus ENSSARG00000007397
sus_scrofa ENSSSCG00000037314
canis_lupus_dingo ENSCAFG00020014883
octodon_degus ENSODEG00000006261
cavia_aperea ENSCAPG00000013988
castor_canadensis ENSCCNG00000001415
rhinopithecus_roxellana ENSRROG00000033909
rhinopithecus_bieti ENSRBIG00000027564
colobus_angolensis_palliatus ENSCANG00000032280
macaca_mulatta ENSMMUG00000005585
papio_anubis ENSPANG00000032900
equus_caballus ENSECAG00000000450
dasypus_novemcinctus ENSDNOG00000007020
echinops_telfairi ENSETEG00000009382
loxodonta_africana ENSLAFG00000015073
procavia_capensis ENSPCAG00000013050
choloepus_hoffmanni ENSCHOG00000012997
oryctolagus_cuniculus ENSOCUG00000008441
ochotona_princeps ENSOPRG00000000543
ursus_maritimus ENSUMAG00000022711
ursus_americanus ENSUAMG00000013608
ailuropoda_melanoleuca ENSAMEG00000006712
mustela_putorius_furo ENSMPUG00000003860
neovison_vison ENSNVIG00000017134
canis_lupus_familiaris ENSCAFG00000013472
canis_lupus_dingo ENSCAFG00020002036
panthera_pardus ENSPPRG00000009653
panthera_tigris_altaica ENSPTIG00000020270
felis_catus ENSFCAG00000029341
equus_asinus_asinus ENSEASG00005010481
