mus_spicilegus ENSMSIG00000001888
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000073747
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0027590
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0026610
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0028943
rattus_norvegicus ENSRNOG00000037191
meriones_unguiculatus ENSMUGG00000019995
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001023657
cricetulus_griseus_crigri-picr ENSCGRG00015017754
cricetulus_griseus_crigri_1.0 ENSCGRG00000016333
mesocricetus_auratus ENSMAUG00000018467
microtus_ochrogaster ENSMOCG00000010562
peromyscus_maniculatus_bairdii ENSPEMG00000014772
castor_canadensis ENSCCNG00000023256
urocitellus_parryii ENSUPAG00010021555
otolemur_garnettii ENSOGAG00000028233
bison_bison_bison ENSBBBG00000001444
bos_mutus ENSBMUG00000016246
ovis_aries ENSOARG00000005085
loxodonta_africana ENSLAFG00000027598
sarcophilus_harrisii ENSSHAG00000009858
ornithorhynchus_anatinus ENSOANG00000020266
