amphiprion_ocellaris ENSAOCG00000002523
amphiprion_percula ENSAPEG00000020513
acanthochromis_polyacanthus ENSAPOG00000017888
stegastes_partitus ENSSPAG00000017497
poecilia_formosa ENSPFOG00000001069
poecilia_latipinna ENSPLAG00000000283
poecilia_mexicana ENSPMEG00000010217
poecilia_reticulata ENSPREG00000001060
xiphophorus_maculatus ENSXMAG00000008755
xiphophorus_couchianus ENSXCOG00000005068
gambusia_affinis ENSGAFG00000014963
cyprinodon_variegatus ENSCVAG00000008270
kryptolebias_marmoratus ENSKMAG00000006787
oryzias_latipes_asm223471v1 ENSORLG00020011767
oryzias_latipes_asm223469v1 ENSORLG00015009526
oryzias_latipes_asm223467v1 ENSORLG00000005756
oryzias_melastigma ENSOMEG00000008804
pundamilia_nyererei ENSPNYG00000019389
haplochromis_burtoni ENSHBUG00000016339
astatotilapia_calliptera ENSACLG00000020679
maylandia_zebra ENSMZEG00005003958
neolamprologus_brichardi ENSNBRG00000005619
oreochromis_niloticus ENSONIG00000013562
amphilophus_citrinellus ENSACIG00000000942
monopterus_albus ENSMALG00000018430
mastacembelus_armatus ENSMAMG00000008353
anabas_testudineus ENSATEG00000016518
scophthalmus_maximus ENSSMAG00000017163
cynoglossus_semilaevis ENSCSEG00000016699
seriola_dumerili ENSSDUG00000021543
seriola_lalandi_dorsalis ENSSLDG00000023873
hippocampus_comes ENSHCOG00000001455
takifugu_rubripes ENSTRUG00000003850
tetraodon_nigroviridis ENSTNIG00000013827
mola_mola ENSMMOG00000014189
labrus_bergylta ENSLBEG00000016959
gasterosteus_aculeatus ENSGACG00000019844
periophthalmus_magnuspinnatus ENSPMGG00000008896
gadus_morhua ENSGMOG00000017482
esox_lucius ENSELUG00000001765
paramormyrops_kingsleyae ENSPKIG00000025107
scleropages_formosus ENSSFOG00015007827
pygocentrus_nattereri ENSPNAG00000019645
astyanax_mexicanus ENSAMXG00000036313
ictalurus_punctatus ENSIPUG00000003735
danio_rerio ENSDARG00000040224
xenopus_tropicalis ENSXETG00000032376
