propithecus_coquereli ENSPCOG00000026934
microcebus_murinus ENSMICG00000038221
otolemur_garnettii ENSOGAG00000028946
mustela_putorius_furo ENSMPUG00000007175
neovison_vison ENSNVIG00000003584
ailuropoda_melanoleuca ENSAMEG00000016094
panthera_pardus ENSPPRG00000020533
panthera_tigris_altaica ENSPTIG00000007318
felis_catus ENSFCAG00000022238
bos_mutus ENSBMUG00000020776
bos_taurus ENSBTAG00000008985
bison_bison_bison ENSBBBG00000016933
ovis_aries ENSOARG00000019516
capra_hircus ENSCHIG00000007923
sus_scrofa ENSSSCG00000027224
macaca_nemestrina ENSMNEG00000002934
macaca_mulatta ENSMMUG00000038295
macaca_fascicularis ENSMFAG00000003400
theropithecus_gelada ENSTGEG00000012071
mandrillus_leucophaeus ENSMLEG00000027389
cercocebus_atys ENSCATG00000015029
papio_anubis ENSPANG00000011314
pan_troglodytes ENSPTRG00000012025
pan_paniscus ENSPPAG00000036116
homo_sapiens ENSG00000169564
gorilla_gorilla ENSGGOG00000028130
nomascus_leucogenys ENSNLEG00000018722
pongo_abelii ENSPPYG00000012328
rhinopithecus_roxellana ENSRROG00000009684
rhinopithecus_roxellana ENSRROG00000012514
colobus_angolensis_palliatus ENSCANG00000032470
colobus_angolensis_palliatus ENSCANG00000018039
piliocolobus_tephrosceles ENSPTEG00000017784
prolemur_simus ENSPSMG00000017873
aotus_nancymaae ENSANAG00000033377
aotus_nancymaae ENSANAG00000026989
aotus_nancymaae ENSANAG00000026077
cebus_capucinus_imitator ENSCCAG00000019842
callithrix_jacchus ENSCJAG00000038388
aotus_nancymaae ENSANAG00000031745
saimiri_boliviensis_boliviensis ENSSBOG00000035309
cebus_capucinus_imitator ENSCCAG00000029186
aotus_nancymaae ENSANAG00000027108
aotus_nancymaae ENSANAG00000022494
aotus_nancymaae ENSANAG00000019364
colobus_angolensis_palliatus ENSCANG00000033810
piliocolobus_tephrosceles ENSPTEG00000031924
tupaia_belangeri ENSTBEG00000015706
ovis_aries ENSOARG00000010559
aotus_nancymaae ENSANAG00000023938
chlorocebus_sabaeus ENSCSAG00000019441
urocitellus_parryii ENSUPAG00010005484
ictidomys_tridecemlineatus ENSSTOG00000026002
marmota_marmota_marmota ENSMMMG00000004939
spermophilus_dauricus ENSSDAG00000021899
dipodomys_ordii ENSDORG00000008216
oryctolagus_cuniculus ENSOCUG00000003634
cavia_porcellus ENSCPOG00000013511
octodon_degus ENSODEG00000000263
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100019620
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000020243
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000020345
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100019761
fukomys_damarensis ENSFDAG00000019637
mesocricetus_auratus ENSMAUG00000009843
microtus_ochrogaster ENSMOCG00000008102
peromyscus_maniculatus_bairdii ENSPEMG00000027674
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0029609
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000051695
mus_spicilegus ENSMSIG00000015014
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0028598
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0022335
meriones_unguiculatus ENSMUGG00000021157
cricetulus_griseus_crigri_1.0 ENSCGRG00000018899
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001015078
cricetulus_griseus_crigri-picr ENSCGRG00015018804
nannospalax_galili ENSNGAG00000011957
nannospalax_galili ENSNGAG00000014909
jaculus_jaculus ENSJJAG00000000737
canis_lupus_familiaris ENSCAFG00000003326
vulpes_vulpes ENSVVUG00000028033
carlito_syrichta ENSTSYG00000027848
chinchilla_lanigera ENSCLAG00000017909
castor_canadensis ENSCCNG00000018534
myotis_lucifugus ENSMLUG00000014173
dasypus_novemcinctus ENSDNOG00000036372
