lonchura_striata_domestica ENSLSDG00000000380
taeniopygia_guttata ENSTGUG00000010142
cyanistes_caeruleus ENSCCEG00000013590
parus_major ENSPMJG00000001438
serinus_canaria ENSSCAG00000014186
ficedula_albicollis ENSFALG00000007964
zonotrichia_albicollis ENSZALG00000006167
junco_hyemalis ENSJHYG00000011093
lepidothrix_coronata ENSLCOG00000015677
manacus_vitellinus ENSMVIG00005002264
melopsittacus_undulatus ENSMUNG00000008239
calidris_pugnax ENSCPUG00000013101
calidris_pygmaea ENSCPGG00000017335
coturnix_japonica ENSCJPG00005013744
meleagris_gallopavo ENSMGAG00000008981
gallus_gallus ENSGALG00000008480
numida_meleagris ENSNMEG00000000310
anser_brachyrhynchus ENSABRG00000000294
apteryx_haastii ENSAHAG00000011087
apteryx_owenii ENSAOWG00000017646
apteryx_rowi ENSARWG00000004596
dromaius_novaehollandiae ENSDNVG00000001991
nothoprocta_perdicaria ENSNPEG00000003595
crocodylus_porosus ENSCPRG00005011569
chrysemys_picta_bellii ENSCPBG00000015581
chelonoidis_abingdonii ENSCABG00000012827
pelodiscus_sinensis ENSPSIG00000015267
pogona_vitticeps ENSPVIG00000001597
anolis_carolinensis ENSACAG00000008976
notechis_scutatus ENSNSUG00000017129
salvator_merianae ENSSMRG00000023553
sphenodon_punctatus ENSSPUG00000013725
phascolarctos_cinereus ENSPCIG00000025637
notamacropus_eugenii ENSMEUG00000002569
sarcophilus_harrisii ENSSHAG00000002957
monodelphis_domestica ENSMODG00000003339
homo_sapiens ENSG00000161204
gorilla_gorilla ENSGGOG00000007448
pan_troglodytes ENSPTRG00000015683
pan_paniscus ENSPPAG00000041562
pongo_abelii ENSPPYG00000014347
nomascus_leucogenys ENSNLEG00000006173
colobus_angolensis_palliatus ENSCANG00000027859
piliocolobus_tephrosceles ENSPTEG00000026957
rhinopithecus_roxellana ENSRROG00000043684
rhinopithecus_bieti ENSRBIG00000019800
macaca_mulatta ENSMMUG00000006558
macaca_fascicularis ENSMFAG00000000479
macaca_nemestrina ENSMNEG00000025213
chlorocebus_sabaeus ENSCSAG00000013570
theropithecus_gelada ENSTGEG00000023666
papio_anubis ENSPANG00000005352
cercocebus_atys ENSCATG00000042195
mandrillus_leucophaeus ENSMLEG00000042008
saimiri_boliviensis_boliviensis ENSSBOG00000029094
cebus_capucinus_imitator ENSCCAG00000027906
callithrix_jacchus ENSCJAG00000012959
aotus_nancymaae ENSANAG00000032695
carlito_syrichta ENSTSYG00000008490
propithecus_coquereli ENSPCOG00000005372
microcebus_murinus ENSMICG00000049418
prolemur_simus ENSPSMG00000021387
otolemur_garnettii ENSOGAG00000033289
castor_canadensis ENSCCNG00000014726
dipodomys_ordii ENSDORG00000024153
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001000537
cricetulus_griseus_crigri_1.0 ENSCGRG00000015676
cricetulus_griseus_crigri-picr ENSCGRG00015002282
mesocricetus_auratus ENSMAUG00000017666
microtus_ochrogaster ENSMOCG00000006812
peromyscus_maniculatus_bairdii ENSPEMG00000013382
mus_spicilegus ENSMSIG00000013097
mus_spicilegus ENSMSIG00000004711
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000003234
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0021476
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0020579
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0016283
rattus_norvegicus ENSRNOG00000001710
meriones_unguiculatus ENSMUGG00000003938
nannospalax_galili ENSNGAG00000023909
jaculus_jaculus ENSJJAG00000014872
ictidomys_tridecemlineatus ENSSTOG00000008295
spermophilus_dauricus ENSSDAG00000017962
urocitellus_parryii ENSUPAG00010003427
marmota_marmota_marmota ENSMMMG00000006539
myotis_lucifugus ENSMLUG00000013549
pteropus_vampyrus ENSPVAG00000004839
equus_caballus ENSECAG00000016827
equus_asinus_asinus ENSEASG00005014186
ovis_aries ENSOARG00000020612
capra_hircus ENSCHIG00000018349
bos_mutus ENSBMUG00000020236
bos_taurus ENSBTAG00000006920
bison_bison_bison ENSBBBG00000015199
tursiops_truncatus ENSTTRG00000008520
sus_scrofa ENSSSCG00000028856
vicugna_pacos ENSVPAG00000004024
