scophthalmus_maximus ENSSMAG00000000515
cynoglossus_semilaevis ENSCSEG00000002411
seriola_dumerili ENSSDUG00000011786
seriola_lalandi_dorsalis ENSSLDG00000022242
mastacembelus_armatus ENSMAMG00000023928
mola_mola ENSMMOG00000021784
labrus_bergylta ENSLBEG00000012812
amphiprion_percula ENSAPEG00000016465
amphiprion_ocellaris ENSAOCG00000004190
acanthochromis_polyacanthus ENSAPOG00000016215
stegastes_partitus ENSSPAG00000008014
takifugu_rubripes ENSTRUG00000006917
tetraodon_nigroviridis ENSTNIG00000014634
periophthalmus_magnuspinnatus ENSPMGG00000017620
hippocampus_comes ENSHCOG00000005147
gadus_morhua ENSGMOG00000007981
danio_rerio ENSDARG00000100747
danio_rerio ENSDARG00000101567
lepisosteus_oculatus ENSLOCG00000011312
manacus_vitellinus ENSMVIG00005017114
lepidothrix_coronata ENSLCOG00000007866
cyanistes_caeruleus ENSCCEG00000004121
parus_major ENSPMJG00000017569
junco_hyemalis ENSJHYG00000016941
zonotrichia_albicollis ENSZALG00000010406
lonchura_striata_domestica ENSLSDG00000005542
taeniopygia_guttata ENSTGUG00000001477
serinus_canaria ENSSCAG00000015601
ficedula_albicollis ENSFALG00000000496
melopsittacus_undulatus ENSMUNG00000008346
calidris_pygmaea ENSCPGG00000018930
calidris_pugnax ENSCPUG00000010968
anas_platyrhynchos_platyrhynchos ENSAPLG00000031133
anser_brachyrhynchus ENSABRG00000008685
gallus_gallus ENSGALG00000001431
coturnix_japonica ENSCJPG00005016658
meleagris_gallopavo ENSMGAG00000004503
numida_meleagris ENSNMEG00000012653
apteryx_haastii ENSAHAG00000018973
apteryx_owenii ENSAOWG00000009387
apteryx_rowi ENSARWG00000017488
dromaius_novaehollandiae ENSDNVG00000012276
nothoprocta_perdicaria ENSNPEG00000007808
gopherus_agassizii ENSGAGG00000002954
chelonoidis_abingdonii ENSCABG00000008853
chrysemys_picta_bellii ENSCPBG00000021269
pelodiscus_sinensis ENSPSIG00000003611
crocodylus_porosus ENSCPRG00005015855
anolis_carolinensis ENSACAG00000006019
pogona_vitticeps ENSPVIG00000002459
notechis_scutatus ENSNSUG00000013947
salvator_merianae ENSSMRG00000004446
sphenodon_punctatus ENSSPUG00000005570
xenopus_tropicalis ENSXETG00000001542
phascolarctos_cinereus ENSPCIG00000025884
notamacropus_eugenii ENSMEUG00000013787
monodelphis_domestica ENSMODG00000012758
sarcophilus_harrisii ENSSHAG00000006248
loxodonta_africana ENSLAFG00000008087
echinops_telfairi ENSETEG00000019835
ursus_americanus ENSUAMG00000027845
ursus_maritimus ENSUMAG00000011969
ailuropoda_melanoleuca ENSAMEG00000012969
neovison_vison ENSNVIG00000012518
mustela_putorius_furo ENSMPUG00000013400
canis_lupus_familiaris ENSCAFG00000001631
canis_lupus_dingo ENSCAFG00020008468
vulpes_vulpes ENSVVUG00000026699
panthera_pardus ENSPPRG00000007667
felis_catus ENSFCAG00000013623
vicugna_pacos ENSVPAG00000002465
myotis_lucifugus ENSMLUG00000004770
capra_hircus ENSCHIG00000011263
ovis_aries ENSOARG00000003203
bison_bison_bison ENSBBBG00000017728
bos_taurus ENSBTAG00000051956
bos_mutus ENSBMUG00000013768
tursiops_truncatus ENSTTRG00000014056
sus_scrofa ENSSSCG00000001636
equus_caballus ENSECAG00000009745
equus_asinus_asinus ENSEASG00005003069
dipodomys_ordii ENSDORG00000023559
castor_canadensis ENSCCNG00000017155
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0022610
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000023982
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0021698
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0020688
rattus_norvegicus ENSRNOG00000015402
meriones_unguiculatus ENSMUGG00000018795
cricetulus_griseus_crigri_1.0 ENSCGRG00000008931
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001013312
cricetulus_griseus_crigri-picr ENSCGRG00015017124
mesocricetus_auratus ENSMAUG00000014252
peromyscus_maniculatus_bairdii ENSPEMG00000002406
microtus_ochrogaster ENSMOCG00000012937
nannospalax_galili ENSNGAG00000005372
jaculus_jaculus ENSJJAG00000021759
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100015107
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000017348
fukomys_damarensis ENSFDAG00000006292
chinchilla_lanigera ENSCLAG00000014635
cavia_aperea ENSCAPG00000008112
cavia_porcellus ENSCPOG00000015715
octodon_degus ENSODEG00000017524
urocitellus_parryii ENSUPAG00010017567
ictidomys_tridecemlineatus ENSSTOG00000023474
marmota_marmota_marmota ENSMMMG00000024507
spermophilus_dauricus ENSSDAG00000015617
oryctolagus_cuniculus ENSOCUG00000016325
