ovis_aries ENSOARG00000001649
capra_hircus ENSCHIG00000014052
bison_bison_bison ENSBBBG00000004991
bos_mutus ENSBMUG00000011262
bos_taurus ENSBTAG00000005762
tursiops_truncatus ENSTTRG00000002331
vicugna_pacos ENSVPAG00000015386
pteropus_vampyrus ENSPVAG00000024100
myotis_lucifugus ENSMLUG00000028919
equus_caballus ENSECAG00000035167
equus_asinus_asinus ENSEASG00005021068
sus_scrofa ENSSSCG00000031724
ursus_americanus ENSUAMG00000018479
ursus_maritimus ENSUMAG00000020417
ailuropoda_melanoleuca ENSAMEG00000001390
canis_lupus_dingo ENSCAFG00020018599
vulpes_vulpes ENSVVUG00000013902
neovison_vison ENSNVIG00000014786
mustela_putorius_furo ENSMPUG00000002112
panthera_pardus ENSPPRG00000006362
panthera_tigris_altaica ENSPTIG00000009264
felis_catus ENSFCAG00000044928
cebus_capucinus_imitator ENSCCAG00000030078
saimiri_boliviensis_boliviensis ENSSBOG00000024857
callithrix_jacchus ENSCJAG00000021471
aotus_nancymaae ENSANAG00000020074
gorilla_gorilla ENSGGOG00000040970
homo_sapiens ENSG00000180155
pan_troglodytes ENSPTRG00000020640
pan_paniscus ENSPPAG00000036947
nomascus_leucogenys ENSNLEG00000028053
macaca_fascicularis ENSMFAG00000003844
macaca_nemestrina ENSMNEG00000032356
papio_anubis ENSPANG00000036165
cercocebus_atys ENSCATG00000016787
theropithecus_gelada ENSTGEG00000016179
mandrillus_leucophaeus ENSMLEG00000039731
rhinopithecus_roxellana ENSRROG00000036816
rhinopithecus_bieti ENSRBIG00000028206
piliocolobus_tephrosceles ENSPTEG00000027040
colobus_angolensis_palliatus ENSCANG00000040104
carlito_syrichta ENSTSYG00000036758
propithecus_coquereli ENSPCOG00000023400
prolemur_simus ENSPSMG00000021423
microcebus_murinus ENSMICG00000046110
otolemur_garnettii ENSOGAG00000032853
chinchilla_lanigera ENSCLAG00000011334
cavia_porcellus ENSCPOG00000039168
fukomys_damarensis ENSFDAG00000016746
marmota_marmota_marmota ENSMMMG00000005842
spermophilus_dauricus ENSSDAG00000018120
castor_canadensis ENSCCNG00000027853
dipodomys_ordii ENSDORG00000030137
cricetulus_griseus_crigri_1.0 ENSCGRG00000006942
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001016955
cricetulus_griseus_crigri-picr ENSCGRG00015016915
mesocricetus_auratus ENSMAUG00000001155
peromyscus_maniculatus_bairdii ENSPEMG00000025516
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0020776
mus_spicilegus ENSMSIG00000018992
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000022594
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0019878
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0019884
rattus_norvegicus ENSRNOG00000006086
meriones_unguiculatus ENSMUGG00000009532
jaculus_jaculus ENSJJAG00000010540
loxodonta_africana ENSLAFG00000005492
nannospalax_galili ENSNGAG00000002886
microtus_ochrogaster ENSMOCG00000005277
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0020775
mus_spicilegus ENSMSIG00000019008
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000075605
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0019877
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0019883
rattus_norvegicus ENSRNOG00000031437
meriones_unguiculatus ENSMUGG00000009523
cricetulus_griseus_crigri-picr ENSCGRG00015016907
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001013691
cricetulus_griseus_crigri_1.0 ENSCGRG00000006806
mesocricetus_auratus ENSMAUG00000000210
peromyscus_maniculatus_bairdii ENSPEMG00000016896
jaculus_jaculus ENSJJAG00000002844
castor_canadensis ENSCCNG00000027855
dipodomys_ordii ENSDORG00000015171
chinchilla_lanigera ENSCLAG00000008990
fukomys_damarensis ENSFDAG00000012268
marmota_marmota_marmota ENSMMMG00000005836
spermophilus_dauricus ENSSDAG00000018104
urocitellus_parryii ENSUPAG00010006867
ictidomys_tridecemlineatus ENSSTOG00000022520
procavia_capensis ENSPCAG00000007995
sarcophilus_harrisii ENSSHAG00000017877
monodelphis_domestica ENSMODG00000029659
phascolarctos_cinereus ENSPCIG00000035594
ornithorhynchus_anatinus ENSOANG00000008610
