notamacropus_eugenii ENSMEUG00000002865
phascolarctos_cinereus ENSPCIG00000002939
sarcophilus_harrisii ENSSHAG00000010554
sarcophilus_harrisii ENSSHAG00000010587
monodelphis_domestica ENSMODG00000003627
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0029356
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000090019
rattus_norvegicus ENSRNOG00000042229
meriones_unguiculatus ENSMUGG00000024856
cricetulus_griseus_crigri_1.0 ENSCGRG00000015537
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001024093
cricetulus_griseus_crigri-picr ENSCGRG00015007693
mesocricetus_auratus ENSMAUG00000018669
microtus_ochrogaster ENSMOCG00000007377
peromyscus_maniculatus_bairdii ENSPEMG00000008081
nannospalax_galili ENSNGAG00000001314
ictidomys_tridecemlineatus ENSSTOG00000025732
spermophilus_dauricus ENSSDAG00000018971
castor_canadensis ENSCCNG00000029177
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000012811
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100003607
fukomys_damarensis ENSFDAG00000015986
cavia_aperea ENSCAPG00000011595
cavia_porcellus ENSCPOG00000021304
oryctolagus_cuniculus ENSOCUG00000028062
oryctolagus_cuniculus ENSOCUG00000024151
prolemur_simus ENSPSMG00000014699
microcebus_murinus ENSMICG00000042332
otolemur_garnettii ENSOGAG00000024498
otolemur_garnettii ENSOGAG00000025003
otolemur_garnettii ENSOGAG00000032655
cebus_capucinus_imitator ENSCCAG00000028169
cebus_capucinus_imitator ENSCCAG00000036204
saimiri_boliviensis_boliviensis ENSSBOG00000025758
saimiri_boliviensis_boliviensis ENSSBOG00000030385
callithrix_jacchus ENSCJAG00000042381
callithrix_jacchus ENSCJAG00000010517
aotus_nancymaae ENSANAG00000019932
macaca_nemestrina ENSMNEG00000044901
macaca_fascicularis ENSMFAG00000035498
papio_anubis ENSPANG00000021224
theropithecus_gelada ENSTGEG00000003795
cercocebus_atys ENSCATG00000037061
chlorocebus_sabaeus ENSCSAG00000006869
macaca_fascicularis ENSMFAG00000040333
macaca_nemestrina ENSMNEG00000038977
macaca_mulatta ENSMMUG00000040065
cercocebus_atys ENSCATG00000025470
papio_anubis ENSPANG00000010542
theropithecus_gelada ENSTGEG00000003508
colobus_angolensis_palliatus ENSCANG00000029700
piliocolobus_tephrosceles ENSPTEG00000029120
rhinopithecus_bieti ENSRBIG00000029909
rhinopithecus_roxellana ENSRROG00000030188
pongo_abelii ENSPPYG00000029696
homo_sapiens ENSG00000213203
nomascus_leucogenys ENSNLEG00000029987
equus_caballus ENSECAG00000018931
equus_caballus ENSECAG00000030155
equus_caballus ENSECAG00000028822
equus_caballus ENSECAG00000019232
equus_caballus ENSECAG00000032894
ailuropoda_melanoleuca ENSAMEG00000007630
ursus_americanus ENSUAMG00000023402
neovison_vison ENSNVIG00000002223
canis_lupus_familiaris ENSCAFG00000004574
canis_lupus_dingo ENSCAFG00020006502
panthera_pardus ENSPPRG00000001007
panthera_pardus ENSPPRG00000020145
panthera_pardus ENSPPRG00000001110
felis_catus ENSFCAG00000028942
panthera_pardus ENSPPRG00000024171
felis_catus ENSFCAG00000044135
pteropus_vampyrus ENSPVAG00000013122
bos_taurus ENSBTAG00000037510
bos_taurus ENSBTAG00000040331
bison_bison_bison ENSBBBG00000001306
bison_bison_bison ENSBBBG00000016048
bos_mutus ENSBMUG00000008315
capra_hircus ENSCHIG00000024288
capra_hircus ENSCHIG00000001881
ovis_aries ENSOARG00000001579
capra_hircus ENSCHIG00000017485
ovis_aries ENSOARG00000000819
capra_hircus ENSCHIG00000017911
ovis_aries ENSOARG00000001412
capra_hircus ENSCHIG00000009670
tursiops_truncatus ENSTTRG00000003203
vicugna_pacos ENSVPAG00000008567
vicugna_pacos ENSVPAG00000009766
sus_scrofa ENSSSCG00000016451
sus_scrofa ENSSSCG00000033909
pelodiscus_sinensis ENSPSIG00000012917
pelodiscus_sinensis ENSPSIG00000004967
pelodiscus_sinensis ENSPSIG00000005330
