anolis_carolinensis ENSACAG00000007871
pogona_vitticeps ENSPVIG00000000767
notechis_scutatus ENSNSUG00000019787
salvator_merianae ENSSMRG00000019226
sphenodon_punctatus ENSSPUG00000005680
chelonoidis_abingdonii ENSCABG00000014518
gopherus_agassizii ENSGAGG00000005305
chrysemys_picta_bellii ENSCPBG00000017455
cyanistes_caeruleus ENSCCEG00000013776
junco_hyemalis ENSJHYG00000010822
lonchura_striata_domestica ENSLSDG00000003292
phascolarctos_cinereus ENSPCIG00000027911
monodelphis_domestica ENSMODG00000010099
notamacropus_eugenii ENSMEUG00000004221
sarcophilus_harrisii ENSSHAG00000000140
loxodonta_africana ENSLAFG00000029714
procavia_capensis ENSPCAG00000007931
dasypus_novemcinctus ENSDNOG00000046529
cebus_capucinus_imitator ENSCCAG00000032671
saimiri_boliviensis_boliviensis ENSSBOG00000020278
callithrix_jacchus ENSCJAG00000040521
aotus_nancymaae ENSANAG00000032139
pan_paniscus ENSPPAG00000034872
pan_troglodytes ENSPTRG00000048542
homo_sapiens ENSG00000102145
gorilla_gorilla ENSGGOG00000023559
pongo_abelii ENSPPYG00000020319
nomascus_leucogenys ENSNLEG00000007871
macaca_fascicularis ENSMFAG00000031953
macaca_nemestrina ENSMNEG00000043842
macaca_mulatta ENSMMUG00000016464
cercocebus_atys ENSCATG00000025362
mandrillus_leucophaeus ENSMLEG00000031222
theropithecus_gelada ENSTGEG00000003834
papio_anubis ENSPANG00000017368
chlorocebus_sabaeus ENSCSAG00000013203
rhinopithecus_roxellana ENSRROG00000035063
rhinopithecus_bieti ENSRBIG00000026904
piliocolobus_tephrosceles ENSPTEG00000014367
colobus_angolensis_palliatus ENSCANG00000028134
carlito_syrichta ENSTSYG00000003698
prolemur_simus ENSPSMG00000017162
microcebus_murinus ENSMICG00000032208
propithecus_coquereli ENSPCOG00000021788
otolemur_garnettii ENSOGAG00000025595
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000009775
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100018954
fukomys_damarensis ENSFDAG00000013052
chinchilla_lanigera ENSCLAG00000002473
octodon_degus ENSODEG00000008814
cavia_porcellus ENSCPOG00000007573
cavia_aperea ENSCAPG00000017698
spermophilus_dauricus ENSSDAG00000021193
marmota_marmota_marmota ENSMMMG00000012237
urocitellus_parryii ENSUPAG00010002837
ictidomys_tridecemlineatus ENSSTOG00000026993
castor_canadensis ENSCCNG00000016731
dipodomys_ordii ENSDORG00000028973
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0034058
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000031162
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0032909
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0031458
rattus_norvegicus ENSRNOG00000047663
rattus_norvegicus ENSRNOG00000025534
meriones_unguiculatus ENSMUGG00000010937
mesocricetus_auratus ENSMAUG00000020294
mesocricetus_auratus ENSMAUG00000008936
cricetulus_griseus_crigri-picr ENSCGRG00015007032
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001017719
cricetulus_griseus_crigri_1.0 ENSCGRG00000005389
microtus_ochrogaster ENSMOCG00000018101
peromyscus_maniculatus_bairdii ENSPEMG00000010138
nannospalax_galili ENSNGAG00000006537
jaculus_jaculus ENSJJAG00000008859
oryctolagus_cuniculus ENSOCUG00000025597
myotis_lucifugus ENSMLUG00000029310
myotis_lucifugus ENSMLUG00000028093
myotis_lucifugus ENSMLUG00000015847
myotis_lucifugus ENSMLUG00000030574
myotis_lucifugus ENSMLUG00000023913
myotis_lucifugus ENSMLUG00000002964
myotis_lucifugus ENSMLUG00000025496
myotis_lucifugus ENSMLUG00000009063
pteropus_vampyrus ENSPVAG00000007638
equus_caballus ENSECAG00000037888
equus_asinus_asinus ENSEASG00005019766
neovison_vison ENSNVIG00000006621
mustela_putorius_furo ENSMPUG00000013656
ursus_americanus ENSUAMG00000009069
ursus_maritimus ENSUMAG00000007684
ailuropoda_melanoleuca ENSAMEG00000012588
canis_lupus_dingo ENSCAFG00020021331
canis_lupus_familiaris ENSCAFG00000015572
vulpes_vulpes ENSVVUG00000017758
panthera_pardus ENSPPRG00000010828
panthera_tigris_altaica ENSPTIG00000005667
felis_catus ENSFCAG00000010904
bos_mutus ENSBMUG00000005353
bos_taurus ENSBTAG00000003184
bison_bison_bison ENSBBBG00000021799
ovis_aries ENSOARG00000012017
capra_hircus ENSCHIG00000008990
tursiops_truncatus ENSTTRG00000004670
sus_scrofa ENSSSCG00000027237
erinaceus_europaeus ENSEEUG00000004598
ornithorhynchus_anatinus ENSOANG00000010765
xenopus_tropicalis ENSXETG00000018547
