microcebus_murinus ENSMICG00000034712
propithecus_coquereli ENSPCOG00000015738
prolemur_simus ENSPSMG00000014244
colobus_angolensis_palliatus ENSCANG00000006751
rhinopithecus_bieti ENSRBIG00000029168
macaca_fascicularis ENSMFAG00000003611
macaca_mulatta ENSMMUG00000005371
macaca_nemestrina ENSMNEG00000011544
chlorocebus_sabaeus ENSCSAG00000001117
papio_anubis ENSPANG00000007644
cercocebus_atys ENSCATG00000035798
homo_sapiens ENSG00000197982
callithrix_jacchus ENSCJAG00000042004
cebus_capucinus_imitator ENSCCAG00000030218
aotus_nancymaae ENSANAG00000023136
mesocricetus_auratus ENSMAUG00000011358
microtus_ochrogaster ENSMOCG00000012877
mus_spicilegus ENSMSIG00000015284
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0027431
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0026452
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0028783
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000078570
rattus_norvegicus ENSRNOG00000042421
oryctolagus_cuniculus ENSOCUG00000008069
canis_lupus_familiaris ENSCAFG00000028619
canis_lupus_dingo ENSCAFG00020007830
ursus_americanus ENSUAMG00000003912
felis_catus ENSFCAG00000037824
panthera_pardus ENSPPRG00000007714
sus_scrofa ENSSSCG00000038888
castor_canadensis ENSCCNG00000019648
dipodomys_ordii ENSDORG00000024380
chinchilla_lanigera ENSCLAG00000007899
octodon_degus ENSODEG00000006893
cavia_porcellus ENSCPOG00000030734
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000014495
ictidomys_tridecemlineatus ENSSTOG00000024011
urocitellus_parryii ENSUPAG00010017170
cricetulus_griseus_crigri-picr ENSCGRG00015006221
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001015075
meriones_unguiculatus ENSMUGG00000008037
nannospalax_galili ENSNGAG00000020462
jaculus_jaculus ENSJJAG00000016651
carlito_syrichta ENSTSYG00000030491
equus_caballus ENSECAG00000029557
equus_asinus_asinus ENSEASG00005012255
capra_hircus ENSCHIG00000014209
ovis_aries ENSOARG00000019892
bos_taurus ENSBTAG00000045776
myotis_lucifugus ENSMLUG00000000958
loxodonta_africana ENSLAFG00000017557
