xiphophorus_maculatus ENSXMAG00000029286
xiphophorus_couchianus ENSXCOG00000012671
poecilia_mexicana ENSPMEG00000005076
poecilia_formosa ENSPFOG00000024373
poecilia_latipinna ENSPLAG00000017169
poecilia_reticulata ENSPREG00000021873
gambusia_affinis ENSGAFG00000016937
cyprinodon_variegatus ENSCVAG00000001328
kryptolebias_marmoratus ENSKMAG00000010652
oryzias_latipes_asm223467v1 ENSORLG00000028440
oryzias_latipes_asm223469v1 ENSORLG00015012430
oryzias_melastigma ENSOMEG00000017319
pundamilia_nyererei ENSPNYG00000023283
haplochromis_burtoni ENSHBUG00000017344
astatotilapia_calliptera ENSACLG00000009900
maylandia_zebra ENSMZEG00005001819
amphilophus_citrinellus ENSACIG00000024093
amphiprion_ocellaris ENSAOCG00000007356
amphiprion_percula ENSAPEG00000018642
acanthochromis_polyacanthus ENSAPOG00000023602
stegastes_partitus ENSSPAG00000013269
mastacembelus_armatus ENSMAMG00000018751
anabas_testudineus ENSATEG00000020405
seriola_dumerili ENSSDUG00000005916
seriola_lalandi_dorsalis ENSSLDG00000024466
labrus_bergylta ENSLBEG00000011235
scophthalmus_maximus ENSSMAG00000005475
cynoglossus_semilaevis ENSCSEG00000006151
periophthalmus_magnuspinnatus ENSPMGG00000020975
esox_lucius ENSELUG00000001203
scleropages_formosus ENSSFOG00015018158
paramormyrops_kingsleyae ENSPKIG00000014138
lepisosteus_oculatus ENSLOCG00000008331
astatotilapia_calliptera ENSACLG00000002995
maylandia_zebra ENSMZEG00005023515
maylandia_zebra ENSMZEG00005023156
kryptolebias_marmoratus ENSKMAG00000013695
fundulus_heteroclitus ENSFHEG00000002972
serinus_canaria ENSSCAG00000014181
lonchura_striata_domestica ENSLSDG00000000333
zonotrichia_albicollis ENSZALG00000006165
junco_hyemalis ENSJHYG00000011076
parus_major ENSPMJG00000001455
manacus_vitellinus ENSMVIG00005002206
lepidothrix_coronata ENSLCOG00000015675
calidris_pugnax ENSCPUG00000013106
melopsittacus_undulatus ENSMUNG00000008237
anas_platyrhynchos_platyrhynchos ENSAPLG00000019855
anser_brachyrhynchus ENSABRG00000000181
gallus_gallus ENSGALG00000047187
coturnix_japonica ENSCJPG00005013746
crocodylus_porosus ENSCPRG00005011560
chrysemys_picta_bellii ENSCPBG00000015578
chrysemys_picta_bellii ENSCPBG00000015579
gopherus_agassizii ENSGAGG00000018449
chelonoidis_abingdonii ENSCABG00000012835
pogona_vitticeps ENSPVIG00000001592
anolis_carolinensis ENSACAG00000029432
notechis_scutatus ENSNSUG00000017128
salvator_merianae ENSSMRG00000023555
