sphenodon_punctatus ENSSPUG00000010864
notechis_scutatus ENSNSUG00000016215
pogona_vitticeps ENSPVIG00000005150
chrysemys_picta_bellii ENSCPBG00000002046
chelonoidis_abingdonii ENSCABG00000009122
chrysemys_picta_bellii ENSCPBG00000016335
crocodylus_porosus ENSCPRG00005002876
apteryx_rowi ENSARWG00000011519
chrysemys_picta_bellii ENSCPBG00000002054
prolemur_simus ENSPSMG00000017367
tursiops_truncatus ENSTTRG00000009032
salvator_merianae ENSSMRG00000010839
echinops_telfairi ENSETEG00000018093
xenopus_tropicalis ENSXETG00000021690
latimeria_chalumnae ENSLACG00000003841
latimeria_chalumnae ENSLACG00000010200
chrysemys_picta_bellii ENSCPBG00000028368
chrysemys_picta_bellii ENSCPBG00000016108
gopherus_agassizii ENSGAGG00000002892
chrysemys_picta_bellii ENSCPBG00000024362
chrysemys_picta_bellii ENSCPBG00000028243
chelonoidis_abingdonii ENSCABG00000021465
gopherus_agassizii ENSGAGG00000020879
chrysemys_picta_bellii ENSCPBG00000014272
chrysemys_picta_bellii ENSCPBG00000000450
gopherus_agassizii ENSGAGG00000020917
chrysemys_picta_bellii ENSCPBG00000003119
chelonoidis_abingdonii ENSCABG00000015293
chelonoidis_abingdonii ENSCABG00000019690
chelonoidis_abingdonii ENSCABG00000005142
chrysemys_picta_bellii ENSCPBG00000009544
xenopus_tropicalis ENSXETG00000006819
xenopus_tropicalis ENSXETG00000005082
xenopus_tropicalis ENSXETG00000026538
xenopus_tropicalis ENSXETG00000019379
latimeria_chalumnae ENSLACG00000012373
latimeria_chalumnae ENSLACG00000004400
latimeria_chalumnae ENSLACG00000004518
latimeria_chalumnae ENSLACG00000017942
latimeria_chalumnae ENSLACG00000000325
latimeria_chalumnae ENSLACG00000002768
latimeria_chalumnae ENSLACG00000006061
latimeria_chalumnae ENSLACG00000005078
latimeria_chalumnae ENSLACG00000006128
latimeria_chalumnae ENSLACG00000004531
latimeria_chalumnae ENSLACG00000005193
latimeria_chalumnae ENSLACG00000001416
latimeria_chalumnae ENSLACG00000004689
latimeria_chalumnae ENSLACG00000014890
latimeria_chalumnae ENSLACG00000014801
latimeria_chalumnae ENSLACG00000006882
latimeria_chalumnae ENSLACG00000010891
latimeria_chalumnae ENSLACG00000018012
latimeria_chalumnae ENSLACG00000000495
latimeria_chalumnae ENSLACG00000004464
latimeria_chalumnae ENSLACG00000008039
latimeria_chalumnae ENSLACG00000004000
latimeria_chalumnae ENSLACG00000006363
latimeria_chalumnae ENSLACG00000002363
latimeria_chalumnae ENSLACG00000004967
latimeria_chalumnae ENSLACG00000012908
latimeria_chalumnae ENSLACG00000014838
latimeria_chalumnae ENSLACG00000009741
latimeria_chalumnae ENSLACG00000002057
latimeria_chalumnae ENSLACG00000010543
latimeria_chalumnae ENSLACG00000002836
gopherus_agassizii ENSGAGG00000024129
gopherus_agassizii ENSGAGG00000023108
gopherus_agassizii ENSGAGG00000023113
gopherus_agassizii ENSGAGG00000021273
gopherus_agassizii ENSGAGG00000025144
gopherus_agassizii ENSGAGG00000014451
gopherus_agassizii ENSGAGG00000022743
gopherus_agassizii ENSGAGG00000004509
chelonoidis_abingdonii ENSCABG00000006901
chrysemys_picta_bellii ENSCPBG00000017271
