xenopus_tropicalis ENSXETG00000018239
pogona_vitticeps ENSPVIG00000020548
apteryx_owenii ENSAOWG00000016187
crocodylus_porosus ENSCPRG00005015481
ornithorhynchus_anatinus ENSOANG00000029901
equus_asinus_asinus ENSEASG00005014200
equus_caballus ENSECAG00000007818
pteropus_vampyrus ENSPVAG00000001336
ursus_maritimus ENSUMAG00000023593
ailuropoda_melanoleuca ENSAMEG00000000957
mustela_putorius_furo ENSMPUG00000005880
canis_lupus_dingo ENSCAFG00020011202
canis_lupus_dingo ENSCAFG00020012646
canis_lupus_familiaris ENSCAFG00000004420
vulpes_vulpes ENSVVUG00000004020
canis_lupus_familiaris ENSCAFG00000024629
panthera_tigris_altaica ENSPTIG00000017955
felis_catus ENSFCAG00000007424
panthera_pardus ENSPPRG00000008102
ursus_americanus ENSUAMG00000020210
bos_mutus ENSBMUG00000020524
bos_taurus ENSBTAG00000019604
bison_bison_bison ENSBBBG00000015011
capra_hircus ENSCHIG00000012132
ovis_aries ENSOARG00000010075
tursiops_truncatus ENSTTRG00000008328
sus_scrofa ENSSSCG00000036317
prolemur_simus ENSPSMG00000024889
propithecus_coquereli ENSPCOG00000013513
microcebus_murinus ENSMICG00000044750
otolemur_garnettii ENSOGAG00000011276
pan_paniscus ENSPPAG00000037088
pan_troglodytes ENSPTRG00000046601
gorilla_gorilla ENSGGOG00000009879
homo_sapiens ENSG00000125753
pongo_abelii ENSPPYG00000010124
nomascus_leucogenys ENSNLEG00000002237
macaca_nemestrina ENSMNEG00000031417
macaca_mulatta ENSMMUG00000022938
macaca_fascicularis ENSMFAG00000036820
mandrillus_leucophaeus ENSMLEG00000041511
papio_anubis ENSPANG00000019931
theropithecus_gelada ENSTGEG00000021095
chlorocebus_sabaeus ENSCSAG00000003169
piliocolobus_tephrosceles ENSPTEG00000037167
colobus_angolensis_palliatus ENSCANG00000016273
rhinopithecus_bieti ENSRBIG00000003360
rhinopithecus_bieti ENSRBIG00000034996
rhinopithecus_roxellana ENSRROG00000044619
cebus_capucinus_imitator ENSCCAG00000029400
saimiri_boliviensis_boliviensis ENSSBOG00000025296
saimiri_boliviensis_boliviensis ENSSBOG00000029011
cebus_capucinus_imitator ENSCCAG00000034320
callithrix_jacchus ENSCJAG00000012536
callithrix_jacchus ENSCJAG00000048447
aotus_nancymaae ENSANAG00000034983
aotus_nancymaae ENSANAG00000019365
urocitellus_parryii ENSUPAG00010021647
ictidomys_tridecemlineatus ENSSTOG00000027705
marmota_marmota_marmota ENSMMMG00000014235
ictidomys_tridecemlineatus ENSSTOG00000025429
cavia_aperea ENSCAPG00000009573
cavia_porcellus ENSCPOG00000010236
