castor_canadensis ENSCCNG00000001781
dipodomys_ordii ENSDORG00000001749
cricetulus_griseus_crigri_1.0 ENSCGRG00000020013
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001001392
microtus_ochrogaster ENSMOCG00000000098
peromyscus_maniculatus_bairdii ENSPEMG00000010668
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0025221
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0024301
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000049692
mus_spicilegus ENSMSIG00000013056
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0025746
meriones_unguiculatus ENSMUGG00000007125
nannospalax_galili ENSNGAG00000014119
jaculus_jaculus ENSJJAG00000020111
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000006404
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100010982
fukomys_damarensis ENSFDAG00000020865
chinchilla_lanigera ENSCLAG00000010005
spermophilus_dauricus ENSSDAG00000001555
urocitellus_parryii ENSUPAG00010023385
marmota_marmota_marmota ENSMMMG00000023900
ictidomys_tridecemlineatus ENSSTOG00000024083
oryctolagus_cuniculus ENSOCUG00000007314
otolemur_garnettii ENSOGAG00000004697
carlito_syrichta ENSTSYG00000012875
prolemur_simus ENSPSMG00000017537
microcebus_murinus ENSMICG00000016576
propithecus_coquereli ENSPCOG00000027957
pan_paniscus ENSPPAG00000033975
pan_troglodytes ENSPTRG00000045802
homo_sapiens ENSG00000198326
gorilla_gorilla ENSGGOG00000041500
nomascus_leucogenys ENSNLEG00000035344
rhinopithecus_bieti ENSRBIG00000044922
rhinopithecus_roxellana ENSRROG00000040372
colobus_angolensis_palliatus ENSCANG00000040178
piliocolobus_tephrosceles ENSPTEG00000032375
macaca_nemestrina ENSMNEG00000045200
macaca_fascicularis ENSMFAG00000034564
theropithecus_gelada ENSTGEG00000011417
papio_anubis ENSPANG00000024848
cercocebus_atys ENSCATG00000044765
mandrillus_leucophaeus ENSMLEG00000035749
chlorocebus_sabaeus ENSCSAG00000018759
callithrix_jacchus ENSCJAG00000021046
cebus_capucinus_imitator ENSCCAG00000019930
saimiri_boliviensis_boliviensis ENSSBOG00000020753
aotus_nancymaae ENSANAG00000035366
bos_taurus ENSBTAG00000021816
bos_mutus ENSBMUG00000019961
bison_bison_bison ENSBBBG00000004850
capra_hircus ENSCHIG00000011946
ovis_aries ENSOARG00000005472
sus_scrofa ENSSSCG00000007169
myotis_lucifugus ENSMLUG00000002712
equus_caballus ENSECAG00000021010
equus_asinus_asinus ENSEASG00005013017
neovison_vison ENSNVIG00000020119
mustela_putorius_furo ENSMPUG00000009071
ursus_americanus ENSUAMG00000006060
canis_lupus_dingo ENSCAFG00020003241
canis_lupus_familiaris ENSCAFG00000006599
vulpes_vulpes ENSVVUG00000025442
panthera_pardus ENSPPRG00000011307
panthera_tigris_altaica ENSPTIG00000000563
felis_catus ENSFCAG00000034447
loxodonta_africana ENSLAFG00000021744
dasypus_novemcinctus ENSDNOG00000035811
monodelphis_domestica ENSMODG00000024670
phascolarctos_cinereus ENSPCIG00000000664
sarcophilus_harrisii ENSSHAG00000016739
