oryzias_latipes_asm223467v1 ENSORLG00000026536
oryzias_latipes_asm223469v1 ENSORLG00015018523
seriola_lalandi_dorsalis ENSSLDG00000001187
esox_lucius ENSELUG00000007538
pygocentrus_nattereri ENSPNAG00000021126
pygocentrus_nattereri ENSPNAG00000021111
astyanax_mexicanus ENSAMXG00000004449
scleropages_formosus ENSSFOG00015013655
lepisosteus_oculatus ENSLOCG00000013464
pogona_vitticeps ENSPVIG00000003606
anolis_carolinensis ENSACAG00000008598
notechis_scutatus ENSNSUG00000017951
salvator_merianae ENSSMRG00000016905
sphenodon_punctatus ENSSPUG00000008960
apteryx_haastii ENSAHAG00000007764
apteryx_owenii ENSAOWG00000008933
apteryx_rowi ENSARWG00000017416
dromaius_novaehollandiae ENSDNVG00000001110
nothoprocta_perdicaria ENSNPEG00000016222
anser_brachyrhynchus ENSABRG00000019818
anas_platyrhynchos_platyrhynchos ENSAPLG00000014440
gallus_gallus ENSGALG00000010119
coturnix_japonica ENSCJPG00005005884
meleagris_gallopavo ENSMGAG00000004368
numida_meleagris ENSNMEG00000012043
calidris_pygmaea ENSCPGG00000002052
calidris_pugnax ENSCPUG00000015541
lepidothrix_coronata ENSLCOG00000002041
manacus_vitellinus ENSMVIG00005013257
junco_hyemalis ENSJHYG00000001676
zonotrichia_albicollis ENSZALG00000004517
serinus_canaria ENSSCAG00000004182
lonchura_striata_domestica ENSLSDG00000012169
taeniopygia_guttata ENSTGUG00000001792
parus_major ENSPMJG00000005721
cyanistes_caeruleus ENSCCEG00000023663
ficedula_albicollis ENSFALG00000000952
crocodylus_porosus ENSCPRG00005007511
chelonoidis_abingdonii ENSCABG00000003268
gopherus_agassizii ENSGAGG00000017924
chrysemys_picta_bellii ENSCPBG00000013482
pelodiscus_sinensis ENSPSIG00000008110
castor_canadensis ENSCCNG00000016488
dipodomys_ordii ENSDORG00000023925
mus_spicilegus ENSMSIG00000018828
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0028404
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000029403
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0027407
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0017185
rattus_norvegicus ENSRNOG00000002506
meriones_unguiculatus ENSMUGG00000006088
peromyscus_maniculatus_bairdii ENSPEMG00000002228
microtus_ochrogaster ENSMOCG00000001525
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001017011
cricetulus_griseus_crigri-picr ENSCGRG00015010848
cricetulus_griseus_crigri_1.0 ENSCGRG00000014416
mesocricetus_auratus ENSMAUG00000010607
nannospalax_galili ENSNGAG00000000801
jaculus_jaculus ENSJJAG00000021303
urocitellus_parryii ENSUPAG00010004686
spermophilus_dauricus ENSSDAG00000008471
ictidomys_tridecemlineatus ENSSTOG00000012968
marmota_marmota_marmota ENSMMMG00000006882
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100017283
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000013277
fukomys_damarensis ENSFDAG00000018734
chinchilla_lanigera ENSCLAG00000002974
octodon_degus ENSODEG00000007091
cavia_porcellus ENSCPOG00000000399
cavia_aperea ENSCAPG00000011959
oryctolagus_cuniculus ENSOCUG00000003254
ochotona_princeps ENSOPRG00000012397
tupaia_belangeri ENSTBEG00000012147
macaca_fascicularis ENSMFAG00000043830
macaca_mulatta ENSMMUG00000023227
macaca_nemestrina ENSMNEG00000044198
theropithecus_gelada ENSTGEG00000013815
papio_anubis ENSPANG00000008491
mandrillus_leucophaeus ENSMLEG00000028285
cercocebus_atys ENSCATG00000036221
chlorocebus_sabaeus ENSCSAG00000004705
rhinopithecus_roxellana ENSRROG00000033885
rhinopithecus_bieti ENSRBIG00000042979
colobus_angolensis_palliatus ENSCANG00000029036
piliocolobus_tephrosceles ENSPTEG00000015643
pan_troglodytes ENSPTRG00000016174
pan_paniscus ENSPPAG00000027935
homo_sapiens ENSG00000138769
gorilla_gorilla ENSGGOG00000015619
pongo_abelii ENSPPYG00000014845
nomascus_leucogenys ENSNLEG00000007984
saimiri_boliviensis_boliviensis ENSSBOG00000035557
cebus_capucinus_imitator ENSCCAG00000031852
callithrix_jacchus ENSCJAG00000019926
aotus_nancymaae ENSANAG00000028126
carlito_syrichta ENSTSYG00000011646
propithecus_coquereli ENSPCOG00000018394
propithecus_coquereli ENSPCOG00000026333
microcebus_murinus ENSMICG00000031003
prolemur_simus ENSPSMG00000013010
otolemur_garnettii ENSOGAG00000011801
equus_asinus_asinus ENSEASG00005016515
equus_caballus ENSECAG00000013088
erinaceus_europaeus ENSEEUG00000000454
sorex_araneus ENSSARG00000005486
pteropus_vampyrus ENSPVAG00000010165
myotis_lucifugus ENSMLUG00000004742
ovis_aries ENSOARG00000015497
capra_hircus ENSCHIG00000022259
bos_mutus ENSBMUG00000017084
bos_taurus ENSBTAG00000014038
