phascolarctos_cinereus ENSPCIG00000027556
notamacropus_eugenii ENSMEUG00000001054
monodelphis_domestica ENSMODG00000002257
chinchilla_lanigera ENSCLAG00000004736
octodon_degus ENSODEG00000008745
cavia_porcellus ENSCPOG00000011472
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100007319
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000001677
fukomys_damarensis ENSFDAG00000011239
ictidomys_tridecemlineatus ENSSTOG00000022686
urocitellus_parryii ENSUPAG00010020667
marmota_marmota_marmota ENSMMMG00000019165
spermophilus_dauricus ENSSDAG00000023447
cricetulus_griseus_crigri-picr ENSCGRG00015024707
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001015801
cricetulus_griseus_crigri_1.0 ENSCGRG00000005157
mesocricetus_auratus ENSMAUG00000015965
microtus_ochrogaster ENSMOCG00000019529
peromyscus_maniculatus_bairdii ENSPEMG00000022313
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000034035
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0027307
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0026335
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0028667
rattus_norvegicus ENSRNOG00000023216
nannospalax_galili ENSNGAG00000022263
jaculus_jaculus ENSJJAG00000014801
dipodomys_ordii ENSDORG00000010964
oryctolagus_cuniculus ENSOCUG00000017938
ochotona_princeps ENSOPRG00000001552
tupaia_belangeri ENSTBEG00000015007
pan_troglodytes ENSPTRG00000000679
pan_paniscus ENSPPAG00000039653
homo_sapiens ENSG00000159588
gorilla_gorilla ENSGGOG00000000343
pongo_abelii ENSPPYG00000001408
nomascus_leucogenys ENSNLEG00000014585
rhinopithecus_roxellana ENSRROG00000041688
rhinopithecus_bieti ENSRBIG00000044458
colobus_angolensis_palliatus ENSCANG00000033091
cercocebus_atys ENSCATG00000038314
mandrillus_leucophaeus ENSMLEG00000022720
theropithecus_gelada ENSTGEG00000000131
papio_anubis ENSPANG00000008893
macaca_fascicularis ENSMFAG00000000878
macaca_mulatta ENSMMUG00000023432
macaca_nemestrina ENSMNEG00000035848
chlorocebus_sabaeus ENSCSAG00000001219
saimiri_boliviensis_boliviensis ENSSBOG00000002584
cebus_capucinus_imitator ENSCCAG00000020473
callithrix_jacchus ENSCJAG00000013712
aotus_nancymaae ENSANAG00000034684
carlito_syrichta ENSTSYG00000009940
prolemur_simus ENSPSMG00000025806
microcebus_murinus ENSMICG00000008434
propithecus_coquereli ENSPCOG00000015050
otolemur_garnettii ENSOGAG00000009331
ailuropoda_melanoleuca ENSAMEG00000013703
ursus_americanus ENSUAMG00000008251
mustela_putorius_furo ENSMPUG00000013047
neovison_vison ENSNVIG00000019146
canis_lupus_familiaris ENSCAFG00000004490
canis_lupus_dingo ENSCAFG00020016693
vulpes_vulpes ENSVVUG00000007358
equus_caballus ENSECAG00000013477
myotis_lucifugus ENSMLUG00000012426
pteropus_vampyrus ENSPVAG00000013670
ovis_aries ENSOARG00000001911
capra_hircus ENSCHIG00000016081
bos_mutus ENSBMUG00000017536
bos_taurus ENSBTAG00000008808
bison_bison_bison ENSBBBG00000015992
tursiops_truncatus ENSTTRG00000012199
sus_scrofa ENSSSCG00000021448
erinaceus_europaeus ENSEEUG00000002502
sorex_araneus ENSSARG00000004824
loxodonta_africana ENSLAFG00000008721
procavia_capensis ENSPCAG00000006755
echinops_telfairi ENSETEG00000019168
choloepus_hoffmanni ENSCHOG00000010446
ornithorhynchus_anatinus ENSOANG00000011791
