loxodonta_africana ENSLAFG00000030709
procavia_capensis ENSPCAG00000001590
echinops_telfairi ENSETEG00000007960
ursus_maritimus ENSUMAG00000003668
ursus_americanus ENSUAMG00000019892
ailuropoda_melanoleuca ENSAMEG00000008670
mustela_putorius_furo ENSMPUG00000004201
neovison_vison ENSNVIG00000006288
canis_lupus_familiaris ENSCAFG00000013322
canis_lupus_dingo ENSCAFG00020002278
vulpes_vulpes ENSVVUG00000025189
panthera_pardus ENSPPRG00000024253
panthera_tigris_altaica ENSPTIG00000004093
felis_catus ENSFCAG00000029559
equus_asinus_asinus ENSEASG00005006569
equus_caballus ENSECAG00000039785
bos_mutus ENSBMUG00000008194
bos_taurus ENSBTAG00000012398
bison_bison_bison ENSBBBG00000024468
ovis_aries ENSOARG00000002515
capra_hircus ENSCHIG00000014534
sus_scrofa ENSSSCG00000015069
tursiops_truncatus ENSTTRG00000011596
pteropus_vampyrus ENSPVAG00000017830
pan_troglodytes ENSPTRG00000044205
pan_troglodytes ENSPTRG00000004315
pan_paniscus ENSPPAG00000016679
gorilla_gorilla ENSGGOG00000008004
homo_sapiens ENSG00000110245
pongo_abelii ENSPPYG00000003903
nomascus_leucogenys ENSNLEG00000007334
rhinopithecus_roxellana ENSRROG00000042708
rhinopithecus_bieti ENSRBIG00000003998
piliocolobus_tephrosceles ENSPTEG00000023379
colobus_angolensis_palliatus ENSCANG00000021546
macaca_fascicularis ENSMFAG00000001837
macaca_nemestrina ENSMNEG00000044814
macaca_mulatta ENSMMUG00000016126
papio_anubis ENSPANG00000008369
theropithecus_gelada ENSTGEG00000021337
cercocebus_atys ENSCATG00000044734
mandrillus_leucophaeus ENSMLEG00000027398
chlorocebus_sabaeus ENSCSAG00000002711
cebus_capucinus_imitator ENSCCAG00000001237
callithrix_jacchus ENSCJAG00000012639
saimiri_boliviensis_boliviensis ENSSBOG00000029645
aotus_nancymaae ENSANAG00000033515
carlito_syrichta ENSTSYG00000032462
propithecus_coquereli ENSPCOG00000020408
prolemur_simus ENSPSMG00000000205
microcebus_murinus ENSMICG00000047019
cavia_aperea ENSCAPG00000001654
cavia_porcellus ENSCPOG00000025900
octodon_degus ENSODEG00000009621
chinchilla_lanigera ENSCLAG00000012828
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100012142
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000019030
fukomys_damarensis ENSFDAG00000012734
urocitellus_parryii ENSUPAG00010005696
spermophilus_dauricus ENSSDAG00000013353
ictidomys_tridecemlineatus ENSSTOG00000026818
marmota_marmota_marmota ENSMMMG00000022968
castor_canadensis ENSCCNG00000018207
dipodomys_ordii ENSDORG00000012402
cricetulus_griseus_crigri-picr ENSCGRG00015019256
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001005242
cricetulus_griseus_crigri_1.0 ENSCGRG00000014163
peromyscus_maniculatus_bairdii ENSPEMG00000011253
mus_spicilegus ENSMSIG00000011168
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000032081
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0032156
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0033295
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0015026
rattus_norvegicus ENSRNOG00000047503
meriones_unguiculatus ENSMUGG00000013535
nannospalax_galili ENSNGAG00000020371
jaculus_jaculus ENSJJAG00000013535
oryctolagus_cuniculus ENSOCUG00000027365
ochotona_princeps ENSOPRG00000018618
otolemur_garnettii ENSOGAG00000009983
dasypus_novemcinctus ENSDNOG00000041675
erinaceus_europaeus ENSEEUG00000009550
phascolarctos_cinereus ENSPCIG00000023963
notamacropus_eugenii ENSMEUG00000007060
sarcophilus_harrisii ENSSHAG00000013257
monodelphis_domestica ENSMODG00000013796
