homo_sapiens ENSG00000157873
gorilla_gorilla ENSGGOG00000026108
pan_paniscus ENSPPAG00000041295
pan_troglodytes ENSPTRG00000000053
pongo_abelii ENSPPYG00000001976
pongo_abelii ENSPPYG00000029734
nomascus_leucogenys ENSNLEG00000010484
rhinopithecus_bieti ENSRBIG00000043978
rhinopithecus_roxellana ENSRROG00000036899
colobus_angolensis_palliatus ENSCANG00000035897
piliocolobus_tephrosceles ENSPTEG00000008148
macaca_fascicularis ENSMFAG00000042470
macaca_nemestrina ENSMNEG00000005219
macaca_mulatta ENSMMUG00000016329
chlorocebus_sabaeus ENSCSAG00000000716
theropithecus_gelada ENSTGEG00000014726
papio_anubis ENSPANG00000020403
cercocebus_atys ENSCATG00000030781
mandrillus_leucophaeus ENSMLEG00000042844
saimiri_boliviensis_boliviensis ENSSBOG00000026871
callithrix_jacchus ENSCJAG00000002555
cebus_capucinus_imitator ENSCCAG00000021088
aotus_nancymaae ENSANAG00000027044
carlito_syrichta ENSTSYG00000029513
propithecus_coquereli ENSPCOG00000019067
microcebus_murinus ENSMICG00000047725
otolemur_garnettii ENSOGAG00000025899
tupaia_belangeri ENSTBEG00000017671
tupaia_belangeri ENSTBEG00000014450
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0027871
mus_spicilegus ENSMSIG00000016183
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000042333
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0026878
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0029226
rattus_norvegicus ENSRNOG00000013820
meriones_unguiculatus ENSMUGG00000002045
peromyscus_maniculatus_bairdii ENSPEMG00000016250
microtus_ochrogaster ENSMOCG00000017973
cricetulus_griseus_crigri-picr ENSCGRG00015013372
cricetulus_griseus_crigri_1.0 ENSCGRG00000000381
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001021526
mesocricetus_auratus ENSMAUG00000009380
jaculus_jaculus ENSJJAG00000021255
castor_canadensis ENSCCNG00000003677
spermophilus_dauricus ENSSDAG00000023346
marmota_marmota_marmota ENSMMMG00000018925
urocitellus_parryii ENSUPAG00010004222
chinchilla_lanigera ENSCLAG00000005555
octodon_degus ENSODEG00000009852
cavia_porcellus ENSCPOG00000009228
cavia_aperea ENSCAPG00000009110
ursus_americanus ENSUAMG00000026142
ursus_maritimus ENSUMAG00000010441
ailuropoda_melanoleuca ENSAMEG00000013330
mustela_putorius_furo ENSMPUG00000007605
neovison_vison ENSNVIG00000003783
canis_lupus_dingo ENSCAFG00020010432
canis_lupus_familiaris ENSCAFG00000019422
vulpes_vulpes ENSVVUG00000027159
panthera_tigris_altaica ENSPTIG00000007523
panthera_pardus ENSPPRG00000011449
felis_catus ENSFCAG00000009522
equus_caballus ENSECAG00000009549
equus_caballus ENSECAG00000008751
equus_asinus_asinus ENSEASG00005021881
myotis_lucifugus ENSMLUG00000026756
myotis_lucifugus ENSMLUG00000028576
myotis_lucifugus ENSMLUG00000029508
pteropus_vampyrus ENSPVAG00000010356
dasypus_novemcinctus ENSDNOG00000039218
loxodonta_africana ENSLAFG00000004448
procavia_capensis ENSPCAG00000000165
phascolarctos_cinereus ENSPCIG00000016726
phascolarctos_cinereus ENSPCIG00000020121
phascolarctos_cinereus ENSPCIG00000035309
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000022074
mus_spicilegus ENSMSIG00000024749
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0020361
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0019469
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0030486
rattus_norvegicus ENSRNOG00000038483
peromyscus_maniculatus_bairdii ENSPEMG00000029378
sarcophilus_harrisii ENSSHAG00000003882
gopherus_agassizii ENSGAGG00000021097
