seriola_lalandi_dorsalis ENSSLDG00000023107
seriola_dumerili ENSSDUG00000010585
scophthalmus_maximus ENSSMAG00000004658
labrus_bergylta ENSLBEG00000020697
labrus_bergylta ENSLBEG00000014024
labrus_bergylta ENSLBEG00000016640
gasterosteus_aculeatus ENSGACG00000002059
mola_mola ENSMMOG00000019727
mastacembelus_armatus ENSMAMG00000018797
anabas_testudineus ENSATEG00000005231
fundulus_heteroclitus ENSFHEG00000009686
fundulus_heteroclitus ENSFHEG00000009668
poecilia_latipinna ENSPLAG00000021447
poecilia_mexicana ENSPMEG00000007927
xiphophorus_couchianus ENSXCOG00000018559
xiphophorus_maculatus ENSXMAG00000001520
gambusia_affinis ENSGAFG00000021158
poecilia_mexicana ENSPMEG00000012629
poecilia_latipinna ENSPLAG00000018142
poecilia_formosa ENSPFOG00000014854
poecilia_reticulata ENSPREG00000004422
cyprinodon_variegatus ENSCVAG00000009791
kryptolebias_marmoratus ENSKMAG00000005147
oryzias_latipes_asm223469v1 ENSORLG00015017890
oryzias_latipes_asm223471v1 ENSORLG00020014985
oryzias_latipes_asm223467v1 ENSORLG00000010576
oryzias_melastigma ENSOMEG00000015099
astatotilapia_calliptera ENSACLG00000025557
maylandia_zebra ENSMZEG00005021471
pundamilia_nyererei ENSPNYG00000010578
haplochromis_burtoni ENSHBUG00000000836
neolamprologus_brichardi ENSNBRG00000019474
oreochromis_niloticus ENSONIG00000006875
amphilophus_citrinellus ENSACIG00000020147
amphiprion_ocellaris ENSAOCG00000007175
amphiprion_percula ENSAPEG00000002715
acanthochromis_polyacanthus ENSAPOG00000004033
amphiprion_ocellaris ENSAOCG00000009661
stegastes_partitus ENSSPAG00000008684
cynoglossus_semilaevis ENSCSEG00000005238
hippocampus_comes ENSHCOG00000003927
takifugu_rubripes ENSTRUG00000014233
tetraodon_nigroviridis ENSTNIG00000003534
monopterus_albus ENSMALG00000001975
periophthalmus_magnuspinnatus ENSPMGG00000022934
gadus_morhua ENSGMOG00000014633
esox_lucius ENSELUG00000010421
pygocentrus_nattereri ENSPNAG00000012393
pygocentrus_nattereri ENSPNAG00000024808
astyanax_mexicanus ENSAMXG00000035461
ictalurus_punctatus ENSIPUG00000005656
danio_rerio ENSDARG00000079397
paramormyrops_kingsleyae ENSPKIG00000021481
scleropages_formosus ENSSFOG00015002790
chelonoidis_abingdonii ENSCABG00000012668
chelonoidis_abingdonii ENSCABG00000012680
gopherus_agassizii ENSGAGG00000007891
gopherus_agassizii ENSGAGG00000024185
chrysemys_picta_bellii ENSCPBG00000001652
pelodiscus_sinensis ENSPSIG00000002109
manacus_vitellinus ENSMVIG00005000669
lepidothrix_coronata ENSLCOG00000016220
lonchura_striata_domestica ENSLSDG00000007143
lonchura_striata_domestica ENSLSDG00000007147
taeniopygia_guttata ENSTGUG00000009459
zonotrichia_albicollis ENSZALG00000017769
junco_hyemalis ENSJHYG00000011897
serinus_canaria ENSSCAG00000001329
parus_major ENSPMJG00000018360
parus_major ENSPMJG00000018358
cyanistes_caeruleus ENSCCEG00000023360
ficedula_albicollis ENSFALG00000003556
calidris_pugnax ENSCPUG00000005306
calidris_pygmaea ENSCPGG00000002426
meleagris_gallopavo ENSMGAG00000009130
coturnix_japonica ENSCJPG00005016733
gallus_gallus ENSGALG00000008910
numida_meleagris ENSNMEG00000022165
anser_brachyrhynchus ENSABRG00000004753
apteryx_haastii ENSAHAG00000005213
apteryx_haastii ENSAHAG00000005259
apteryx_rowi ENSARWG00000012858
apteryx_rowi ENSARWG00000012859
dromaius_novaehollandiae ENSDNVG00000013828
nothoprocta_perdicaria ENSNPEG00000014390
anolis_carolinensis ENSACAG00000003647
anolis_carolinensis ENSACAG00000026349
pogona_vitticeps ENSPVIG00000009103
salvator_merianae ENSSMRG00000018614
crocodylus_porosus ENSCPRG00005013463
crocodylus_porosus ENSCPRG00005013458
apteryx_owenii ENSAOWG00000003734
apteryx_owenii ENSAOWG00000003721
melopsittacus_undulatus ENSMUNG00000006633
melopsittacus_undulatus ENSMUNG00000006634
calidris_pugnax ENSCPUG00000005312
calidris_pygmaea ENSCPGG00000002417
serinus_canaria ENSSCAG00000001339
junco_hyemalis ENSJHYG00000011885
parus_major ENSPMJG00000018357
manacus_vitellinus ENSMVIG00005000642
lepidothrix_coronata ENSLCOG00000016219
anas_platyrhynchos_platyrhynchos ENSAPLG00000012428
anas_platyrhynchos_platyrhynchos ENSAPLG00000026156
gallus_gallus ENSGALG00000048686
sphenodon_punctatus ENSSPUG00000018739
sphenodon_punctatus ENSSPUG00000018747
notechis_scutatus ENSNSUG00000015262
notechis_scutatus ENSNSUG00000015261
pogona_vitticeps ENSPVIG00000009104
phascolarctos_cinereus ENSPCIG00000000576
notamacropus_eugenii ENSMEUG00000005664
sarcophilus_harrisii ENSSHAG00000014484
monodelphis_domestica ENSMODG00000010384
castor_canadensis ENSCCNG00000024306
castor_canadensis ENSCCNG00000024293
dipodomys_ordii ENSDORG00000002419
mus_spicilegus ENSMSIG00000031522
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0024620
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000075256
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0023699
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0025150
rattus_norvegicus ENSRNOG00000030212
meriones_unguiculatus ENSMUGG00000010565
cricetulus_griseus_crigri-picr ENSCGRG00015020376
cricetulus_griseus_crigri-picr ENSCGRG00015020386
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001019557
cricetulus_griseus_crigri_1.0 ENSCGRG00000006320
cricetulus_griseus_crigri_1.0 ENSCGRG00000006280
mesocricetus_auratus ENSMAUG00000016321
peromyscus_maniculatus_bairdii ENSPEMG00000023559
nannospalax_galili ENSNGAG00000019557
jaculus_jaculus ENSJJAG00000019445
spermophilus_dauricus ENSSDAG00000015356
ictidomys_tridecemlineatus ENSSTOG00000009874
chinchilla_lanigera ENSCLAG00000016232
octodon_degus ENSODEG00000012012
cavia_porcellus ENSCPOG00000009493
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100015753
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000003007
fukomys_damarensis ENSFDAG00000005146
oryctolagus_cuniculus ENSOCUG00000003021
ochotona_princeps ENSOPRG00000008585
tupaia_belangeri ENSTBEG00000009006
pan_paniscus ENSPPAG00000040188
pan_troglodytes ENSPTRG00000012701
homo_sapiens ENSG00000188452
gorilla_gorilla ENSGGOG00000003773
pongo_abelii ENSPPYG00000012990
nomascus_leucogenys ENSNLEG00000006310
macaca_fascicularis ENSMFAG00000031604
macaca_nemestrina ENSMNEG00000038385
macaca_mulatta ENSMMUG00000015344
chlorocebus_sabaeus ENSCSAG00000012861
papio_anubis ENSPANG00000004250
cercocebus_atys ENSCATG00000030184
mandrillus_leucophaeus ENSMLEG00000036134
rhinopithecus_roxellana ENSRROG00000029796
rhinopithecus_bieti ENSRBIG00000028026
colobus_angolensis_palliatus ENSCANG00000012006
piliocolobus_tephrosceles ENSPTEG00000018226
