pan_paniscus ENSPPAG00000003458
pan_troglodytes ENSPTRG00000009775
homo_sapiens ENSG00000141552
gorilla_gorilla ENSGGOG00000013938
nomascus_leucogenys ENSNLEG00000010318
rhinopithecus_bieti ENSRBIG00000031728
rhinopithecus_roxellana ENSRROG00000043401
colobus_angolensis_palliatus ENSCANG00000039877
macaca_fascicularis ENSMFAG00000043931
macaca_nemestrina ENSMNEG00000038736
macaca_mulatta ENSMMUG00000012887
theropithecus_gelada ENSTGEG00000010810
papio_anubis ENSPANG00000019251
mandrillus_leucophaeus ENSMLEG00000031648
cercocebus_atys ENSCATG00000021685
callithrix_jacchus ENSCJAG00000046979
aotus_nancymaae ENSANAG00000026259
tursiops_truncatus ENSTTRG00000012276
