zonotrichia_albicollis ENSZALG00000017246
junco_hyemalis ENSJHYG00000015049
junco_hyemalis ENSJHYG00000016788
serinus_canaria ENSSCAG00000001330
serinus_canaria ENSSCAG00000001132
serinus_canaria ENSSCAG00000002168
serinus_canaria ENSSCAG00000001262
serinus_canaria ENSSCAG00000000667
serinus_canaria ENSSCAG00000000298
serinus_canaria ENSSCAG00000001006
serinus_canaria ENSSCAG00000001318
serinus_canaria ENSSCAG00000000503
serinus_canaria ENSSCAG00000000725
serinus_canaria ENSSCAG00000000254
serinus_canaria ENSSCAG00000002180
serinus_canaria ENSSCAG00000000459
serinus_canaria ENSSCAG00000002158
serinus_canaria ENSSCAG00000000654
serinus_canaria ENSSCAG00000002185
serinus_canaria ENSSCAG00000000144
serinus_canaria ENSSCAG00000002153
serinus_canaria ENSSCAG00000002013
serinus_canaria ENSSCAG00000001108
serinus_canaria ENSSCAG00000002163
serinus_canaria ENSSCAG00000002150
serinus_canaria ENSSCAG00000000365
serinus_canaria ENSSCAG00000001241
serinus_canaria ENSSCAG00000002182
serinus_canaria ENSSCAG00000002020
serinus_canaria ENSSCAG00000001395
serinus_canaria ENSSCAG00000001003
lonchura_striata_domestica ENSLSDG00000017623
