chelonoidis_abingdonii ENSCABG00000014154
chrysemys_picta_bellii ENSCPBG00000016780
pelodiscus_sinensis ENSPSIG00000004783
gallus_gallus ENSGALG00000029203
coturnix_japonica ENSCJPG00005004974
numida_meleagris ENSNMEG00000002753
phascolarctos_cinereus ENSPCIG00000013224
notamacropus_eugenii ENSMEUG00000009972
sarcophilus_harrisii ENSSHAG00000003608
mus_spicilegus ENSMSIG00000003052
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0030167
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000064179
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0029114
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0020983
rattus_norvegicus ENSRNOG00000028041
meriones_unguiculatus ENSMUGG00000016635
cricetulus_griseus_crigri-picr ENSCGRG00015027557
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001007905
mesocricetus_auratus ENSMAUG00000020911
microtus_ochrogaster ENSMOCG00000016771
nannospalax_galili ENSNGAG00000005191
jaculus_jaculus ENSJJAG00000014149
castor_canadensis ENSCCNG00000022235
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000009790
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100019275
fukomys_damarensis ENSFDAG00000019210
octodon_degus ENSODEG00000010639
cavia_porcellus ENSCPOG00000022114
cavia_aperea ENSCAPG00000001257
chinchilla_lanigera ENSCLAG00000000706
dipodomys_ordii ENSDORG00000011568
carlito_syrichta ENSTSYG00000033722
sorex_araneus ENSSARG00000010065
propithecus_coquereli ENSPCOG00000023774
microcebus_murinus ENSMICG00000016550
prolemur_simus ENSPSMG00000006808
otolemur_garnettii ENSOGAG00000003772
pan_paniscus ENSPPAG00000031969
pan_troglodytes ENSPTRG00000011488
gorilla_gorilla ENSGGOG00000006050
homo_sapiens ENSG00000105048
pongo_abelii ENSPPYG00000010401
macaca_nemestrina ENSMNEG00000014646
cebus_capucinus_imitator ENSCCAG00000034436
saimiri_boliviensis_boliviensis ENSSBOG00000027674
callithrix_jacchus ENSCJAG00000045114
aotus_nancymaae ENSANAG00000029555
piliocolobus_tephrosceles ENSPTEG00000017210
theropithecus_gelada ENSTGEG00000011208
colobus_angolensis_palliatus ENSCANG00000032761
rhinopithecus_roxellana ENSRROG00000040134
macaca_fascicularis ENSMFAG00000042843
macaca_mulatta ENSMMUG00000006169
cercocebus_atys ENSCATG00000043793
papio_anubis ENSPANG00000035269
mandrillus_leucophaeus ENSMLEG00000039206
chlorocebus_sabaeus ENSCSAG00000001763
rhinopithecus_bieti ENSRBIG00000019753
tursiops_truncatus ENSTTRG00000015661
sus_scrofa ENSSSCG00000025353
vicugna_pacos ENSVPAG00000000021
capra_hircus ENSCHIG00000021226
ovis_aries ENSOARG00000001823
bos_mutus ENSBMUG00000019951
bos_taurus ENSBTAG00000006419
bison_bison_bison ENSBBBG00000025132
equus_caballus ENSECAG00000015657
equus_asinus_asinus ENSEASG00005020996
pteropus_vampyrus ENSPVAG00000007292
neovison_vison ENSNVIG00000011684
mustela_putorius_furo ENSMPUG00000007780
canis_lupus_dingo ENSCAFG00020016771
vulpes_vulpes ENSVVUG00000007306
canis_lupus_familiaris ENSCAFG00000002620
ursus_americanus ENSUAMG00000017661
ursus_maritimus ENSUMAG00000024664
ailuropoda_melanoleuca ENSAMEG00000003417
panthera_pardus ENSPPRG00000010965
panthera_tigris_altaica ENSPTIG00000019170
felis_catus ENSFCAG00000002054
loxodonta_africana ENSLAFG00000022831
procavia_capensis ENSPCAG00000003145
marmota_marmota_marmota ENSMMMG00000002017
urocitellus_parryii ENSUPAG00010017329
ictidomys_tridecemlineatus ENSSTOG00000025995
spermophilus_dauricus ENSSDAG00000007944
peromyscus_maniculatus_bairdii ENSPEMG00000028109
dasypus_novemcinctus ENSDNOG00000034333
ornithorhynchus_anatinus ENSOANG00000013442
anolis_carolinensis ENSACAG00000016780
notechis_scutatus ENSNSUG00000004148
salvator_merianae ENSSMRG00000003720
pogona_vitticeps ENSPVIG00000015391
sphenodon_punctatus ENSSPUG00000002984
xenopus_tropicalis ENSXETG00000003199
latimeria_chalumnae ENSLACG00000003616
amphiprion_ocellaris ENSAOCG00000003978
amphiprion_percula ENSAPEG00000009411
acanthochromis_polyacanthus ENSAPOG00000000558
stegastes_partitus ENSSPAG00000006593
pundamilia_nyererei ENSPNYG00000013915
maylandia_zebra ENSMZEG00005012499
haplochromis_burtoni ENSHBUG00000018863
astatotilapia_calliptera ENSACLG00000006123
oreochromis_niloticus ENSONIG00000020060
neolamprologus_brichardi ENSNBRG00000014152
amphilophus_citrinellus ENSACIG00000017801
cyprinodon_variegatus ENSCVAG00000006049
cyprinodon_variegatus ENSCVAG00000005961
fundulus_heteroclitus ENSFHEG00000002673
poecilia_mexicana ENSPMEG00000002999
poecilia_mexicana ENSPMEG00000021644
poecilia_formosa ENSPFOG00000002294
xiphophorus_couchianus ENSXCOG00000001859
xiphophorus_maculatus ENSXMAG00000013729
poecilia_latipinna ENSPLAG00000010764
poecilia_formosa ENSPFOG00000014093
poecilia_reticulata ENSPREG00000021920
gambusia_affinis ENSGAFG00000014312
kryptolebias_marmoratus ENSKMAG00000015319
oryzias_latipes_asm223471v1 ENSORLG00020014018
oryzias_latipes_asm223469v1 ENSORLG00015012371
oryzias_latipes_asm223467v1 ENSORLG00000006832
oryzias_melastigma ENSOMEG00000018552
anabas_testudineus ENSATEG00000017822
mastacembelus_armatus ENSMAMG00000011510
seriola_lalandi_dorsalis ENSSLDG00000010927
seriola_dumerili ENSSDUG00000023324
tetraodon_nigroviridis ENSTNIG00000015187
takifugu_rubripes ENSTRUG00000024762
gasterosteus_aculeatus ENSGACG00000008009
labrus_bergylta ENSLBEG00000025200
mola_mola ENSMMOG00000001740
scophthalmus_maximus ENSSMAG00000015583
monopterus_albus ENSMALG00000019516
periophthalmus_magnuspinnatus ENSPMGG00000005319
hippocampus_comes ENSHCOG00000018496
esox_lucius ENSELUG00000007193
pygocentrus_nattereri ENSPNAG00000014014
astyanax_mexicanus ENSAMXG00000012044
ictalurus_punctatus ENSIPUG00000000316
scleropages_formosus ENSSFOG00015021050
pygocentrus_nattereri ENSPNAG00000017742
astyanax_mexicanus ENSAMXG00000010563
ictalurus_punctatus ENSIPUG00000006095
danio_rerio ENSDARG00000037954
esox_lucius ENSELUG00000008433
scleropages_formosus ENSSFOG00015005622
paramormyrops_kingsleyae ENSPKIG00000020175
hippocampus_comes ENSHCOG00000018793
periophthalmus_magnuspinnatus ENSPMGG00000007095
oryzias_latipes_asm223471v1 ENSORLG00020020558
oryzias_latipes_asm223467v1 ENSORLG00000016788
oryzias_latipes_asm223469v1 ENSORLG00015012942
oryzias_melastigma ENSOMEG00000018598
tetraodon_nigroviridis ENSTNIG00000011142
takifugu_rubripes ENSTRUG00000014039
fundulus_heteroclitus ENSFHEG00000000860
cyprinodon_variegatus ENSCVAG00000014475
xiphophorus_maculatus ENSXMAG00000008583
xiphophorus_couchianus ENSXCOG00000010938
gambusia_affinis ENSGAFG00000004962
poecilia_latipinna ENSPLAG00000006656
poecilia_latipinna ENSPLAG00000021181
poecilia_reticulata ENSPREG00000012247
poecilia_formosa ENSPFOG00000003175
poecilia_mexicana ENSPMEG00000012585
kryptolebias_marmoratus ENSKMAG00000009961
pundamilia_nyererei ENSPNYG00000014717
astatotilapia_calliptera ENSACLG00000008610
maylandia_zebra ENSMZEG00005023012
oreochromis_niloticus ENSONIG00000006501
