cynoglossus_semilaevis ENSCSEG00000002154
periophthalmus_magnuspinnatus ENSPMGG00000001516
tetraodon_nigroviridis ENSTNIG00000006763
takifugu_rubripes ENSTRUG00000008590
labrus_bergylta ENSLBEG00000024880
poecilia_formosa ENSPFOG00000002233
poecilia_mexicana ENSPMEG00000023888
poecilia_latipinna ENSPLAG00000010512
poecilia_reticulata ENSPREG00000004613
gambusia_affinis ENSGAFG00000000842
xiphophorus_couchianus ENSXCOG00000001197
xiphophorus_maculatus ENSXMAG00000021042
cyprinodon_variegatus ENSCVAG00000023416
fundulus_heteroclitus ENSFHEG00000002321
mola_mola ENSMMOG00000005002
hippocampus_comes ENSHCOG00000010857
oryzias_latipes_asm223471v1 ENSORLG00020010830
oryzias_latipes_asm223469v1 ENSORLG00015000535
oryzias_melastigma ENSOMEG00000005335
kryptolebias_marmoratus ENSKMAG00000001926
haplochromis_burtoni ENSHBUG00000004338
pundamilia_nyererei ENSPNYG00000012093
maylandia_zebra ENSMZEG00005013297
astatotilapia_calliptera ENSACLG00000001173
neolamprologus_brichardi ENSNBRG00000017111
oreochromis_niloticus ENSONIG00000005367
amphilophus_citrinellus ENSACIG00000021754
amphiprion_ocellaris ENSAOCG00000004169
amphiprion_percula ENSAPEG00000021993
acanthochromis_polyacanthus ENSAPOG00000012792
stegastes_partitus ENSSPAG00000019344
seriola_dumerili ENSSDUG00000005347
seriola_lalandi_dorsalis ENSSLDG00000003204
monopterus_albus ENSMALG00000010914
mastacembelus_armatus ENSMAMG00000014153
anabas_testudineus ENSATEG00000000576
oryzias_latipes_asm223467v1 ENSORLG00000013417
scophthalmus_maximus ENSSMAG00000003029
gasterosteus_aculeatus ENSGACG00000006625
gadus_morhua ENSGMOG00000013348
esox_lucius ENSELUG00000017853
astyanax_mexicanus ENSAMXG00000041955
pygocentrus_nattereri ENSPNAG00000012842
ictalurus_punctatus ENSIPUG00000009386
danio_rerio ENSDARG00000041098
paramormyrops_kingsleyae ENSPKIG00000016634
scleropages_formosus ENSSFOG00015008480
paramormyrops_kingsleyae ENSPKIG00000000884
scleropages_formosus ENSSFOG00015022406
lepisosteus_oculatus ENSLOCG00000002440
castor_canadensis ENSCCNG00000010112
dipodomys_ordii ENSDORG00000015772
cricetulus_griseus_crigri-picr ENSCGRG00015007027
cricetulus_griseus_crigri_1.0 ENSCGRG00000011345
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001008867
mesocricetus_auratus ENSMAUG00000011158
microtus_ochrogaster ENSMOCG00000012188
peromyscus_maniculatus_bairdii ENSPEMG00000030294
mus_spicilegus ENSMSIG00000010238
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000032033
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0033065
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0031941
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0014806
rattus_norvegicus ENSRNOG00000008592
meriones_unguiculatus ENSMUGG00000014919
nannospalax_galili ENSNGAG00000015177
jaculus_jaculus ENSJJAG00000019523
chinchilla_lanigera ENSCLAG00000014233
octodon_degus ENSODEG00000005028
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000001919
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100018350
fukomys_damarensis ENSFDAG00000011657
cavia_aperea ENSCAPG00000009070
cavia_porcellus ENSCPOG00000011283
urocitellus_parryii ENSUPAG00010019215
ictidomys_tridecemlineatus ENSSTOG00000020686
spermophilus_dauricus ENSSDAG00000011924
marmota_marmota_marmota ENSMMMG00000002172
prolemur_simus ENSPSMG00000025139
microcebus_murinus ENSMICG00000045477
propithecus_coquereli ENSPCOG00000028693
otolemur_garnettii ENSOGAG00000009784
oryctolagus_cuniculus ENSOCUG00000021468
ochotona_princeps ENSOPRG00000015916
carlito_syrichta ENSTSYG00000037353
tupaia_belangeri ENSTBEG00000000641
pteropus_vampyrus ENSPVAG00000001917
myotis_lucifugus ENSMLUG00000000225
erinaceus_europaeus ENSEEUG00000004096
ursus_maritimus ENSUMAG00000003063
ursus_americanus ENSUAMG00000024582
ailuropoda_melanoleuca ENSAMEG00000002531
mustela_putorius_furo ENSMPUG00000008685
neovison_vison ENSNVIG00000020375
canis_lupus_dingo ENSCAFG00020010334
canis_lupus_familiaris ENSCAFG00000010222
vulpes_vulpes ENSVVUG00000019914
panthera_pardus ENSPPRG00000008204
panthera_tigris_altaica ENSPTIG00000009378
felis_catus ENSFCAG00000002881
equus_asinus_asinus ENSEASG00005022955
equus_caballus ENSECAG00000000616
capra_hircus ENSCHIG00000021956
ovis_aries ENSOARG00000013548
bos_mutus ENSBMUG00000005092
bos_taurus ENSBTAG00000020643
bison_bison_bison ENSBBBG00000016109
vicugna_pacos ENSVPAG00000010480
tursiops_truncatus ENSTTRG00000016276
sus_scrofa ENSSSCG00000036157
choloepus_hoffmanni ENSCHOG00000004970
dasypus_novemcinctus ENSDNOG00000042422
pan_troglodytes ENSPTRG00000004474
pan_paniscus ENSPPAG00000027712
gorilla_gorilla ENSGGOG00000015386
homo_sapiens ENSG00000043039
pongo_abelii ENSPPYG00000004058
nomascus_leucogenys ENSNLEG00000007485
macaca_nemestrina ENSMNEG00000007170
macaca_fascicularis ENSMFAG00000037907
cercocebus_atys ENSCATG00000043064
papio_anubis ENSPANG00000019449
mandrillus_leucophaeus ENSMLEG00000036722
theropithecus_gelada ENSTGEG00000028584
chlorocebus_sabaeus ENSCSAG00000002210
colobus_angolensis_palliatus ENSCANG00000042694
piliocolobus_tephrosceles ENSPTEG00000001051
rhinopithecus_roxellana ENSRROG00000000173
rhinopithecus_bieti ENSRBIG00000028219
cebus_capucinus_imitator ENSCCAG00000027214
saimiri_boliviensis_boliviensis ENSSBOG00000013815
callithrix_jacchus ENSCJAG00000009135
aotus_nancymaae ENSANAG00000027499
loxodonta_africana ENSLAFG00000005902
procavia_capensis ENSPCAG00000010010
echinops_telfairi ENSETEG00000015936
phascolarctos_cinereus ENSPCIG00000017255
notamacropus_eugenii ENSMEUG00000014874
sarcophilus_harrisii ENSSHAG00000006887
monodelphis_domestica ENSMODG00000004873
ornithorhynchus_anatinus ENSOANG00000000573
lonchura_striata_domestica ENSLSDG00000000866
taeniopygia_guttata ENSTGUG00000000574
serinus_canaria ENSSCAG00000017324
ficedula_albicollis ENSFALG00000004906
parus_major ENSPMJG00000009308
cyanistes_caeruleus ENSCCEG00000007685
junco_hyemalis ENSJHYG00000014219
zonotrichia_albicollis ENSZALG00000009135
lepidothrix_coronata ENSLCOG00000005225
manacus_vitellinus ENSMVIG00005016176
calidris_pygmaea ENSCPGG00000007040
calidris_pugnax ENSCPUG00000014522
meleagris_gallopavo ENSMGAG00000001019
coturnix_japonica ENSCJPG00005006110
gallus_gallus ENSGALG00000029382
numida_meleagris ENSNMEG00000012141
anas_platyrhynchos_platyrhynchos ENSAPLG00000023705
anser_brachyrhynchus ENSABRG00000001099
melopsittacus_undulatus ENSMUNG00000006926
apteryx_rowi ENSARWG00000017017
apteryx_owenii ENSAOWG00000015901
apteryx_haastii ENSAHAG00000006280
dromaius_novaehollandiae ENSDNVG00000012352
nothoprocta_perdicaria ENSNPEG00000010116
crocodylus_porosus ENSCPRG00005001315
chelonoidis_abingdonii ENSCABG00000005570
gopherus_agassizii ENSGAGG00000012009
chrysemys_picta_bellii ENSCPBG00000026928
pelodiscus_sinensis ENSPSIG00000003552
anolis_carolinensis ENSACAG00000016182
pogona_vitticeps ENSPVIG00000025047
notechis_scutatus ENSNSUG00000008200
salvator_merianae ENSSMRG00000020562
sphenodon_punctatus ENSSPUG00000001087
xenopus_tropicalis ENSXETG00000029918
latimeria_chalumnae ENSLACG00000017888
