sarcophilus_harrisii ENSSHAG00000007998
phascolarctos_cinereus ENSPCIG00000035802
prolemur_simus ENSPSMG00000000807
otolemur_garnettii ENSOGAG00000032226
pan_troglodytes ENSPTRG00000049473
pan_troglodytes ENSPTRG00000031017
homo_sapiens ENSG00000205899
gorilla_gorilla ENSGGOG00000016493
pongo_abelii ENSPPYG00000007767
theropithecus_gelada ENSTGEG00000014229
chlorocebus_sabaeus ENSCSAG00000019114
piliocolobus_tephrosceles ENSPTEG00000014041
aotus_nancymaae ENSANAG00000036923
castor_canadensis ENSCCNG00000017365
dipodomys_ordii ENSDORG00000026823
mus_spicilegus ENSMSIG00000025324
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000044243
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0017605
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0016762
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0017899
rattus_norvegicus ENSRNOG00000022232
meriones_unguiculatus ENSMUGG00000004896
cricetulus_griseus_crigri-picr ENSCGRG00015017790
cricetulus_griseus_crigri_1.0 ENSCGRG00000019813
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001013518
mesocricetus_auratus ENSMAUG00000009821
microtus_ochrogaster ENSMOCG00000002327
peromyscus_maniculatus_bairdii ENSPEMG00000003963
urocitellus_parryii ENSUPAG00010018747
spermophilus_dauricus ENSSDAG00000020920
chinchilla_lanigera ENSCLAG00000009813
fukomys_damarensis ENSFDAG00000018016
cavia_porcellus ENSCPOG00000001935
oryctolagus_cuniculus ENSOCUG00000001780
bison_bison_bison ENSBBBG00000005522
bos_taurus ENSBTAG00000048216
ovis_aries ENSOARG00000004029
sus_scrofa ENSSSCG00000017802
equus_asinus_asinus ENSEASG00005009665
canis_lupus_dingo ENSCAFG00020011059
canis_lupus_familiaris ENSCAFG00000023646
ailuropoda_melanoleuca ENSAMEG00000003839
neovison_vison ENSNVIG00000006103
panthera_pardus ENSPPRG00000014962
felis_catus ENSFCAG00000028437
dasypus_novemcinctus ENSDNOG00000024451
loxodonta_africana ENSLAFG00000011249
procavia_capensis ENSPCAG00000002894
ornithorhynchus_anatinus ENSOANG00000012670
manacus_vitellinus ENSMVIG00005013663
lepidothrix_coronata ENSLCOG00000008019
parus_major ENSPMJG00000019675
lonchura_striata_domestica ENSLSDG00000009493
serinus_canaria ENSSCAG00000009467
junco_hyemalis ENSJHYG00000006008
zonotrichia_albicollis ENSZALG00000014436
melopsittacus_undulatus ENSMUNG00000013987
calidris_pygmaea ENSCPGG00000008571
meleagris_gallopavo ENSMGAG00000015474
coturnix_japonica ENSCJPG00005013251
numida_meleagris ENSNMEG00000016945
anser_brachyrhynchus ENSABRG00000015789
apteryx_haastii ENSAHAG00000006609
apteryx_owenii ENSAOWG00000008199
apteryx_rowi ENSARWG00000013392
nothoprocta_perdicaria ENSNPEG00000010865
calidris_pugnax ENSCPUG00000019902
crocodylus_porosus ENSCPRG00005013995
gopherus_agassizii ENSGAGG00000011411
chelonoidis_abingdonii ENSCABG00000019673
chrysemys_picta_bellii ENSCPBG00000020041
salvator_merianae ENSSMRG00000008167
pogona_vitticeps ENSPVIG00000018575
dromaius_novaehollandiae ENSDNVG00000002208
latimeria_chalumnae ENSLACG00000013405
paramormyrops_kingsleyae ENSPKIG00000009823
scleropages_formosus ENSSFOG00015012052
astatotilapia_calliptera ENSACLG00000001696
maylandia_zebra ENSMZEG00005023399
haplochromis_burtoni ENSHBUG00000006360
pundamilia_nyererei ENSPNYG00000015882
neolamprologus_brichardi ENSNBRG00000001696
oreochromis_niloticus ENSONIG00000015854
amphilophus_citrinellus ENSACIG00000005797
stegastes_partitus ENSSPAG00000021326
xiphophorus_maculatus ENSXMAG00000026692
xiphophorus_couchianus ENSXCOG00000012422
gambusia_affinis ENSGAFG00000016261
poecilia_mexicana ENSPMEG00000016499
poecilia_latipinna ENSPLAG00000015472
poecilia_formosa ENSPFOG00000017896
poecilia_reticulata ENSPREG00000011763
fundulus_heteroclitus ENSFHEG00000004931
cyprinodon_variegatus ENSCVAG00000018820
oryzias_latipes_asm223471v1 ENSORLG00020000074
oryzias_latipes_asm223469v1 ENSORLG00015008565
oryzias_latipes_asm223467v1 ENSORLG00000022043
oryzias_melastigma ENSOMEG00000016093
anabas_testudineus ENSATEG00000000423
mastacembelus_armatus ENSMAMG00000002989
amphiprion_ocellaris ENSAOCG00000004931
amphiprion_percula ENSAPEG00000012026
acanthochromis_polyacanthus ENSAPOG00000014064
labrus_bergylta ENSLBEG00000010970
mola_mola ENSMMOG00000005934
kryptolebias_marmoratus ENSKMAG00000016249
monopterus_albus ENSMALG00000003812
scophthalmus_maximus ENSSMAG00000002689
cynoglossus_semilaevis ENSCSEG00000012214
seriola_dumerili ENSSDUG00000020126
seriola_lalandi_dorsalis ENSSLDG00000006158
takifugu_rubripes ENSTRUG00000021532
periophthalmus_magnuspinnatus ENSPMGG00000007847
gadus_morhua ENSGMOG00000008634
esox_lucius ENSELUG00000024296
pygocentrus_nattereri ENSPNAG00000003312
astyanax_mexicanus ENSAMXG00000006449
ictalurus_punctatus ENSIPUG00000021083
danio_rerio ENSDARG00000103981
lepisosteus_oculatus ENSLOCG00000005703
pygocentrus_nattereri ENSPNAG00000015551
astyanax_mexicanus ENSAMXG00000025922
ictalurus_punctatus ENSIPUG00000014930
esox_lucius ENSELUG00000016047
