phascolarctos_cinereus ENSPCIG00000027773
notamacropus_eugenii ENSMEUG00000014548
sarcophilus_harrisii ENSSHAG00000012932
monodelphis_domestica ENSMODG00000024448
castor_canadensis ENSCCNG00000025145
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100006114
oryctolagus_cuniculus ENSOCUG00000002006
ochotona_princeps ENSOPRG00000001092
pan_paniscus ENSPPAG00000037922
pan_troglodytes ENSPTRG00000006151
homo_sapiens ENSG00000100461
gorilla_gorilla ENSGGOG00000015707
pongo_abelii ENSPPYG00000005649
nomascus_leucogenys ENSNLEG00000014792
cercocebus_atys ENSCATG00000017832
theropithecus_gelada ENSTGEG00000018456
macaca_fascicularis ENSMFAG00000037595
macaca_nemestrina ENSMNEG00000042442
macaca_mulatta ENSMMUG00000018381
mandrillus_leucophaeus ENSMLEG00000039954
papio_anubis ENSPANG00000001324
chlorocebus_sabaeus ENSCSAG00000016213
rhinopithecus_bieti ENSRBIG00000039276
rhinopithecus_roxellana ENSRROG00000044026
colobus_angolensis_palliatus ENSCANG00000001893
piliocolobus_tephrosceles ENSPTEG00000020366
cebus_capucinus_imitator ENSCCAG00000025114
saimiri_boliviensis_boliviensis ENSSBOG00000023037
callithrix_jacchus ENSCJAG00000008482
cebus_capucinus_imitator ENSCCAG00000028584
saimiri_boliviensis_boliviensis ENSSBOG00000034977
aotus_nancymaae ENSANAG00000033790
pteropus_vampyrus ENSPVAG00000013785
myotis_lucifugus ENSMLUG00000012923
ursus_maritimus ENSUMAG00000014075
ursus_americanus ENSUAMG00000008524
ailuropoda_melanoleuca ENSAMEG00000007322
mustela_putorius_furo ENSMPUG00000007151
neovison_vison ENSNVIG00000020783
canis_lupus_dingo ENSCAFG00020007711
canis_lupus_familiaris ENSCAFG00000011217
vulpes_vulpes ENSVVUG00000019815
panthera_pardus ENSPPRG00000023344
panthera_tigris_altaica ENSPTIG00000007831
felis_catus ENSFCAG00000006632
sorex_araneus ENSSARG00000005165
otolemur_garnettii ENSOGAG00000014794
aotus_nancymaae ENSANAG00000031466
propithecus_coquereli ENSPCOG00000018564
microcebus_murinus ENSMICG00000006364
prolemur_simus ENSPSMG00000005248
carlito_syrichta ENSTSYG00000014755
urocitellus_parryii ENSUPAG00010011269
marmota_marmota_marmota ENSMMMG00000013775
spermophilus_dauricus ENSSDAG00000007988
ictidomys_tridecemlineatus ENSSTOG00000010354
dipodomys_ordii ENSDORG00000004926
tupaia_belangeri ENSTBEG00000011543
bos_taurus ENSBTAG00000038333
bos_mutus ENSBMUG00000018668
bison_bison_bison ENSBBBG00000006214
capra_hircus ENSCHIG00000025709
ovis_aries ENSOARG00000019398
sus_scrofa ENSSSCG00000026700
vicugna_pacos ENSVPAG00000000599
tursiops_truncatus ENSTTRG00000001500
equus_caballus ENSECAG00000009910
equus_asinus_asinus ENSEASG00005011696
loxodonta_africana ENSLAFG00000018567
procavia_capensis ENSPCAG00000006669
dasypus_novemcinctus ENSDNOG00000032457
erinaceus_europaeus ENSEEUG00000015560
echinops_telfairi ENSETEG00000017915
choloepus_hoffmanni ENSCHOG00000004460
apteryx_owenii ENSAOWG00000013200
anas_platyrhynchos_platyrhynchos ENSAPLG00000019117
lonchura_striata_domestica ENSLSDG00000003617
chrysemys_picta_bellii ENSCPBG00000026096
anolis_carolinensis ENSACAG00000001569
salvator_merianae ENSSMRG00000004536
notechis_scutatus ENSNSUG00000014843
notechis_scutatus ENSNSUG00000017225
pogona_vitticeps ENSPVIG00000013583
sphenodon_punctatus ENSSPUG00000000489
gopherus_agassizii ENSGAGG00000003171
ornithorhynchus_anatinus ENSOANG00000008908
apteryx_owenii ENSAOWG00000013021
xenopus_tropicalis ENSXETG00000022623
