prolemur_simus ENSPSMG00000002236
propithecus_coquereli ENSPCOG00000027155
microcebus_murinus ENSMICG00000017641
otolemur_garnettii ENSOGAG00000006481
pan_paniscus ENSPPAG00000036825
pan_troglodytes ENSPTRG00000021433
homo_sapiens ENSG00000197694
gorilla_gorilla ENSGGOG00000007615
pongo_abelii ENSPPYG00000019657
nomascus_leucogenys ENSNLEG00000017584
piliocolobus_tephrosceles ENSPTEG00000009225
colobus_angolensis_palliatus ENSCANG00000022856
rhinopithecus_bieti ENSRBIG00000044761
rhinopithecus_roxellana ENSRROG00000042184
theropithecus_gelada ENSTGEG00000018655
papio_anubis ENSPANG00000025894
mandrillus_leucophaeus ENSMLEG00000042249
cercocebus_atys ENSCATG00000037805
macaca_fascicularis ENSMFAG00000044099
macaca_mulatta ENSMMUG00000009327
macaca_nemestrina ENSMNEG00000032010
chlorocebus_sabaeus ENSCSAG00000014277
cebus_capucinus_imitator ENSCCAG00000029377
saimiri_boliviensis_boliviensis ENSSBOG00000027442
callithrix_jacchus ENSCJAG00000020080
aotus_nancymaae ENSANAG00000032080
capra_hircus ENSCHIG00000013404
ovis_aries ENSOARG00000001995
ovis_aries ENSOARG00000009772
bos_mutus ENSBMUG00000021166
bos_taurus ENSBTAG00000015327
bison_bison_bison ENSBBBG00000023772
tursiops_truncatus ENSTTRG00000011598
sus_scrofa ENSSSCG00000005654
vicugna_pacos ENSVPAG00000007824
ursus_maritimus ENSUMAG00000021103
ursus_americanus ENSUAMG00000006711
ailuropoda_melanoleuca ENSAMEG00000015563
mustela_putorius_furo ENSMPUG00000013143
neovison_vison ENSNVIG00000012859
canis_lupus_dingo ENSCAFG00020020094
canis_lupus_familiaris ENSCAFG00000020049
vulpes_vulpes ENSVVUG00000016542
panthera_pardus ENSPPRG00000006708
panthera_tigris_altaica ENSPTIG00000021570
felis_catus ENSFCAG00000005846
myotis_lucifugus ENSMLUG00000007420
pteropus_vampyrus ENSPVAG00000003434
equus_caballus ENSECAG00000021297
equus_asinus_asinus ENSEASG00005008947
erinaceus_europaeus ENSEEUG00000001175
loxodonta_africana ENSLAFG00000018614
procavia_capensis ENSPCAG00000008602
echinops_telfairi ENSETEG00000011287
dasypus_novemcinctus ENSDNOG00000002787
choloepus_hoffmanni ENSCHOG00000003031
carlito_syrichta ENSTSYG00000005112
tupaia_belangeri ENSTBEG00000009651
mus_spicilegus ENSMSIG00000005300
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0024293
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000057738
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0023376
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0024833
rattus_norvegicus ENSRNOG00000015396
meriones_unguiculatus ENSMUGG00000007859
peromyscus_maniculatus_bairdii ENSPEMG00000016609
microtus_ochrogaster ENSMOCG00000012343
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001010754
cricetulus_griseus_crigri_1.0 ENSCGRG00000014732
cricetulus_griseus_crigri-picr ENSCGRG00015014844
mesocricetus_auratus ENSMAUG00000010972
nannospalax_galili ENSNGAG00000016852
jaculus_jaculus ENSJJAG00000009750
castor_canadensis ENSCCNG00000022334
dipodomys_ordii ENSDORG00000023957
castor_canadensis ENSCCNG00000027682
ictidomys_tridecemlineatus ENSSTOG00000010508
urocitellus_parryii ENSUPAG00010016756
marmota_marmota_marmota ENSMMMG00000013757
oryctolagus_cuniculus ENSOCUG00000012332
ochotona_princeps ENSOPRG00000017071
sorex_araneus ENSSARG00000012286
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100013272
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000011313
fukomys_damarensis ENSFDAG00000014773
chinchilla_lanigera ENSCLAG00000001091
cavia_porcellus ENSCPOG00000009432
cavia_aperea ENSCAPG00000006242
octodon_degus ENSODEG00000017300
phascolarctos_cinereus ENSPCIG00000029892
notamacropus_eugenii ENSMEUG00000008987
sarcophilus_harrisii ENSSHAG00000018784
monodelphis_domestica ENSMODG00000006252
ornithorhynchus_anatinus ENSOANG00000011986
salvator_merianae ENSSMRG00000011381
anolis_carolinensis ENSACAG00000002676
pogona_vitticeps ENSPVIG00000025720
meleagris_gallopavo ENSMGAG00000004093
gallus_gallus ENSGALG00000004719
