loxodonta_africana ENSLAFG00000001936
procavia_capensis ENSPCAG00000007314
echinops_telfairi ENSETEG00000015503
dasypus_novemcinctus ENSDNOG00000018614
choloepus_hoffmanni ENSCHOG00000008558
pan_paniscus ENSPPAG00000037389
pan_troglodytes ENSPTRG00000011630
homo_sapiens ENSG00000151692
gorilla_gorilla ENSGGOG00000039753
pongo_abelii ENSPPYG00000012673
nomascus_leucogenys ENSNLEG00000015431
rhinopithecus_roxellana ENSRROG00000038778
rhinopithecus_bieti ENSRBIG00000042511
piliocolobus_tephrosceles ENSPTEG00000025577
colobus_angolensis_palliatus ENSCANG00000031103
macaca_mulatta ENSMMUG00000045908
macaca_nemestrina ENSMNEG00000030505
macaca_fascicularis ENSMFAG00000040034
papio_anubis ENSPANG00000023570
mandrillus_leucophaeus ENSMLEG00000036519
chlorocebus_sabaeus ENSCSAG00000007058
cercocebus_atys ENSCATG00000033975
theropithecus_gelada ENSTGEG00000014123
cebus_capucinus_imitator ENSCCAG00000019434
saimiri_boliviensis_boliviensis ENSSBOG00000019246
callithrix_jacchus ENSCJAG00000010225
aotus_nancymaae ENSANAG00000033462
carlito_syrichta ENSTSYG00000006453
prolemur_simus ENSPSMG00000020570
propithecus_coquereli ENSPCOG00000022449
microcebus_murinus ENSMICG00000006187
otolemur_garnettii ENSOGAG00000013104
tupaia_belangeri ENSTBEG00000004429
castor_canadensis ENSCCNG00000003593
dipodomys_ordii ENSDORG00000010145
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000020642
mus_spicilegus ENSMSIG00000025691
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0018494
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0017652
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0029410
rattus_norvegicus ENSRNOG00000007370
meriones_unguiculatus ENSMUGG00000009390
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001007035
cricetulus_griseus_crigri-picr ENSCGRG00015006600
cricetulus_griseus_crigri_1.0 ENSCGRG00000004122
mesocricetus_auratus ENSMAUG00000014880
microtus_ochrogaster ENSMOCG00000000314
peromyscus_maniculatus_bairdii ENSPEMG00000008311
nannospalax_galili ENSNGAG00000018727
jaculus_jaculus ENSJJAG00000019519
urocitellus_parryii ENSUPAG00010012263
ictidomys_tridecemlineatus ENSSTOG00000027570
spermophilus_dauricus ENSSDAG00000021628
marmota_marmota_marmota ENSMMMG00000022809
oryctolagus_cuniculus ENSOCUG00000016069
ochotona_princeps ENSOPRG00000016249
octodon_degus ENSODEG00000000489
chinchilla_lanigera ENSCLAG00000002032
cavia_porcellus ENSCPOG00000030215
cavia_aperea ENSCAPG00000011940
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000000432
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100012880
fukomys_damarensis ENSFDAG00000018699
canis_lupus_dingo ENSCAFG00020004868
canis_lupus_familiaris ENSCAFG00000003300
vulpes_vulpes ENSVVUG00000008507
neovison_vison ENSNVIG00000015685
mustela_putorius_furo ENSMPUG00000013154
ursus_maritimus ENSUMAG00000003876
ursus_americanus ENSUAMG00000024248
ailuropoda_melanoleuca ENSAMEG00000013324
panthera_pardus ENSPPRG00000015759
panthera_tigris_altaica ENSPTIG00000019714
felis_catus ENSFCAG00000000709
equus_asinus_asinus ENSEASG00005022228
equus_caballus ENSECAG00000009610
bos_taurus ENSBTAG00000044064
bos_mutus ENSBMUG00000023661
bison_bison_bison ENSBBBG00000007447
capra_hircus ENSCHIG00000016336
ovis_aries ENSOARG00000014661
tursiops_truncatus ENSTTRG00000007276
sus_scrofa ENSSSCG00000008646
vicugna_pacos ENSVPAG00000001582
pteropus_vampyrus ENSPVAG00000006620
myotis_lucifugus ENSMLUG00000012755
erinaceus_europaeus ENSEEUG00000009601
sorex_araneus ENSSARG00000006290
ornithorhynchus_anatinus ENSOANG00000015379
sarcophilus_harrisii ENSSHAG00000007808
phascolarctos_cinereus ENSPCIG00000009611
monodelphis_domestica ENSMODG00000014586
xenopus_tropicalis ENSXETG00000023433
gopherus_agassizii ENSGAGG00000024947
chelonoidis_abingdonii ENSCABG00000006346
chrysemys_picta_bellii ENSCPBG00000014144
pelodiscus_sinensis ENSPSIG00000004494
anolis_carolinensis ENSACAG00000007048
notechis_scutatus ENSNSUG00000020462
salvator_merianae ENSSMRG00000006394
sphenodon_punctatus ENSSPUG00000010767
pogona_vitticeps ENSPVIG00000010274
coturnix_japonica ENSCJPG00005008634
crocodylus_porosus ENSCPRG00005008430
apteryx_rowi ENSARWG00000018775
