tetraodon_nigroviridis ENSTNIG00000009144
takifugu_rubripes ENSTRUG00000015001
labrus_bergylta ENSLBEG00000027094
gasterosteus_aculeatus ENSGACG00000003645
mola_mola ENSMMOG00000018464
amphiprion_percula ENSAPEG00000010839
amphiprion_ocellaris ENSAOCG00000012205
acanthochromis_polyacanthus ENSAPOG00000018229
stegastes_partitus ENSSPAG00000019513
astatotilapia_calliptera ENSACLG00000014793
haplochromis_burtoni ENSHBUG00000002291
maylandia_zebra ENSMZEG00005003256
pundamilia_nyererei ENSPNYG00000012195
neolamprologus_brichardi ENSNBRG00000013508
oreochromis_niloticus ENSONIG00000002677
amphilophus_citrinellus ENSACIG00000016478
xiphophorus_maculatus ENSXMAG00000023479
xiphophorus_couchianus ENSXCOG00000020049
gambusia_affinis ENSGAFG00000010360
poecilia_formosa ENSPFOG00000014785
poecilia_latipinna ENSPLAG00000003057
poecilia_mexicana ENSPMEG00000022304
poecilia_reticulata ENSPREG00000008642
fundulus_heteroclitus ENSFHEG00000019718
cyprinodon_variegatus ENSCVAG00000023012
kryptolebias_marmoratus ENSKMAG00000007666
oryzias_latipes_asm223469v1 ENSORLG00015015362
oryzias_latipes_asm223471v1 ENSORLG00020007278
oryzias_latipes_asm223467v1 ENSORLG00000024049
oryzias_melastigma ENSOMEG00000013242
periophthalmus_magnuspinnatus ENSPMGG00000022976
scophthalmus_maximus ENSSMAG00000007202
cynoglossus_semilaevis ENSCSEG00000017359
seriola_dumerili ENSSDUG00000011713
seriola_lalandi_dorsalis ENSSLDG00000013942
monopterus_albus ENSMALG00000005660
mastacembelus_armatus ENSMAMG00000014252
anabas_testudineus ENSATEG00000013271
hippocampus_comes ENSHCOG00000020927
gadus_morhua ENSGMOG00000002210
esox_lucius ENSELUG00000015223
pygocentrus_nattereri ENSPNAG00000011040
astyanax_mexicanus ENSAMXG00000029517
ictalurus_punctatus ENSIPUG00000001766
danio_rerio ENSDARG00000011312
scleropages_formosus ENSSFOG00015007339
paramormyrops_kingsleyae ENSPKIG00000016383
sphenodon_punctatus ENSSPUG00000003673
sphenodon_punctatus ENSSPUG00000003681
pogona_vitticeps ENSPVIG00000014500
anolis_carolinensis ENSACAG00000016155
notechis_scutatus ENSNSUG00000012667
salvator_merianae ENSSMRG00000007371
gopherus_agassizii ENSGAGG00000001107
chelonoidis_abingdonii ENSCABG00000012964
chelonoidis_abingdonii ENSCABG00000012963
