astyanax_mexicanus ENSAMXG00000019937
pygocentrus_nattereri ENSPNAG00000027241
ictalurus_punctatus ENSIPUG00000012516
hippocampus_comes ENSHCOG00000003698
mola_mola ENSMMOG00000013812
paramormyrops_kingsleyae ENSPKIG00000024572
gasterosteus_aculeatus ENSGACG00000020718
labrus_bergylta ENSLBEG00000025119
amphiprion_percula ENSAPEG00000017661
amphiprion_ocellaris ENSAOCG00000016725
acanthochromis_polyacanthus ENSAPOG00000010769
stegastes_partitus ENSSPAG00000011969
oryzias_latipes_asm223467v1 ENSORLG00000001657
oryzias_latipes_asm223471v1 ENSORLG00020019817
oryzias_latipes_asm223469v1 ENSORLG00015003663
oryzias_melastigma ENSOMEG00000005808
maylandia_zebra ENSMZEG00005002620
astatotilapia_calliptera ENSACLG00000010777
pundamilia_nyererei ENSPNYG00000015362
haplochromis_burtoni ENSHBUG00000003096
neolamprologus_brichardi ENSNBRG00000005732
oreochromis_niloticus ENSONIG00000008510
amphilophus_citrinellus ENSACIG00000014164
seriola_dumerili ENSSDUG00000021077
seriola_lalandi_dorsalis ENSSLDG00000006890
cynoglossus_semilaevis ENSCSEG00000014894
monopterus_albus ENSMALG00000018562
mastacembelus_armatus ENSMAMG00000021381
anabas_testudineus ENSATEG00000010368
xiphophorus_maculatus ENSXMAG00000023685
xiphophorus_couchianus ENSXCOG00000005858
gambusia_affinis ENSGAFG00000004993
xiphophorus_maculatus ENSXMAG00000028993
poecilia_formosa ENSPFOG00000003289
poecilia_latipinna ENSPLAG00000016456
poecilia_reticulata ENSPREG00000005851
poecilia_mexicana ENSPMEG00000018582
fundulus_heteroclitus ENSFHEG00000010517
cyprinodon_variegatus ENSCVAG00000014545
kryptolebias_marmoratus ENSKMAG00000009766
scophthalmus_maximus ENSSMAG00000004151
tetraodon_nigroviridis ENSTNIG00000018216
takifugu_rubripes ENSTRUG00000004433
periophthalmus_magnuspinnatus ENSPMGG00000019536
gadus_morhua ENSGMOG00000013602
danio_rerio ENSDARG00000006206
esox_lucius ENSELUG00000023118
scleropages_formosus ENSSFOG00015000571
paramormyrops_kingsleyae ENSPKIG00000006814
scleropages_formosus ENSSFOG00015017993
lepisosteus_oculatus ENSLOCG00000010420
gopherus_agassizii ENSGAGG00000002110
chelonoidis_abingdonii ENSCABG00000013834
chrysemys_picta_bellii ENSCPBG00000004659
pelodiscus_sinensis ENSPSIG00000016096
crocodylus_porosus ENSCPRG00005008153
sphenodon_punctatus ENSSPUG00000013732
oryctolagus_cuniculus ENSOCUG00000022425
ochotona_princeps ENSOPRG00000004490
carlito_syrichta ENSTSYG00000026007
echinops_telfairi ENSETEG00000006520
propithecus_coquereli ENSPCOG00000000467
microcebus_murinus ENSMICG00000042032
prolemur_simus ENSPSMG00000012283
otolemur_garnettii ENSOGAG00000026756
macaca_fascicularis ENSMFAG00000037381
macaca_nemestrina ENSMNEG00000043322
mandrillus_leucophaeus ENSMLEG00000035377
theropithecus_gelada ENSTGEG00000027996
cercocebus_atys ENSCATG00000036026
papio_anubis ENSPANG00000008306
chlorocebus_sabaeus ENSCSAG00000012256
colobus_angolensis_palliatus ENSCANG00000043237
piliocolobus_tephrosceles ENSPTEG00000024262
rhinopithecus_bieti ENSRBIG00000030853
rhinopithecus_roxellana ENSRROG00000040621
pan_troglodytes ENSPTRG00000017374
pan_paniscus ENSPPAG00000043642
homo_sapiens ENSG00000091010
gorilla_gorilla ENSGGOG00000012435
pongo_abelii ENSPPYG00000015910
nomascus_leucogenys ENSNLEG00000009898
cebus_capucinus_imitator ENSCCAG00000029584
saimiri_boliviensis_boliviensis ENSSBOG00000030801
callithrix_jacchus ENSCJAG00000021307
aotus_nancymaae ENSANAG00000037628
dipodomys_ordii ENSDORG00000002965
jaculus_jaculus ENSJJAG00000003191
castor_canadensis ENSCCNG00000030912
cricetulus_griseus_crigri-picr ENSCGRG00015025695
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001020611
mesocricetus_auratus ENSMAUG00000004271
microtus_ochrogaster ENSMOCG00000014304
peromyscus_maniculatus_bairdii ENSPEMG00000001569
mus_spicilegus ENSMSIG00000025115
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0023137
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000024497
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0022227
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0018960
rattus_norvegicus ENSRNOG00000018842
meriones_unguiculatus ENSMUGG00000015742
nannospalax_galili ENSNGAG00000012517
ictidomys_tridecemlineatus ENSSTOG00000021302
urocitellus_parryii ENSUPAG00010012716
marmota_marmota_marmota ENSMMMG00000018463
spermophilus_dauricus ENSSDAG00000012005
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000005781
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100006524
fukomys_damarensis ENSFDAG00000021275
chinchilla_lanigera ENSCLAG00000011451
octodon_degus ENSODEG00000005618
cavia_porcellus ENSCPOG00000025610
tupaia_belangeri ENSTBEG00000014805
bos_taurus ENSBTAG00000018817
bos_mutus ENSBMUG00000008221
bison_bison_bison ENSBBBG00000010233
capra_hircus ENSCHIG00000018754
ovis_aries ENSOARG00000003067
tursiops_truncatus ENSTTRG00000000937
mustela_putorius_furo ENSMPUG00000007828
neovison_vison ENSNVIG00000010739
ursus_americanus ENSUAMG00000010951
ursus_maritimus ENSUMAG00000010562
ailuropoda_melanoleuca ENSAMEG00000017605
canis_lupus_familiaris ENSCAFG00000006473
canis_lupus_dingo ENSCAFG00020024927
vulpes_vulpes ENSVVUG00000021136
panthera_pardus ENSPPRG00000019839
panthera_tigris_altaica ENSPTIG00000013040
felis_catus ENSFCAG00000030722
myotis_lucifugus ENSMLUG00000026870
pteropus_vampyrus ENSPVAG00000005224
sus_scrofa ENSSSCG00000014412
equus_asinus_asinus ENSEASG00005020601
equus_caballus ENSECAG00000018410
erinaceus_europaeus ENSEEUG00000012660
dasypus_novemcinctus ENSDNOG00000045606
choloepus_hoffmanni ENSCHOG00000010442
loxodonta_africana ENSLAFG00000006932
procavia_capensis ENSPCAG00000000894
notamacropus_eugenii ENSMEUG00000009050
phascolarctos_cinereus ENSPCIG00000025792
sarcophilus_harrisii ENSSHAG00000008089
monodelphis_domestica ENSMODG00000010137
salvator_merianae ENSSMRG00000018043
notechis_scutatus ENSNSUG00000010325
apteryx_rowi ENSARWG00000001808
apteryx_haastii ENSAHAG00000005860
nothoprocta_perdicaria ENSNPEG00000003221
gallus_gallus ENSGALG00000043334
coturnix_japonica ENSCJPG00005020885
numida_meleagris ENSNMEG00000000475
anser_brachyrhynchus ENSABRG00000016484
lonchura_striata_domestica ENSLSDG00000017441
junco_hyemalis ENSJHYG00000007240
