tetraodon_nigroviridis ENSTNIG00000003892
takifugu_rubripes ENSTRUG00000024309
mola_mola ENSMMOG00000007183
oryzias_latipes_asm223471v1 ENSORLG00020005181
oryzias_latipes_asm223467v1 ENSORLG00000003585
oryzias_latipes_asm223469v1 ENSORLG00015001761
oryzias_melastigma ENSOMEG00000005943
xiphophorus_maculatus ENSXMAG00000028897
poecilia_latipinna ENSPLAG00000015162
gambusia_affinis ENSGAFG00000017326
cyprinodon_variegatus ENSCVAG00000000336
astatotilapia_calliptera ENSACLG00000020485
maylandia_zebra ENSMZEG00005004764
haplochromis_burtoni ENSHBUG00000008385
neolamprologus_brichardi ENSNBRG00000007813
amphilophus_citrinellus ENSACIG00000005362
pundamilia_nyererei ENSPNYG00000013990
periophthalmus_magnuspinnatus ENSPMGG00000020607
labrus_bergylta ENSLBEG00000014486
acanthochromis_polyacanthus ENSAPOG00000012206
fundulus_heteroclitus ENSFHEG00000022050
seriola_dumerili ENSSDUG00000021128
monopterus_albus ENSMALG00000020184
anabas_testudineus ENSATEG00000004906
mastacembelus_armatus ENSMAMG00000015824
scophthalmus_maximus ENSSMAG00000016838
gasterosteus_aculeatus ENSGACG00000003187
esox_lucius ENSELUG00000002870
ictalurus_punctatus ENSIPUG00000025047
pygocentrus_nattereri ENSPNAG00000021506
danio_rerio ENSDARG00000109919
