pteropus_vampyrus ENSPVAG00000001329
erinaceus_europaeus ENSEEUG00000009276
capra_hircus ENSCHIG00000025842
ovis_aries ENSOARG00000009913
bos_taurus ENSBTAG00000020689
bos_mutus ENSBMUG00000020329
bison_bison_bison ENSBBBG00000015318
tursiops_truncatus ENSTTRG00000008306
sus_scrofa ENSSSCG00000036542
marmota_marmota_marmota ENSMMMG00000014331
loxodonta_africana ENSLAFG00000001823
procavia_capensis ENSPCAG00000012984
dasypus_novemcinctus ENSDNOG00000033571
ailuropoda_melanoleuca ENSAMEG00000012444
ursus_americanus ENSUAMG00000020203
mustela_putorius_furo ENSMPUG00000005975
neovison_vison ENSNVIG00000008571
canis_lupus_dingo ENSCAFG00020011344
canis_lupus_familiaris ENSCAFG00000004459
vulpes_vulpes ENSVVUG00000004122
panthera_pardus ENSPPRG00000001485
panthera_tigris_altaica ENSPTIG00000012853
felis_catus ENSFCAG00000033518
equus_asinus_asinus ENSEASG00005014187
equus_caballus ENSECAG00000024828
saimiri_boliviensis_boliviensis ENSSBOG00000032923
tupaia_belangeri ENSTBEG00000001118
castor_canadensis ENSCCNG00000021689
dipodomys_ordii ENSDORG00000008001
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0030370
mus_spicilegus ENSMSIG00000005801
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000040734
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0029286
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0021146
rattus_norvegicus ENSRNOG00000025350
meriones_unguiculatus ENSMUGG00000001700
cricetulus_griseus_crigri-picr ENSCGRG00015007193
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001020832
mesocricetus_auratus ENSMAUG00000020292
microtus_ochrogaster ENSMOCG00000001158
peromyscus_maniculatus_bairdii ENSPEMG00000007393
nannospalax_galili ENSNGAG00000000621
jaculus_jaculus ENSJJAG00000011946
urocitellus_parryii ENSUPAG00010021693
ictidomys_tridecemlineatus ENSSTOG00000001130
octodon_degus ENSODEG00000008375
chinchilla_lanigera ENSCLAG00000004002
cavia_porcellus ENSCPOG00000015602
cavia_aperea ENSCAPG00000015962
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000002359
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100012012
fukomys_damarensis ENSFDAG00000003515
