drosophila_melanogaster FBgn0036987
caenorhabditis_elegans_strain_n2 WBGene00013243
ciona_intestinalis ENSCING00000012935
ciona_intestinalis ENSCING00000009613
scleropages_formosus ENSSFOG00015022817
paramormyrops_kingsleyae ENSPKIG00000017941
pygocentrus_nattereri ENSPNAG00000002339
astyanax_mexicanus ENSAMXG00000031415
ictalurus_punctatus ENSIPUG00000023996
danio_rerio ENSDARG00000037652
labrus_bergylta ENSLBEG00000021615
gasterosteus_aculeatus ENSGACG00000016371
takifugu_rubripes ENSTRUG00000003705
tetraodon_nigroviridis ENSTNIG00000007875
mola_mola ENSMMOG00000017914
scophthalmus_maximus ENSSMAG00000011515
cynoglossus_semilaevis ENSCSEG00000018224
seriola_dumerili ENSSDUG00000006284
seriola_lalandi_dorsalis ENSSLDG00000006257
hippocampus_comes ENSHCOG00000002056
hippocampus_comes ENSHCOG00000002046
cynoglossus_semilaevis ENSCSEG00000018432
monopterus_albus ENSMALG00000005570
mastacembelus_armatus ENSMAMG00000018816
anabas_testudineus ENSATEG00000002629
amphiprion_ocellaris ENSAOCG00000024455
amphiprion_percula ENSAPEG00000023225
acanthochromis_polyacanthus ENSAPOG00000023159
stegastes_partitus ENSSPAG00000005548
astatotilapia_calliptera ENSACLG00000014733
maylandia_zebra ENSMZEG00005008732
haplochromis_burtoni ENSHBUG00000020406
pundamilia_nyererei ENSPNYG00000001384
neolamprologus_brichardi ENSNBRG00000007587
oreochromis_niloticus ENSONIG00000018663
amphilophus_citrinellus ENSACIG00000011111
oryzias_latipes_asm223469v1 ENSORLG00015006609
oryzias_latipes_asm223471v1 ENSORLG00020011200
oryzias_latipes_asm223467v1 ENSORLG00000009710
oryzias_melastigma ENSOMEG00000008017
kryptolebias_marmoratus ENSKMAG00000006946
periophthalmus_magnuspinnatus ENSPMGG00000007286
fundulus_heteroclitus ENSFHEG00000014251
cyprinodon_variegatus ENSCVAG00000014101
xiphophorus_maculatus ENSXMAG00000011052
xiphophorus_couchianus ENSXCOG00000007735
gambusia_affinis ENSGAFG00000008764
poecilia_formosa ENSPFOG00000012742
poecilia_latipinna ENSPLAG00000015118
poecilia_mexicana ENSPMEG00000016232
poecilia_mexicana ENSPMEG00000014678
poecilia_latipinna ENSPLAG00000003621
poecilia_reticulata ENSPREG00000003265
gadus_morhua ENSGMOG00000017325
esox_lucius ENSELUG00000017113
pogona_vitticeps ENSPVIG00000024922
anolis_carolinensis ENSACAG00000015568
notechis_scutatus ENSNSUG00000003743
salvator_merianae ENSSMRG00000003735
gopherus_agassizii ENSGAGG00000024144
chelonoidis_abingdonii ENSCABG00000016903
chrysemys_picta_bellii ENSCPBG00000011722
pelodiscus_sinensis ENSPSIG00000017057
lepidothrix_coronata ENSLCOG00000009638
manacus_vitellinus ENSMVIG00005006156
lonchura_striata_domestica ENSLSDG00000011958
taeniopygia_guttata ENSTGUG00000004170
cyanistes_caeruleus ENSCCEG00000008229
parus_major ENSPMJG00000010202
ficedula_albicollis ENSFALG00000004230
junco_hyemalis ENSJHYG00000017591
zonotrichia_albicollis ENSZALG00000001263
melopsittacus_undulatus ENSMUNG00000005768
calidris_pygmaea ENSCPGG00000006119
calidris_pugnax ENSCPUG00000016944
gallus_gallus ENSGALG00000034380
meleagris_gallopavo ENSMGAG00000009153
coturnix_japonica ENSCJPG00005016526
numida_meleagris ENSNMEG00000021130
anser_brachyrhynchus ENSABRG00000022832
anas_platyrhynchos_platyrhynchos ENSAPLG00000008674
apteryx_owenii ENSAOWG00000011666
apteryx_rowi ENSARWG00000002698
apteryx_haastii ENSAHAG00000010208
dromaius_novaehollandiae ENSDNVG00000000322
nothoprocta_perdicaria ENSNPEG00000009808
crocodylus_porosus ENSCPRG00005003256
sphenodon_punctatus ENSSPUG00000000479
phascolarctos_cinereus ENSPCIG00000030345
monodelphis_domestica ENSMODG00000016277
sarcophilus_harrisii ENSSHAG00000013028
capra_hircus ENSCHIG00000023779
ovis_aries ENSOARG00000002480
bos_mutus ENSBMUG00000013893
bos_taurus ENSBTAG00000021248
bison_bison_bison ENSBBBG00000009885
tursiops_truncatus ENSTTRG00000005003
equus_caballus ENSECAG00000011713
equus_asinus_asinus ENSEASG00005000468
ursus_americanus ENSUAMG00000023552
ursus_maritimus ENSUMAG00000008492
ailuropoda_melanoleuca ENSAMEG00000006695
mustela_putorius_furo ENSMPUG00000016589
neovison_vison ENSNVIG00000005787
canis_lupus_familiaris ENSCAFG00000015760
canis_lupus_dingo ENSCAFG00020017128
vulpes_vulpes ENSVVUG00000015652
panthera_pardus ENSPPRG00000000233
felis_catus ENSFCAG00000008338
pteropus_vampyrus ENSPVAG00000016105
prolemur_simus ENSPSMG00000002471
propithecus_coquereli ENSPCOG00000007596
microcebus_murinus ENSMICG00000014369
otolemur_garnettii ENSOGAG00000000438
carlito_syrichta ENSTSYG00000007701
chinchilla_lanigera ENSCLAG00000005799
octodon_degus ENSODEG00000010510
cavia_aperea ENSCAPG00000006520
cavia_porcellus ENSCPOG00000002390
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100011085
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000012729
fukomys_damarensis ENSFDAG00000007601
spermophilus_dauricus ENSSDAG00000018137
urocitellus_parryii ENSUPAG00010011121
ictidomys_tridecemlineatus ENSSTOG00000011614
marmota_marmota_marmota ENSMMMG00000007856
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000039244
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0028981
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0027977
mus_spicilegus ENSMSIG00000029463
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0024549
rattus_norvegicus ENSRNOG00000024567
meriones_unguiculatus ENSMUGG00000013291
peromyscus_maniculatus_bairdii ENSPEMG00000021833
microtus_ochrogaster ENSMOCG00000007513
cricetulus_griseus_crigri_1.0 ENSCGRG00000004965
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001024717
cricetulus_griseus_crigri-picr ENSCGRG00015014238
mesocricetus_auratus ENSMAUG00000018145
nannospalax_galili ENSNGAG00000011823
castor_canadensis ENSCCNG00000024953
tupaia_belangeri ENSTBEG00000006679
pan_troglodytes ENSPTRG00000018917
pan_paniscus ENSPPAG00000027476
homo_sapiens ENSG00000146576
gorilla_gorilla ENSGGOG00000026416
pongo_abelii ENSPPYG00000017353
nomascus_leucogenys ENSNLEG00000015599
theropithecus_gelada ENSTGEG00000015219
mandrillus_leucophaeus ENSMLEG00000030493
papio_anubis ENSPANG00000022201
macaca_fascicularis ENSMFAG00000037040
macaca_nemestrina ENSMNEG00000024848
macaca_mulatta ENSMMUG00000015546
cercocebus_atys ENSCATG00000030108
chlorocebus_sabaeus ENSCSAG00000017692
piliocolobus_tephrosceles ENSPTEG00000022108
colobus_angolensis_palliatus ENSCANG00000027848
rhinopithecus_bieti ENSRBIG00000037129
rhinopithecus_roxellana ENSRROG00000039312
saimiri_boliviensis_boliviensis ENSSBOG00000034408
cebus_capucinus_imitator ENSCCAG00000015301
callithrix_jacchus ENSCJAG00000015531
aotus_nancymaae ENSANAG00000025698
dasypus_novemcinctus ENSDNOG00000043984
choloepus_hoffmanni ENSCHOG00000001546
loxodonta_africana ENSLAFG00000010793
procavia_capensis ENSPCAG00000012579
sus_scrofa ENSSSCG00000036192
myotis_lucifugus ENSMLUG00000012486
panthera_tigris_altaica ENSPTIG00000017840
sorex_araneus ENSSARG00000007985
echinops_telfairi ENSETEG00000010245
dipodomys_ordii ENSDORG00000015054
jaculus_jaculus ENSJJAG00000021512
oryctolagus_cuniculus ENSOCUG00000002442
ochotona_princeps ENSOPRG00000008868
erinaceus_europaeus ENSEEUG00000013654
ornithorhynchus_anatinus ENSOANG00000006526
xenopus_tropicalis ENSXETG00000017304
latimeria_chalumnae ENSLACG00000000746
lepisosteus_oculatus ENSLOCG00000006510
petromyzon_marinus ENSPMAG00000002813
eptatretus_burgeri ENSEBUG00000006692
eptatretus_burgeri ENSEBUG00000007925
