phascolarctos_cinereus ENSPCIG00000006302
notamacropus_eugenii ENSMEUG00000003261
sarcophilus_harrisii ENSSHAG00000017542
monodelphis_domestica ENSMODG00000016273
ornithorhynchus_anatinus ENSOANG00000014928
pan_troglodytes ENSPTRG00000015590
pan_paniscus ENSPPAG00000028177
homo_sapiens ENSG00000090402
gorilla_gorilla ENSGGOG00000027385
pongo_abelii ENSPPYG00000014268
nomascus_leucogenys ENSNLEG00000004698
mandrillus_leucophaeus ENSMLEG00000027587
cercocebus_atys ENSCATG00000023252
theropithecus_gelada ENSTGEG00000000790
papio_anubis ENSPANG00000012869
macaca_fascicularis ENSMFAG00000039069
macaca_mulatta ENSMMUG00000001302
macaca_nemestrina ENSMNEG00000033888
chlorocebus_sabaeus ENSCSAG00000012376
piliocolobus_tephrosceles ENSPTEG00000022963
colobus_angolensis_palliatus ENSCANG00000000057
rhinopithecus_bieti ENSRBIG00000011221
rhinopithecus_roxellana ENSRROG00000043876
saimiri_boliviensis_boliviensis ENSSBOG00000025982
cebus_capucinus_imitator ENSCCAG00000021642
callithrix_jacchus ENSCJAG00000002837
aotus_nancymaae ENSANAG00000031042
carlito_syrichta ENSTSYG00000004998
microcebus_murinus ENSMICG00000049323
prolemur_simus ENSPSMG00000008235
otolemur_garnettii ENSOGAG00000000040
cricetulus_griseus_crigri-picr ENSCGRG00015024174
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001014296
cricetulus_griseus_crigri_1.0 ENSCGRG00000008168
mesocricetus_auratus ENSMAUG00000011416
peromyscus_maniculatus_bairdii ENSPEMG00000021707
microtus_ochrogaster ENSMOCG00000020139
mus_spicilegus ENSMSIG00000024177
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000027790
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0026014
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0025072
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0026515
rattus_norvegicus ENSRNOG00000031067
meriones_unguiculatus ENSMUGG00000022043
nannospalax_galili ENSNGAG00000005529
jaculus_jaculus ENSJJAG00000013935
dipodomys_ordii ENSDORG00000005876
chinchilla_lanigera ENSCLAG00000004393
octodon_degus ENSODEG00000001926
cavia_porcellus ENSCPOG00000005878
cavia_aperea ENSCAPG00000006314
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100007610
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000014830
fukomys_damarensis ENSFDAG00000014374
urocitellus_parryii ENSUPAG00010017977
ictidomys_tridecemlineatus ENSSTOG00000013592
spermophilus_dauricus ENSSDAG00000011717
marmota_marmota_marmota ENSMMMG00000007887
oryctolagus_cuniculus ENSOCUG00000003878
ochotona_princeps ENSOPRG00000014332
tupaia_belangeri ENSTBEG00000016662
capra_hircus ENSCHIG00000010240
ovis_aries ENSOARG00000001636
ovis_aries ENSOARG00000000442
bos_mutus ENSBMUG00000014232
bos_taurus ENSBTAG00000006975
bison_bison_bison ENSBBBG00000010878
tursiops_truncatus ENSTTRG00000013161
sus_scrofa ENSSSCG00000011735
vicugna_pacos ENSVPAG00000008803
ursus_maritimus ENSUMAG00000024269
ursus_americanus ENSUAMG00000000417
ailuropoda_melanoleuca ENSAMEG00000007629
mustela_putorius_furo ENSMPUG00000009641
neovison_vison ENSNVIG00000007824
canis_lupus_familiaris ENSCAFG00000014397
canis_lupus_dingo ENSCAFG00020021188
vulpes_vulpes ENSVVUG00000029971
panthera_pardus ENSPPRG00000021215
panthera_tigris_altaica ENSPTIG00000010753
felis_catus ENSFCAG00000021985
pteropus_vampyrus ENSPVAG00000011598
myotis_lucifugus ENSMLUG00000000881
sorex_araneus ENSSARG00000001906
erinaceus_europaeus ENSEEUG00000001695
equus_caballus ENSECAG00000021256
equus_asinus_asinus ENSEASG00005020052
choloepus_hoffmanni ENSCHOG00000012820
dasypus_novemcinctus ENSDNOG00000019975
loxodonta_africana ENSLAFG00000014390
procavia_capensis ENSPCAG00000008204
echinops_telfairi ENSETEG00000007692
ornithorhynchus_anatinus ENSOANG00000028752
